,ID,calldate,callend,duration,connect_duration,progress_time,first_rtp_time,caller,caller_domain,caller_reverse,callername,callername_reverse,called,called_domain,called_reverse,sipcallerip,sipcallerport,sipcalledip,sipcalledport,whohanged,bye,lastSIPresponse_id,lastSIPresponseNum,sighup,dscp,a_index,b_index,a_payload,b_payload,a_saddr,b_saddr,a_received,b_received,a_lost,b_lost,a_ua_id,b_ua_id,a_avgjitter_mult10,b_avgjitter_mult10,a_maxjitter,b_maxjitter,a_sl1,a_sl2,a_sl3,a_sl4,a_sl5,a_sl6,a_sl7,a_sl8,a_sl9,a_sl10,a_d50,a_d70,a_d90,a_d120,a_d150,a_d200,a_d300,b_sl1,b_sl2,b_sl3,b_sl4,b_sl5,b_sl6,b_sl7,b_sl8,b_sl9,b_sl10,b_d50,b_d70,b_d90,b_d120,b_d150,b_d200,b_d300,a_mos_lqo_mult10,b_mos_lqo_mult10,a_mos_f1_mult10,a_mos_f2_mult10,a_mos_adapt_mult10,b_mos_f1_mult10,b_mos_f2_mult10,b_mos_adapt_mult10,a_rtcp_loss,a_rtcp_maxfr,a_rtcp_avgfr_mult10,a_rtcp_maxjitter,a_rtcp_avgjitter_mult10,b_rtcp_loss,b_rtcp_maxfr,b_rtcp_avgfr_mult10,b_rtcp_maxjitter,b_rtcp_avgjitter_mult10,a_last_rtp_from_end,b_last_rtp_from_end,payload,jitter_mult10,mos_min_mult10,a_mos_min_mult10,b_mos_min_mult10,packet_loss_perc_mult1000,a_packet_loss_perc_mult1000,b_packet_loss_perc_mult1000,delay_sum,a_delay_sum,b_delay_sum,delay_avg_mult100,a_delay_avg_mult100,b_delay_avg_mult100,delay_cnt,a_delay_cnt,b_delay_cnt,rtcp_avgfr_mult10,rtcp_avgjitter_mult10,lost,id_sensor,price_operator_mult100,price_operator_currency_id,price_customer_mult100,price_customer_currency_id,reason_sip_cause,reason_sip_text_id,reason_q850_cause,reason_q850_text_id,caller_silence,called_silence,caller_silence_end,called_silence_end,a_mos_xr_min_mult10,b_mos_xr_min_mult10,a_mos_xr_mult10,b_mos_xr_mult10,response_time_100,response_time_xxx,a_mos_f1_min_mult10,a_mos_f2_min_mult10,a_mos_adapt_min_mult10,b_mos_f1_min_mult10,b_mos_f2_min_mult10,b_mos_adapt_min_mult10,a_rtp_ptime,b_rtp_ptime,flags,ipaddr_caller,ipaddr_called,ipaddr_lat_sip_caller,ipaddr_lat_ip_called,ipaddr_lons_ip_caller,ipaddr_lons_ip_called
0,76108556,2018-05-01 12:19:22,2018-05-01 12:20:15,53,29.0,3.0,3.0,user_z,sanitized,z_resu,sanitized,sanitized,416346,sanitized,643614,1168513348,1029,3227975506,11000,caller,3,1,200,0,33685504,1.0,2.0,0.0,0.0,1168513348.0,3227975506.0,1659.0,1647.0,0.0,0.0,5.0,2.0,26.0,100.0,18.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,45.0,45.0,45.0,45.0,45.0,45.0,,,,,,65535.0,3.0,3.0,12.0,102.0,0.0,0.0,0.0,100.0,45.0,45.0,45.0,0.0,0.0,0.0,180.0,180.0,0.0,6000.0,6000.0,0.0,3.0,3.0,0.0,3.0,102.0,0.0,801,,,,,,,,,,,,,,,,,2.0,4.0,45.0,45.0,45.0,45.0,45.0,45.0,30.0,30.0,,69.166.25.68,192.102.255.82,43.5637,43.6319,-79.7202,-79.3716
1,76108561,2018-05-01 12:19:22,2018-05-01 12:20:15,53,29.0,3.0,3.0,user_z,sanitized,z_resu,sanitized,sanitized,416346,sanitized,643614,1168513348,1029,3227975504,7000,caller,3,1,200,0,131072,1.0,2.0,0.0,0.0,1168513348.0,3227975506.0,1658.0,1647.0,0.0,0.0,5.0,2.0,26.0,99.0,18.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,45.0,45.0,45.0,45.0,45.0,45.0,,,,,,65535.0,3.0,3.0,12.0,102.0,0.0,0.0,0.0,99.0,45.0,45.0,45.0,0.0,0.0,0.0,180.0,180.0,0.0,6000.0,6000.0,0.0,3.0,3.0,0.0,3.0,102.0,0.0,802,,,,,,,,,,,,,,,,,2.0,5.0,45.0,45.0,45.0,45.0,45.0,45.0,30.0,30.0,,69.166.25.68,192.102.255.80,43.5637,43.6319,-79.7202,-79.3716
2,76104730,2018-05-01 11:12:41,2018-05-01 11:13:34,53,37.0,3.0,3.0,user_z,sanitized,z_resu,sanitized,sanitized,151966,sanitized,669151,3349638548,1946,3227975507,11000,caller,3,1,200,0,33685504,0.0,1.0,0.0,0.0,3349638548.0,3227975507.0,2500.0,2501.0,0.0,0.0,3731.0,2.0,13.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,45.0,45.0,45.0,45.0,45.0,45.0,,,,,,,,,,,0.0,0.0,0.0,13.0,45.0,45.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,801,,,,,,,,,,,,,,,,,2.0,5.0,45.0,45.0,45.0,45.0,45.0,45.0,20.0,20.0,,199.167.109.148,192.102.255.83,43.6564,43.6319,-79.386,-79.3716
3,76104735,2018-05-01 11:12:41,2018-05-01 11:13:34,53,37.0,3.0,3.0,user_z,sanitized,z_resu,sanitized,sanitized,151966,sanitized,669151,3349638548,1946,3227975505,7000,caller,3,1,200,0,131072,0.0,1.0,0.0,0.0,3349638548.0,3227975507.0,2498.0,2501.0,0.0,0.0,3731.0,2.0,13.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,45.0,45.0,45.0,45.0,45.0,45.0,,,,,,,,,,,0.0,0.0,0.0,13.0,45.0,45.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,802,,,,,,,,,,,,,,,,,3.0,6.0,45.0,45.0,45.0,45.0,45.0,45.0,20.0,20.0,,199.167.109.148,192.102.255.81,43.6564,43.6319,-79.386,-79.3716
4,76105558,2018-05-01 11:40:31,2018-05-01 11:41:51,80,72.0,3.0,3.0,user_z,sanitized,z_resu,sanitized,sanitized,416688,sanitized,886614,1168513348,1029,3227975504,7000,caller,3,1,200,0,131072,1.0,2.0,0.0,0.0,1168513348.0,3227975507.0,2547.0,2538.0,0.0,0.0,5.0,2.0,8.0,100.0,7.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,45.0,45.0,45.0,45.0,45.0,45.0,,,,,,0.0,0.0,0.0,12.0,96.0,0.0,0.0,0.0,100.0,45.0,45.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,0.0,802,,,,,,,,,,,,,,,,,2.0,5.0,45.0,45.0,45.0,45.0,45.0,45.0,30.0,30.0,,69.166.25.68,192.102.255.80,43.5637,43.6319,-79.7202,-79.3716
5,76105564,2018-05-01 11:40:31,2018-05-01 11:41:51,80,72.0,3.0,3.0,user_z,sanitized,z_resu,sanitized,sanitized,416688,sanitized,886614,1168513348,1029,3227975507,11000,caller,3,1,200,0,33685504,1.0,2.0,0.0,0.0,1168513348.0,3227975507.0,2548.0,2538.0,0.0,0.0,5.0,2.0,8.0,100.0,7.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,45.0,45.0,45.0,45.0,45.0,45.0,,,,,,0.0,0.0,0.0,12.0,96.0,0.0,0.0,0.0,100.0,45.0,45.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,0.0,801,,,,,,,,,,,,,,,,,1.0,4.0,45.0,45.0,45.0,45.0,45.0,45.0,30.0,30.0,,69.166.25.68,192.102.255.83,43.5637,43.6319,-79.7202,-79.3716
6,76106144,2018-05-01 11:49:13,2018-05-01 11:50:55,102,84.0,9.0,9.0,user_z,sanitized,z_resu,sanitized,sanitized,519923,sanitized,329915,3349638548,1946,3227975507,11000,caller,3,1,200,0,33685504,1.0,0.0,0.0,0.0,3349638548.0,3227975507.0,4634.0,4636.0,0.0,2.0,3731.0,2.0,16.0,2.0,24.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,45.0,45.0,45.0,45.0,45.0,45.0,,,,,,,,,,,0.0,0.0,0.0,16.0,45.0,45.0,45.0,43.0,0.0,43.0,240.0,240.0,0.0,12000.0,12000.0,0.0,2.0,2.0,0.0,,,2.0,801,,,,,,,,,,,,,,,,,2.0,5.0,45.0,45.0,41.0,45.0,45.0,45.0,20.0,20.0,,199.167.109.148,192.102.255.83,43.6564,43.6319,-79.386,-79.3716
7,76106152,2018-05-01 11:49:13,2018-05-01 11:50:55,102,84.0,9.0,9.0,user_z,sanitized,z_resu,sanitized,sanitized,519923,sanitized,329915,3349638548,1946,3227975505,7000,caller,3,1,200,0,131072,1.0,0.0,0.0,0.0,3349638548.0,3227975507.0,4633.0,4637.0,0.0,0.0,3731.0,2.0,16.0,1.0,24.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,45.0,45.0,45.0,45.0,45.0,45.0,,,,,,,,,,,0.0,0.0,0.0,16.0,45.0,45.0,45.0,0.0,0.0,0.0,240.0,240.0,0.0,12000.0,12000.0,0.0,2.0,2.0,0.0,,,0.0,802,,,,,,,,,,,,,,,,,2.0,6.0,45.0,45.0,41.0,45.0,45.0,45.0,20.0,20.0,,199.167.109.148,192.102.255.81,43.6564,43.6319,-79.386,-79.3716
8,76104689,2018-05-01 11:04:14,2018-05-01 11:11:54,460,437.0,3.0,3.0,user_z,sanitized,z_resu,sanitized,sanitized,151966,sanitized,669151,3349638548,1946,3227975507,11000,caller,3,1,200,0,33685504,0.0,1.0,0.0,0.0,3349638548.0,3227975507.0,22836.0,22839.0,2.0,0.0,3731.0,2.0,14.0,1.0,8.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,45.0,45.0,45.0,45.0,45.0,45.0,,,,,,,,,,,0.0,0.0,0.0,14.0,45.0,45.0,45.0,9.0,9.0,0.0,140.0,140.0,0.0,7000.0,7000.0,0.0,2.0,2.0,0.0,,,2.0,801,,,,,,,,,,,,,,,,,2.0,5.0,45.0,45.0,45.0,45.0,45.0,45.0,20.0,20.0,,199.167.109.148,192.102.255.83,43.6564,43.6319,-79.386,-79.3716
9,76104696,2018-05-01 11:04:14,2018-05-01 11:11:54,460,437.0,3.0,3.0,user_z,sanitized,z_resu,sanitized,sanitized,151966,sanitized,669151,3349638548,1946,3227975505,7000,caller,3,1,200,0,131072,0.0,1.0,0.0,0.0,3349638548.0,3227975507.0,22836.0,22838.0,0.0,0.0,3731.0,2.0,14.0,1.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,45.0,45.0,45.0,45.0,45.0,45.0,,,,,,,,,,,0.0,0.0,0.0,14.0,45.0,45.0,45.0,0.0,0.0,0.0,80.0,80.0,0.0,8000.0,8000.0,0.0,1.0,1.0,0.0,,,0.0,802,,,,,,,,,,,,,,,,,2.0,6.0,45.0,45.0,45.0,45.0,45.0,45.0,20.0,20.0,,199.167.109.148,192.102.255.81,43.6564,43.6319,-79.386,-79.3716
10,76101388,2018-05-01 00:35:35,2018-05-01 00:36:24,49,21.0,3.0,3.0,jerry,sanitized,yrrej,sanitized,sanitized,604617,sanitized,716406,1614226523,5060,3227975250,11000,caller,3,1,200,0,33697280,1.0,0.0,333.0,333.0,1614226523.0,3227975250.0,2286.0,2289.0,0.0,0.0,3827.0,2.0,11.0,2.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,45.0,45.0,45.0,45.0,45.0,45.0,,,,,,0.0,0.0,0.0,0.0,3.0,0.0,0.0,333.0,11.0,45.0,45.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,501,,255.0,,255.0,,,,,,,,,,,,,1.0,4.0,45.0,45.0,45.0,45.0,45.0,45.0,20.0,20.0,,96.55.36.91,192.102.254.82,49.1889,43.6319,-122.873,-79.3716
11,76100543,2018-05-01 00:00:10,2018-05-01 00:03:19,189,178.0,2.0,2.0,jerry,sanitized,yrrej,sanitized,sanitized,604540,sanitized,045406,1614226523,5060,3227975250,11000,caller,3,1,200,0,33697280,1.0,0.0,333.0,333.0,1614226523.0,3227975250.0,9329.0,9333.0,0.0,0.0,3827.0,2.0,16.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,45.0,45.0,45.0,45.0,45.0,45.0,,,,,,0.0,0.0,0.0,0.0,2.0,0.0,0.0,333.0,16.0,45.0,45.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,501,,255.0,,255.0,,,,,,,,,,,,,2.0,5.0,45.0,45.0,45.0,45.0,45.0,45.0,20.0,20.0,,96.55.36.91,192.102.254.82,49.1889,43.6319,-122.873,-79.3716
14,76107130,2018-05-01 12:04:31,2018-05-01 12:06:10,99,91.0,3.0,3.0,user_v,sanitized,v_resu,sanitized,sanitized,416688,sanitized,886614,1168513348,1035,3227975507,11000,caller,3,1,200,0,33685504,1.0,2.0,0.0,0.0,1168513348.0,3227975507.0,3192.0,3182.0,0.0,0.0,5.0,2.0,11.0,100.0,7.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,45.0,45.0,44.0,45.0,45.0,45.0,,,,,,0.0,0.0,0.0,11.0,103.0,0.0,0.0,0.0,100.0,45.0,45.0,45.0,0.0,0.0,0.0,60.0,60.0,0.0,6000.0,6000.0,0.0,1.0,1.0,0.0,0.0,103.0,0.0,801,,,,,,,,,,,,,,,,,1.0,4.0,45.0,45.0,40.0,45.0,45.0,45.0,30.0,30.0,,69.166.25.68,192.102.255.83,43.5637,43.6319,-79.7202,-79.3716
15,76107138,2018-05-01 12:04:31,2018-05-01 12:06:10,99,91.0,3.0,3.0,user_v,sanitized,v_resu,sanitized,sanitized,416688,sanitized,886614,1168513348,1035,3227975504,7000,caller,3,1,200,0,131072,1.0,2.0,0.0,0.0,1168513348.0,3227975507.0,3191.0,3182.0,0.0,0.0,5.0,2.0,11.0,100.0,7.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,45.0,45.0,45.0,45.0,45.0,45.0,,,,,,0.0,0.0,0.0,11.0,103.0,0.0,0.0,0.0,100.0,45.0,45.0,45.0,0.0,0.0,0.0,60.0,60.0,0.0,6000.0,6000.0,0.0,1.0,1.0,0.0,0.0,103.0,0.0,802,,,,,,,,,,,,,,,,,2.0,5.0,45.0,45.0,45.0,45.0,45.0,45.0,30.0,30.0,,69.166.25.68,192.102.255.80,43.5637,43.6319,-79.7202,-79.3716
16,76109735,2018-05-01 12:28:14,2018-05-01 12:30:35,141,132.0,2.0,3.0,user_v,sanitized,v_resu,sanitized,sanitized,705735,sanitized,537507,1168513348,1035,3227975507,11000,caller,3,1,200,0,33685504,1.0,2.0,0.0,0.0,1168513348.0,3227975507.0,4607.0,4595.0,0.0,1.0,5.0,2.0,11.0,100.0,19.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,45.0,45.0,45.0,45.0,45.0,45.0,,,,,,0.0,0.0,0.0,10.0,100.0,0.0,0.0,0.0,100.0,45.0,45.0,45.0,22.0,0.0,22.0,60.0,60.0,0.0,6000.0,6000.0,0.0,1.0,1.0,0.0,0.0,100.0,1.0,801,,,,,,,,,,,,,,,,,2.0,6.0,45.0,45.0,45.0,45.0,45.0,45.0,30.0,30.0,,69.166.25.68,192.102.255.83,43.5637,43.6319,-79.7202,-79.3716
17,76109746,2018-05-01 12:28:14,2018-05-01 12:30:35,141,132.0,2.0,3.0,user_v,sanitized,v_resu,sanitized,sanitized,705735,sanitized,537507,1168513348,1035,3227975504,7000,caller,3,1,200,0,131072,1.0,2.0,0.0,0.0,1168513348.0,3227975507.0,4606.0,4596.0,0.0,0.0,5.0,2.0,11.0,100.0,19.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,45.0,45.0,45.0,45.0,45.0,45.0,,,,,,0.0,0.0,0.0,10.0,100.0,0.0,0.0,0.0,100.0,45.0,45.0,45.0,0.0,0.0,0.0,60.0,60.0,0.0,6000.0,6000.0,0.0,1.0,1.0,0.0,0.0,100.0,0.0,802,,,,,,,,,,,,,,,,,2.0,6.0,45.0,45.0,45.0,45.0,45.0,45.0,30.0,30.0,,69.166.25.68,192.102.255.80,43.5637,43.6319,-79.7202,-79.3716
18,76107013,2018-05-01 12:03:09,2018-05-01 12:04:23,74,57.0,3.0,3.0,user_t,sanitized,t_resu,sanitized,sanitized,519270,sanitized,072915,3349638548,1945,3227975505,7000,callee,3,1,200,0,131072,1.0,0.0,0.0,0.0,3349638548.0,3227975507.0,3548.0,3546.0,0.0,0.0,3731.0,2.0,13.0,1.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,45.0,45.0,45.0,45.0,45.0,45.0,,,,,,,,,,,0.0,0.0,0.0,13.0,45.0,45.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,802,,,,,,,16.0,,,,,,,,,,2.0,6.0,45.0,45.0,45.0,45.0,45.0,45.0,20.0,20.0,,199.167.109.148,192.102.255.81,43.6564,43.6319,-79.386,-79.3716
19,76107020,2018-05-01 12:03:09,2018-05-01 12:04:23,74,57.0,3.0,3.0,user_t,sanitized,t_resu,sanitized,sanitized,519270,sanitized,072915,3349638548,1945,3227975507,11000,callee,3,1,200,0,33685504,1.0,0.0,0.0,0.0,3349638548.0,3227975507.0,3549.0,3546.0,0.0,0.0,3731.0,2.0,13.0,1.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,45.0,45.0,45.0,45.0,45.0,45.0,,,,,,,,,,,0.0,0.0,0.0,13.0,45.0,45.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,801,,,,,,,16.0,,,,,,,,,,2.0,5.0,45.0,45.0,45.0,45.0,45.0,45.0,20.0,20.0,,199.167.109.148,192.102.255.83,43.6564,43.6319,-79.386,-79.3716
20,76106558,2018-05-01 11:55:58,2018-05-01 11:56:34,36,24.0,4.0,4.0,user_t,sanitized,t_resu,sanitized,sanitized,519923,sanitized,329915,3349638548,1945,3227975507,11000,caller,3,1,200,0,33685504,1.0,0.0,0.0,0.0,3349638548.0,3227975507.0,1576.0,1580.0,1.0,0.0,3731.0,2.0,11.0,24.0,5.0,220.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,45.0,45.0,45.0,45.0,45.0,44.0,,,,,,,,,,,1.0,0.0,0.0,24.0,45.0,45.0,45.0,63.0,63.0,0.0,300.0,0.0,300.0,30000.0,0.0,30000.0,1.0,0.0,1.0,,,1.0,801,,,,,,,,,,,,,,,,,2.0,5.0,45.0,45.0,45.0,45.0,45.0,41.0,20.0,20.0,,199.167.109.148,192.102.255.83,43.6564,43.6319,-79.386,-79.3716
21,76106565,2018-05-01 11:55:58,2018-05-01 11:56:34,36,24.0,4.0,4.0,user_t,sanitized,t_resu,sanitized,sanitized,519923,sanitized,329915,3349638548,1945,3227975505,7000,caller,3,1,200,0,131072,1.0,0.0,0.0,0.0,3349638548.0,3227975507.0,1576.0,1580.0,0.0,0.0,3731.0,2.0,11.0,24.0,5.0,220.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,45.0,45.0,45.0,45.0,45.0,44.0,,,,,,,,,,,1.0,0.0,0.0,24.0,45.0,45.0,45.0,0.0,0.0,0.0,300.0,0.0,300.0,30000.0,0.0,30000.0,1.0,0.0,1.0,,,0.0,802,,,,,,,,,,,,,,,,,2.0,6.0,45.0,45.0,45.0,45.0,45.0,41.0,20.0,20.0,,199.167.109.148,192.102.255.81,43.6564,43.6319,-79.386,-79.3716
22,76101752,2018-05-01 00:56:34,2018-05-01 01:00:05,211,196.0,3.0,3.0,user_t,sanitized,t_resu,sanitized,sanitized,519270,sanitized,072915,3349638548,1945,3227975505,7000,callee,3,1,200,0,131072,1.0,0.0,0.0,0.0,3349638548.0,3227975506.0,10391.0,10390.0,0.0,0.0,3731.0,2.0,13.0,1.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,45.0,45.0,45.0,45.0,45.0,45.0,,,,,,,,,,,0.0,0.0,0.0,13.0,45.0,45.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,802,,,,,,,16.0,,,,,,,,,,3.0,6.0,45.0,45.0,45.0,45.0,45.0,45.0,20.0,20.0,,199.167.109.148,192.102.255.81,43.6564,43.6319,-79.386,-79.3716
23,76101754,2018-05-01 00:56:34,2018-05-01 01:00:05,211,196.0,3.0,3.0,user_t,sanitized,t_resu,sanitized,sanitized,519270,sanitized,072915,3349638548,1945,3227975506,11000,callee,3,1,200,0,33685504,1.0,0.0,0.0,0.0,3349638548.0,3227975506.0,10388.0,10391.0,4.0,0.0,3731.0,2.0,13.0,1.0,7.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,45.0,45.0,45.0,45.0,45.0,45.0,,,,,,,,,,,0.0,0.0,0.0,13.0,45.0,45.0,45.0,38.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,4.0,801,,,,,,,16.0,,,,,,,,,,3.0,6.0,45.0,45.0,45.0,45.0,45.0,45.0,20.0,20.0,,199.167.109.148,192.102.255.82,43.6564,43.6319,-79.386,-79.3716
24,76104338,2018-05-01 10:56:01,2018-05-01 10:56:47,46,28.0,7.0,7.0,user_t,sanitized,t_resu,sanitized,sanitized,519375,sanitized,573915,3349638548,1945,3227975507,11000,callee,3,1,200,0,33685504,1.0,0.0,0.0,0.0,3349638548.0,3227975507.0,1961.0,1954.0,0.0,1.0,3731.0,2.0,13.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,45.0,45.0,45.0,45.0,45.0,45.0,,,,,,,,,,,0.0,0.0,0.0,13.0,45.0,45.0,45.0,51.0,0.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,801,,,,,,,16.0,21.0,,,,,,,,,2.0,5.0,45.0,45.0,45.0,45.0,45.0,45.0,20.0,20.0,,199.167.109.148,192.102.255.83,43.6564,43.6319,-79.386,-79.3716
