"id_sensor","time","saddr","mosf1_min","mosf1_avg","mosf2_min","mosf2_avg","mosAD_min","mosAD_avg","jitter_max","jitter_avg","loss_max_mult10","loss_avg_mult10","counter"
501,"2018-05-30 00:00:00",845309816,45,45,45,45,45,45,0,0,0,0,1
501,"2018-05-30 00:00:00",875246285,45,45,45,45,45,45,0,0,0,0,1
501,"2018-05-30 00:00:00",1090360462,45,45,45,45,45,45,0,0,0,0,1
501,"2018-05-30 00:00:00",1090360550,45,45,45,45,45,45,0,0,0,0,1
801,"2018-05-30 00:00:00",1145337708,45,45,45,45,45,45,0,0,0,0,3
902,"2018-05-30 00:00:00",1176754522,45,45,45,45,45,45,2,2,0,0,1
501,"2018-05-30 00:00:00",1653559798,45,45,45,45,45,45,0,0,0,0,1
902,"2018-05-30 00:00:00",1654599251,45,45,45,45,45,45,0,0,0,0,2
501,"2018-05-30 00:00:00",3227975250,45,45,45,45,45,45,0,0,1,0,10
501,"2018-05-30 00:00:00",3227975251,45,45,45,45,45,45,0,0,0,0,10
801,"2018-05-30 00:00:00",3227975486,45,45,45,45,45,45,0,0,0,0,2
801,"2018-05-30 00:00:00",3227975487,45,45,45,45,45,45,0,0,0,0,1
801,"2018-05-30 00:00:00",3227975507,45,45,45,45,45,45,0,0,0,0,1
501,"2018-05-30 00:00:00",3345303600,45,45,45,45,45,45,0,0,0,0,1
501,"2018-05-30 00:00:00",3350650146,45,45,45,45,45,45,0,0,0,0,2
902,"2018-05-30 00:00:00",3438593084,45,45,45,45,45,45,0,0,0,0,1
801,"2018-05-30 00:00:00",3461413489,45,45,45,45,45,45,0,0,0,0,1
501,"2018-05-30 00:00:00",3495526469,45,45,45,45,45,45,0,0,0,0,1
501,"2018-05-30 00:00:00",3495526932,45,45,45,45,45,45,0,0,0,0,5
501,"2018-05-30 00:00:00",3495526937,45,45,45,45,45,45,0,0,0,0,1
501,"2018-05-30 00:00:00",3495527062,45,45,45,45,45,45,0,0,0,0,4
501,"2018-05-30 00:00:00",3624749586,45,45,45,45,45,45,1,1,0,0,1
501,"2018-05-30 00:00:10",845309816,45,45,45,45,45,45,0,0,0,0,1
501,"2018-05-30 00:00:10",1090360462,45,45,45,45,45,45,0,0,0,0,1
501,"2018-05-30 00:00:10",1090360550,45,45,45,45,45,45,0,0,0,0,1
801,"2018-05-30 00:00:10",1145337708,45,45,45,45,45,45,0,0,0,0,3
902,"2018-05-30 00:00:10",1176754522,45,45,45,45,45,45,2,2,0,0,1
501,"2018-05-30 00:00:10",1176780562,45,45,45,45,45,45,0,0,0,0,1
501,"2018-05-30 00:00:10",1653559798,45,45,45,45,45,45,0,0,0,0,1
902,"2018-05-30 00:00:10",1654599251,45,45,45,45,45,45,0,0,0,0,1
501,"2018-05-30 00:00:10",3227975250,45,45,45,45,45,45,0,0,0,0,11
501,"2018-05-30 00:00:10",3227975251,45,45,45,45,39,44,0,0,1,0,11
801,"2018-05-30 00:00:10",3227975486,45,45,45,45,45,45,0,0,0,0,2
801,"2018-05-30 00:00:10",3227975487,45,45,45,45,45,45,0,0,0,0,1
801,"2018-05-30 00:00:10",3227975507,45,45,45,45,45,45,0,0,0,0,1
501,"2018-05-30 00:00:10",3345303600,45,45,45,45,45,45,0,0,0,0,1
501,"2018-05-30 00:00:10",3350650146,45,45,45,45,45,45,0,0,0,0,2
902,"2018-05-30 00:00:10",3438593084,45,45,45,45,45,45,0,0,0,0,1
801,"2018-05-30 00:00:10",3461413489,45,45,45,45,45,45,0,0,0,0,1
501,"2018-05-30 00:00:10",3495526469,45,45,45,45,45,45,0,0,1,1,1
501,"2018-05-30 00:00:10",3495526932,45,45,45,45,45,45,0,0,1,0,5
501,"2018-05-30 00:00:10",3495526937,45,45,45,45,45,45,0,0,0,0,1
501,"2018-05-30 00:00:10",3495527062,45,45,45,45,45,45,0,0,0,0,3
501,"2018-05-30 00:00:10",3497430254,45,45,45,45,45,45,0,0,0,0,1
501,"2018-05-30 00:00:10",3624749586,45,45,45,45,45,45,0,0,0,0,1
501,"2018-05-30 00:00:10",3640363090,45,45,45,45,45,45,0,0,0,0,2
501,"2018-05-30 00:00:20",845309816,45,45,45,45,45,45,0,0,0,0,1
501,"2018-05-30 00:00:20",875246285,45,45,45,45,45,45,0,0,0,0,1
501,"2018-05-30 00:00:20",1090360462,45,45,45,45,45,45,0,0,0,0,1
501,"2018-05-30 00:00:20",1090360550,45,45,45,45,45,45,0,0,0,0,1
801,"2018-05-30 00:00:20",1145337708,45,45,45,45,45,45,0,0,0,0,2
902,"2018-05-30 00:00:20",1176754522,45,45,45,45,45,45,2,2,0,0,1
501,"2018-05-30 00:00:20",1176780562,45,45,45,45,45,45,1,1,0,0,1
501,"2018-05-30 00:00:20",1653559798,45,45,45,45,45,45,0,0,0,0,1
902,"2018-05-30 00:00:20",1654599250,45,45,45,45,45,45,0,0,0,0,2
902,"2018-05-30 00:00:20",1654599251,45,45,45,45,45,45,0,0,0,0,2
501,"2018-05-30 00:00:20",3227975250,45,45,45,45,45,45,0,0,0,0,11
501,"2018-05-30 00:00:20",3227975251,45,45,45,45,45,45,0,0,0,0,12
801,"2018-05-30 00:00:20",3227975486,45,45,45,45,45,45,0,0,0,0,1
801,"2018-05-30 00:00:20",3227975487,45,45,45,45,45,45,0,0,0,0,1
801,"2018-05-30 00:00:20",3227975507,45,45,45,45,45,45,0,0,0,0,1
501,"2018-05-30 00:00:20",3345303600,45,45,45,45,45,45,0,0,0,0,1
902,"2018-05-30 00:00:20",3349638548,45,45,45,45,45,45,3,3,0,0,1
501,"2018-05-30 00:00:20",3350650146,45,45,45,45,45,45,3,1,0,0,3
902,"2018-05-30 00:00:20",3438593084,45,45,45,45,45,45,0,0,0,0,1
801,"2018-05-30 00:00:20",3461413489,45,45,45,45,45,45,0,0,0,0,1
501,"2018-05-30 00:00:20",3495526469,45,45,45,45,45,45,0,0,0,0,1
501,"2018-05-30 00:00:20",3495526932,45,45,45,45,45,45,0,0,0,0,4
501,"2018-05-30 00:00:20",3495526937,45,45,45,45,45,45,0,0,0,0,1
501,"2018-05-30 00:00:20",3495527062,45,45,45,45,45,45,0,0,0,0,4
501,"2018-05-30 00:00:20",3624749586,45,45,45,45,45,45,0,0,0,0,1
501,"2018-05-30 00:00:20",3640363090,45,45,45,45,45,45,0,0,0,0,2
501,"2018-05-30 00:00:30",875246285,45,45,45,45,45,45,0,0,0,0,1
501,"2018-05-30 00:00:30",1090360462,45,45,45,45,45,45,0,0,0,0,1
801,"2018-05-30 00:00:30",1145337708,45,45,45,45,45,45,0,0,0,0,3
902,"2018-05-30 00:00:30",1176754522,45,45,45,45,45,45,2,2,0,0,1
501,"2018-05-30 00:00:30",1176780562,45,45,45,45,45,45,0,0,0,0,1
902,"2018-05-30 00:00:30",1654599250,45,45,45,45,45,45,0,0,0,0,2
902,"2018-05-30 00:00:30",1654599251,45,45,45,45,45,45,0,0,0,0,2
501,"2018-05-30 00:00:30",3227975250,45,45,45,45,45,45,0,0,0,0,7
501,"2018-05-30 00:00:30",3227975251,45,45,45,45,45,45,0,0,1,0,13
801,"2018-05-30 00:00:30",3227975486,45,45,45,45,45,45,0,0,0,0,2
801,"2018-05-30 00:00:30",3227975487,45,45,45,45,45,45,0,0,0,0,1
801,"2018-05-30 00:00:30",3227975507,45,45,45,45,45,45,0,0,0,0,1
501,"2018-05-30 00:00:30",3345303600,45,45,45,45,45,45,0,0,0,0,1
902,"2018-05-30 00:00:30",3349638548,45,45,45,45,45,45,3,3,0,0,1
501,"2018-05-30 00:00:30",3350650146,45,45,45,45,45,45,1,0,0,0,4
902,"2018-05-30 00:00:30",3438593084,45,45,45,45,45,45,0,0,0,0,2
801,"2018-05-30 00:00:30",3461413489,45,45,45,45,45,45,0,0,0,0,1
501,"2018-05-30 00:00:30",3495526469,45,45,45,45,45,45,0,0,1,1,1
501,"2018-05-30 00:00:30",3495526932,45,45,45,45,45,45,0,0,0,0,4
501,"2018-05-30 00:00:30",3495526937,45,45,45,45,45,45,0,0,0,0,1
501,"2018-05-30 00:00:30",3495527062,45,45,45,45,45,45,0,0,0,0,4
501,"2018-05-30 00:00:30",3624749586,45,45,45,45,45,45,0,0,0,0,1
501,"2018-05-30 00:00:30",3640363090,45,45,45,45,45,45,0,0,0,0,2
501,"2018-05-30 00:00:40",845309816,45,45,45,45,45,45,0,0,0,0,1
501,"2018-05-30 00:00:40",875246285,45,45,45,45,45,45,0,0,0,0,1
801,"2018-05-30 00:00:40",1145337708,45,45,45,45,45,45,0,0,0,0,3
902,"2018-05-30 00:00:40",1176754522,45,45,45,45,45,45,3,3,0,0,1
501,"2018-05-30 00:00:40",1176780562,45,45,45,45,45,45,0,0,0,0,1
902,"2018-05-30 00:00:40",1654599250,45,45,45,45,45,45,0,0,0,0,2
902,"2018-05-30 00:00:40",1654599251,45,45,45,45,45,45,0,0,0,0,2
501,"2018-05-30 00:00:40",3091469318,45,45,45,45,45,45,1,1,0,0,1
501,"2018-05-30 00:00:40",3227975250,45,45,45,45,45,45,0,0,0,0,7
501,"2018-05-30 00:00:40",3227975251,45,45,45,45,45,45,0,0,0,0,13
801,"2018-05-30 00:00:40",3227975486,45,45,45,45,45,45,0,0,0,0,2
801,"2018-05-30 00:00:40",3227975487,45,45,45,45,45,45,0,0,0,0,1
801,"2018-05-30 00:00:40",3227975507,45,45,45,45,45,45,0,0,0,0,1
501,"2018-05-30 00:00:40",3345303600,45,45,45,45,45,45,0,0,0,0,1
902,"2018-05-30 00:00:40",3349638548,45,45,45,45,45,45,2,2,0,0,1
501,"2018-05-30 00:00:40",3350650146,45,45,45,45,45,45,1,0,0,0,4
902,"2018-05-30 00:00:40",3438593084,45,45,45,45,45,45,0,0,0,0,2
801,"2018-05-30 00:00:40",3461413489,45,45,45,45,45,45,0,0,0,0,1
501,"2018-05-30 00:00:40",3495526469,45,45,45,45,45,45,0,0,0,0,1
501,"2018-05-30 00:00:40",3495526932,45,45,45,45,45,45,0,0,0,0,4
501,"2018-05-30 00:00:40",3495526937,45,45,45,45,45,45,0,0,0,0,1
501,"2018-05-30 00:00:40",3495527062,45,45,45,45,45,45,0,0,0,0,4
501,"2018-05-30 00:00:40",3624749586,45,45,45,45,45,45,1,1,0,0,1
501,"2018-05-30 00:00:40",3640363090,45,45,45,45,45,45,0,0,0,0,2
501,"2018-05-30 00:00:50",845309816,45,45,45,45,45,45,0,0,0,0,1
501,"2018-05-30 00:00:50",875246285,45,45,45,45,45,45,0,0,0,0,1
501,"2018-05-30 00:00:50",1090360462,45,45,45,45,45,45,0,0,0,0,1
801,"2018-05-30 00:00:50",1145337708,45,45,45,45,45,45,0,0,0,0,4
501,"2018-05-30 00:00:50",1163538796,45,45,45,45,45,45,0,0,0,0,1
902,"2018-05-30 00:00:50",1176754522,45,45,45,45,45,45,2,2,0,0,1
501,"2018-05-30 00:00:50",1176780562,45,45,45,45,45,45,0,0,0,0,1
902,"2018-05-30 00:00:50",1654599250,45,45,45,45,45,45,0,0,0,0,2
902,"2018-05-30 00:00:50",1654599251,45,45,45,45,45,45,0,0,0,0,2
501,"2018-05-30 00:00:50",3091469318,45,45,45,45,45,45,2,2,0,0,1
501,"2018-05-30 00:00:50",3227975250,45,45,45,45,39,44,0,0,0,0,8
501,"2018-05-30 00:00:50",3227975251,45,45,45,45,45,45,0,0,0,0,13
801,"2018-05-30 00:00:50",3227975486,45,45,45,45,42,43,0,0,0,0,2
801,"2018-05-30 00:00:50",3227975487,45,45,45,45,40,41,0,0,0,0,2
501,"2018-05-30 00:00:50",3345303600,45,45,45,45,45,45,0,0,0,0,1
902,"2018-05-30 00:00:50",3349638548,45,45,45,45,45,45,3,3,0,0,1
501,"2018-05-30 00:00:50",3350650146,45,45,45,45,45,45,0,0,0,0,1
902,"2018-05-30 00:00:50",3438593084,45,45,45,45,45,45,0,0,0,0,2
501,"2018-05-30 00:00:50",3494121765,45,45,45,45,45,45,4,4,2,2,1
501,"2018-05-30 00:00:50",3495526469,45,45,45,45,45,45,0,0,0,0,1
501,"2018-05-30 00:00:50",3495526932,45,45,45,45,45,45,0,0,0,0,4
501,"2018-05-30 00:00:50",3495526937,45,45,45,45,45,45,0,0,0,0,1
501,"2018-05-30 00:00:50",3495527062,45,45,45,45,45,45,0,0,0,0,5
501,"2018-05-30 00:00:50",3624749586,45,45,45,45,45,45,2,2,0,0,1
501,"2018-05-30 00:00:50",3640363090,45,45,45,45,45,45,0,0,1,1,1
501,"2018-05-30 00:01:00",845309816,45,45,45,45,45,45,0,0,0,0,1
501,"2018-05-30 00:01:00",875246285,45,45,45,45,45,45,0,0,0,0,1
501,"2018-05-30 00:01:00",1090360462,45,45,45,45,45,45,0,0,0,0,1
801,"2018-05-30 00:01:00",1145337708,45,45,45,45,45,45,0,0,0,0,3
501,"2018-05-30 00:01:00",1163538796,45,45,45,45,45,45,0,0,0,0,1
902,"2018-05-30 00:01:00",1176754522,45,45,45,45,45,45,2,2,0,0,1
501,"2018-05-30 00:01:00",1176780562,45,45,45,45,45,45,0,0,0,0,1
501,"2018-05-30 00:01:00",1653562614,45,45,45,45,45,45,0,0,0,0,1
902,"2018-05-30 00:01:00",1654599250,45,45,45,45,41,43,1,0,1,0,2
902,"2018-05-30 00:01:00",1654599251,45,45,45,45,45,45,0,0,0,0,2
501,"2018-05-30 00:01:00",3091469318,45,45,45,45,45,45,2,2,0,0,1
501,"2018-05-30 00:01:00",3227975250,45,45,45,45,41,44,0,0,0,0,11
501,"2018-05-30 00:01:00",3227975251,45,45,45,45,45,45,0,0,1,0,11
801,"2018-05-30 00:01:00",3227975486,45,45,45,45,40,43,0,0,0,0,3
501,"2018-05-30 00:01:00",3345303600,45,45,45,45,45,45,0,0,0,0,1
902,"2018-05-30 00:01:00",3349638548,45,45,45,45,45,45,4,4,0,0,1
501,"2018-05-30 00:01:00",3350650146,45,45,45,45,45,45,0,0,0,0,2
902,"2018-05-30 00:01:00",3438593084,45,45,45,45,45,45,0,0,0,0,2
501,"2018-05-30 00:01:00",3494121765,45,45,45,45,45,45,4,4,0,0,1
501,"2018-05-30 00:01:00",3495526469,45,45,45,45,45,45,0,0,0,0,1
501,"2018-05-30 00:01:00",3495526932,45,45,45,45,45,45,0,0,0,0,3
501,"2018-05-30 00:01:00",3495527062,45,45,45,45,45,45,0,0,0,0,4
501,"2018-05-30 00:01:00",3624749586,45,45,45,45,45,45,1,1,0,0,1
501,"2018-05-30 00:01:00",3640363090,45,45,45,45,45,45,0,0,0,0,2
501,"2018-05-30 00:01:10",845309816,45,45,45,45,45,45,0,0,0,0,1
501,"2018-05-30 00:01:10",875246285,45,45,45,45,45,45,0,0,0,0,1
501,"2018-05-30 00:01:10",1090360462,45,45,45,45,45,45,0,0,0,0,1
801,"2018-05-30 00:01:10",1145337708,45,45,45,45,45,45,0,0,0,0,3
902,"2018-05-30 00:01:10",1176754522,45,45,45,45,45,45,1,1,0,0,1
501,"2018-05-30 00:01:10",1176780562,45,45,45,45,45,45,1,1,0,0,1
501,"2018-05-30 00:01:10",1614226523,45,45,45,45,45,45,0,0,0,0,1
501,"2018-05-30 00:01:10",1653562614,45,45,45,45,45,45,0,0,0,0,1
902,"2018-05-30 00:01:10",1654599250,45,45,45,45,45,45,1,0,0,0,2
902,"2018-05-30 00:01:10",1654599251,45,45,45,45,45,45,0,0,0,0,2
501,"2018-05-30 00:01:10",3091469318,45,45,45,45,45,45,3,2,0,0,2
501,"2018-05-30 00:01:10",3227975250,45,45,45,45,39,44,0,0,0,0,15
501,"2018-05-30 00:01:10",3227975251,45,45,45,45,45,45,0,0,0,0,11
801,"2018-05-30 00:01:10",3227975486,45,45,45,45,45,45,0,0,0,0,3
501,"2018-05-30 00:01:10",3345303600,45,45,45,45,45,45,0,0,0,0,1
902,"2018-05-30 00:01:10",3349638548,45,45,45,45,45,45,6,6,0,0,1
501,"2018-05-30 00:01:10",3350650146,45,45,45,45,45,45,0,0,0,0,2
902,"2018-05-30 00:01:10",3438593084,45,45,45,45,45,45,0,0,0,0,2
501,"2018-05-30 00:01:10",3494121764,45,45,45,45,45,45,4,4,0,0,1
501,"2018-05-30 00:01:10",3494121765,45,45,45,45,45,45,3,3,1,1,1
501,"2018-05-30 00:01:10",3495526469,45,45,45,45,45,45,0,0,0,0,1
501,"2018-05-30 00:01:10",3495526932,45,45,45,45,45,45,0,0,0,0,2
501,"2018-05-30 00:01:10",3495526937,45,45,45,45,45,45,0,0,0,0,2
501,"2018-05-30 00:01:10",3495527062,45,45,45,45,45,45,0,0,0,0,4
501,"2018-05-30 00:01:10",3624749586,45,45,45,45,45,45,2,2,0,0,1
501,"2018-05-30 00:01:10",3640363090,45,45,45,45,45,45,0,0,0,0,2
501,"2018-05-30 00:01:10",3640560932,45,45,45,45,45,45,2,1,0,0,2
501,"2018-05-30 00:01:20",845309816,45,45,45,45,45,45,0,0,0,0,1
501,"2018-05-30 00:01:20",875246285,45,45,45,45,45,45,0,0,0,0,1
501,"2018-05-30 00:01:20",1090360462,45,45,45,45,45,45,0,0,0,0,1
801,"2018-05-30 00:01:20",1145337708,45,45,45,45,45,45,0,0,0,0,1
902,"2018-05-30 00:01:20",1176754522,45,45,45,45,45,45,2,2,0,0,1
501,"2018-05-30 00:01:20",1176780562,45,45,45,45,45,45,0,0,0,0,1
501,"2018-05-30 00:01:20",1614226523,45,45,45,45,45,45,1,1,0,0,2
501,"2018-05-30 00:01:20",1653562614,45,45,45,45,45,45,0,0,0,0,1
902,"2018-05-30 00:01:20",1654599250,45,45,45,45,45,45,0,0,0,0,2
902,"2018-05-30 00:01:20",1654599251,45,45,45,45,45,45,0,0,0,0,2
501,"2018-05-30 00:01:20",3091469318,45,45,45,45,45,45,1,1,0,0,1
501,"2018-05-30 00:01:20",3227975250,45,45,45,45,45,45,0,0,0,0,15
501,"2018-05-30 00:01:20",3227975251,45,45,45,45,45,45,0,0,0,0,7
801,"2018-05-30 00:01:20",3227975486,45,45,45,45,45,45,0,0,0,0,1
801,"2018-05-30 00:01:20",3227975506,45,45,45,45,45,45,0,0,0,0,1
801,"2018-05-30 00:01:20",3341778438,45,45,45,45,45,45,0,0,0,0,1
902,"2018-05-30 00:01:20",3349638548,45,45,45,45,45,45,2,2,0,0,1
501,"2018-05-30 00:01:20",3350650146,45,45,45,45,45,45,0,0,0,0,2
902,"2018-05-30 00:01:20",3438593084,45,45,45,45,45,45,0,0,0,0,2
501,"2018-05-30 00:01:20",3494121764,45,45,45,45,45,45,2,2,0,0,1
501,"2018-05-30 00:01:20",3494121765,45,45,45,45,45,45,4,4,0,0,1
501,"2018-05-30 00:01:20",3495526932,45,45,45,45,45,45,0,0,0,0,2
501,"2018-05-30 00:01:20",3495526937,45,45,45,45,45,45,0,0,0,0,3
501,"2018-05-30 00:01:20",3495527062,45,45,45,45,45,45,0,0,0,0,3
501,"2018-05-30 00:01:20",3624749586,45,45,45,45,45,45,3,3,0,0,1
501,"2018-05-30 00:01:20",3640363090,45,45,45,45,45,45,0,0,0,0,1
501,"2018-05-30 00:01:30",845309816,45,45,45,45,45,45,0,0,0,0,1
501,"2018-05-30 00:01:30",875246285,45,45,45,45,45,45,0,0,0,0,1
501,"2018-05-30 00:01:30",1090360462,45,45,45,45,45,45,0,0,0,0,1
801,"2018-05-30 00:01:30",1145337708,45,45,45,45,45,45,0,0,0,0,1
902,"2018-05-30 00:01:30",1176754522,45,45,45,45,45,45,2,2,0,0,1
902,"2018-05-30 00:01:30",1654599250,45,45,45,45,45,45,0,0,0,0,2
902,"2018-05-30 00:01:30",1654599251,45,45,45,45,45,45,0,0,0,0,2
501,"2018-05-30 00:01:30",3091469318,45,45,45,45,45,45,1,1,0,0,1
501,"2018-05-30 00:01:30",3227975250,45,45,45,45,45,45,0,0,0,0,8
501,"2018-05-30 00:01:30",3227975251,45,45,45,45,45,45,0,0,0,0,8
801,"2018-05-30 00:01:30",3227975486,45,45,45,45,45,45,0,0,0,0,1
801,"2018-05-30 00:01:30",3227975506,45,45,45,45,45,45,0,0,0,0,1
801,"2018-05-30 00:01:30",3341778438,45,45,45,45,45,45,0,0,0,0,1
902,"2018-05-30 00:01:30",3349638548,45,45,45,45,45,45,2,2,0,0,1
501,"2018-05-30 00:01:30",3350650146,45,45,45,45,45,45,0,0,0,0,2
902,"2018-05-30 00:01:30",3438593084,45,45,45,45,45,45,0,0,0,0,2
501,"2018-05-30 00:01:30",3494121764,45,45,45,45,45,45,3,3,0,0,1
501,"2018-05-30 00:01:30",3495526932,45,45,45,45,45,45,0,0,0,0,1
501,"2018-05-30 00:01:30",3495526937,45,45,45,45,45,45,0,0,0,0,1
501,"2018-05-30 00:01:30",3495527062,45,45,45,45,45,45,0,0,0,0,4
501,"2018-05-30 00:01:30",3624749586,45,45,45,45,45,45,1,1,0,0,1
501,"2018-05-30 00:01:30",3640363090,45,45,45,45,45,45,0,0,0,0,2
902,"2018-05-30 00:01:40",417208700,45,45,45,45,45,45,7,7,0,0,1
501,"2018-05-30 00:01:40",845309816,45,45,45,45,45,45,0,0,0,0,1
501,"2018-05-30 00:01:40",875246285,45,45,45,45,45,45,0,0,0,0,1
501,"2018-05-30 00:01:40",1090360462,45,45,45,45,45,45,0,0,0,0,1
801,"2018-05-30 00:01:40",1145337708,45,45,45,45,45,45,0,0,0,0,1
501,"2018-05-30 00:01:40",1176780562,45,45,45,45,45,45,0,0,0,0,1
902,"2018-05-30 00:01:40",1654599250,45,45,45,45,40,40,1,0,0,0,2
902,"2018-05-30 00:01:40",1654599251,45,45,45,45,45,45,0,0,0,0,1
501,"2018-05-30 00:01:40",3091469318,45,45,45,45,45,45,1,1,0,0,1
501,"2018-05-30 00:01:40",3227975250,45,45,45,45,45,45,0,0,0,0,6
501,"2018-05-30 00:01:40",3227975251,45,45,45,45,45,45,0,0,0,0,7
801,"2018-05-30 00:01:40",3227975486,45,45,45,45,45,45,0,0,0,0,1
801,"2018-05-30 00:01:40",3227975506,45,45,45,45,45,45,0,0,0,0,1
801,"2018-05-30 00:01:40",3341778438,45,45,45,45,45,45,0,0,0,0,1
902,"2018-05-30 00:01:40",3341778438,45,45,45,45,45,45,0,0,0,0,1
501,"2018-05-30 00:01:40",3350650146,45,45,45,45,45,45,0,0,0,0,1
902,"2018-05-30 00:01:40",3438593084,45,45,45,45,45,45,0,0,0,0,1
501,"2018-05-30 00:01:40",3495526932,45,45,45,45,45,45,0,0,0,0,1
501,"2018-05-30 00:01:40",3495526937,45,45,45,45,45,45,0,0,0,0,2
501,"2018-05-30 00:01:40",3495527062,45,45,45,45,45,45,0,0,0,0,3
501,"2018-05-30 00:01:40",3640363090,45,45,45,45,45,45,0,0,0,0,2
902,"2018-05-30 00:01:50",417208700,45,45,45,45,41,41,4,4,0,0,1
501,"2018-05-30 00:01:50",845309816,45,45,45,45,45,45,0,0,0,0,2
501,"2018-05-30 00:01:50",875246285,45,45,45,45,45,45,0,0,0,0,1
501,"2018-05-30 00:01:50",1090360462,45,45,45,45,45,45,0,0,0,0,1
501,"2018-05-30 00:01:50",1090362003,45,45,45,45,45,45,0,0,0,0,1
801,"2018-05-30 00:01:50",1145337708,45,45,45,45,45,45,0,0,0,0,1
902,"2018-05-30 00:01:50",1176754522,45,45,45,45,45,45,2,2,0,0,1
501,"2018-05-30 00:01:50",1176780562,45,45,45,45,45,45,0,0,0,0,1
902,"2018-05-30 00:01:50",1654599250,45,45,45,45,45,45,2,1,0,0,2
902,"2018-05-30 00:01:50",1654599251,45,45,45,45,45,45,0,0,0,0,2
501,"2018-05-30 00:01:50",3227975250,45,45,45,45,45,45,0,0,0,0,9
501,"2018-05-30 00:01:50",3227975251,45,45,45,45,45,45,0,0,2,0,14
801,"2018-05-30 00:01:50",3227975486,45,45,45,45,45,45,0,0,0,0,1
902,"2018-05-30 00:01:50",3341778438,45,45,45,45,45,45,0,0,0,0,1
501,"2018-05-30 00:01:50",3350650146,45,45,45,45,45,45,0,0,0,0,2
902,"2018-05-30 00:01:50",3438593084,45,45,45,45,45,45,0,0,0,0,1
501,"2018-05-30 00:01:50",3494121764,45,45,45,45,45,45,3,3,0,0,1
501,"2018-05-30 00:01:50",3495526932,45,45,45,45,45,45,0,0,0,0,2
501,"2018-05-30 00:01:50",3495526937,45,45,45,45,45,45,0,0,0,0,1
501,"2018-05-30 00:01:50",3495527062,45,45,45,45,45,45,0,0,0,0,5
501,"2018-05-30 00:01:50",3624749586,45,45,45,45,45,45,3,3,0,0,1
501,"2018-05-30 00:01:50",3640363090,45,45,45,45,45,45,0,0,0,0,3
902,"2018-05-30 00:02:00",417208700,45,45,45,45,45,45,1,1,0,0,1
501,"2018-05-30 00:02:00",845309816,45,45,45,45,45,45,0,0,0,0,1
501,"2018-05-30 00:02:00",1090360462,45,45,45,45,45,45,1,1,0,0,1
501,"2018-05-30 00:02:00",1090362003,45,45,45,45,45,45,0,0,0,0,1
801,"2018-05-30 00:02:00",1145337708,45,45,45,45,45,45,0,0,0,0,1
902,"2018-05-30 00:02:00",1176754522,45,45,45,45,45,45,3,3,0,0,1
501,"2018-05-30 00:02:00",1176780562,45,45,45,45,45,45,0,0,0,0,1
902,"2018-05-30 00:02:00",1654599250,45,45,45,45,45,45,0,0,0,0,2
902,"2018-05-30 00:02:00",1654599251,45,45,45,45,45,45,0,0,0,0,1
501,"2018-05-30 00:02:00",3091469318,45,45,45,45,45,45,1,1,0,0,1
501,"2018-05-30 00:02:00",3227975250,45,45,45,45,45,45,0,0,0,0,10
501,"2018-05-30 00:02:00",3227975251,45,45,45,45,45,45,0,0,0,0,8
801,"2018-05-30 00:02:00",3227975486,45,45,45,45,45,45,0,0,0,0,1
902,"2018-05-30 00:02:00",3341778438,45,45,45,45,45,45,0,0,0,0,1
501,"2018-05-30 00:02:00",3350650146,45,45,45,45,45,45,0,0,0,0,2
902,"2018-05-30 00:02:00",3438593084,45,45,45,45,45,45,0,0,0,0,1
501,"2018-05-30 00:02:00",3494121764,45,45,45,45,45,45,3,3,1,0,3
501,"2018-05-30 00:02:00",3495526932,45,45,45,45,45,45,0,0,0,0,2
501,"2018-05-30 00:02:00",3495526937,45,45,45,45,45,45,0,0,0,0,2
501,"2018-05-30 00:02:00",3495527062,45,45,45,45,45,45,0,0,0,0,3
501,"2018-05-30 00:02:00",3624749586,45,45,45,45,45,45,2,2,0,0,1
501,"2018-05-30 00:02:10",845309816,45,45,45,45,45,45,0,0,0,0,3
501,"2018-05-30 00:02:10",875246285,45,45,45,45,45,45,0,0,0,0,1
501,"2018-05-30 00:02:10",1090360462,45,45,45,45,45,45,0,0,0,0,1
501,"2018-05-30 00:02:10",1090362003,45,45,45,45,45,45,0,0,0,0,1
801,"2018-05-30 00:02:10",1145337701,45,45,45,45,45,45,0,0,0,0,1
501,"2018-05-30 00:02:10",1163538795,45,45,45,45,45,45,0,0,0,0,1
902,"2018-05-30 00:02:10",1176754522,45,45,45,45,45,45,2,2,0,0,1
902,"2018-05-30 00:02:10",1654599251,45,45,45,45,45,45,0,0,0,0,2
501,"2018-05-30 00:02:10",3091469318,45,45,45,45,45,45,2,1,0,0,2
501,"2018-05-30 00:02:10",3227975250,45,45,45,45,40,44,0,0,0,0,12
501,"2018-05-30 00:02:10",3227975251,45,45,45,45,45,45,0,0,1,0,12
801,"2018-05-30 00:02:10",3227975507,45,45,45,45,45,45,0,0,0,0,1
501,"2018-05-30 00:02:10",3350650146,45,45,45,45,45,45,0,0,0,0,2
501,"2018-05-30 00:02:10",3495526932,45,45,45,45,45,45,0,0,0,0,3
501,"2018-05-30 00:02:10",3495526937,45,45,45,45,45,45,0,0,0,0,2
501,"2018-05-30 00:02:10",3495527062,45,45,45,45,45,45,0,0,0,0,7
501,"2018-05-30 00:02:10",3624749586,45,45,45,45,45,45,0,0,0,0,1
