"calldate_first","calldate_last","INET_NTOA(sipcallerip)","calls_qty_per_ip","connect_duration_minutes"
"2018-01-24 13:53:41","2018-01-24 20:50:34","24.114.75.231",20,11.2667
"2018-05-24 16:07:38","2018-05-25 18:43:27","45.3.26.239",3,11.2333
"2018-02-12 12:30:16","2018-02-12 14:41:08","142.162.0.20",12,11.1333
"2018-02-18 17:17:48","2018-02-23 21:10:55","174.6.188.180",4,11.0833
"2018-05-25 15:28:32","2018-05-25 15:31:52","184.149.39.120",3,10.9333
"2018-01-12 10:59:28","2018-01-20 13:11:15","24.114.73.221",17,10.9167
"2018-01-11 15:55:58","2018-01-11 16:05:57","70.30.71.48",2,10.8500
"2018-03-20 16:00:05","2018-05-02 20:26:24","104.157.99.193",16,10.8333
"2018-04-15 19:59:48","2018-04-15 19:59:48","216.19.176.158",1,10.8000
"2018-01-09 13:43:45","2018-01-24 21:46:27","96.20.247.63",7,10.7667
"2018-04-17 16:40:08","2018-04-18 16:33:51","45.3.15.11",6,10.7667
"2018-05-02 23:32:15","2018-05-02 23:32:15","72.39.168.192",2,10.7000
"2018-02-23 20:17:19","2018-02-23 20:31:12","75.157.68.232",10,10.6833
"2018-04-04 18:21:22","2018-04-04 18:23:34","72.139.198.161",4,10.5833
"2018-04-18 16:57:47","2018-04-18 17:03:23","208.103.120.84",3,10.5500
"2018-01-26 01:02:29","2018-01-26 22:52:59","201.144.212.125",8,10.4333
"2018-04-03 10:01:52","2018-04-03 19:51:53","24.114.53.122",12,10.2333
"2018-04-10 19:39:05","2018-04-10 22:24:35","69.157.24.150",20,10.1667
"2018-01-02 13:11:18","2018-01-04 20:51:16","24.114.66.140",10,10.1167
"2018-05-11 19:27:03","2018-05-11 19:30:38","205.250.211.173",6,9.9667
"2018-02-26 23:25:10","2018-03-05 21:21:18","186.188.128.171",16,9.8667
"2018-04-04 16:53:03","2018-04-04 18:02:29","184.151.178.202",3,9.8000
"2018-01-25 14:59:00","2018-01-25 17:18:57","112.135.9.36",8,9.7667
"2018-01-24 01:06:57","2018-01-24 01:28:47","112.135.4.94",6,9.6667
"2018-05-25 21:02:27","2018-05-25 21:02:27","184.151.231.55",1,9.5667
"2018-02-25 16:57:51","2018-02-26 02:09:12","112.135.1.214",8,9.5167
"2018-03-21 16:58:35","2018-03-21 17:21:08","72.143.233.238",2,9.4167
"2018-02-08 15:59:49","2018-02-08 16:18:09","65.95.177.208",6,9.4000
"2018-05-09 15:05:50","2018-05-30 15:27:24","64.231.57.249",5,9.4000
"2018-03-03 01:04:36","2018-03-03 01:08:15","181.199.77.114",2,9.3667
"2018-02-19 22:19:11","2018-04-12 23:16:44","184.151.231.65",11,9.3500
"2018-01-21 18:48:32","2018-01-21 18:51:59","152.167.254.71",2,9.2833
"2018-01-08 19:19:01","2018-01-08 19:25:24","184.68.18.82",4,9.2167
"2018-02-20 20:49:05","2018-02-24 22:52:44","208.114.129.52",10,9.0500
"2018-01-07 20:12:03","2018-01-07 20:15:26","184.151.222.71",2,9.0333
"2018-01-14 17:35:20","2018-01-14 17:50:34","69.159.37.228",2,8.9333
"2018-05-17 23:10:38","2018-05-17 23:22:16","184.151.231.215",2,8.9000
"2018-02-28 00:06:20","2018-02-28 00:13:05","24.114.39.215",4,8.8333
"2018-01-05 14:25:20","2018-01-06 17:14:39","198.13.219.214",5,8.8167
"2018-01-01 16:33:41","2018-01-02 14:31:29","24.114.56.129",8,8.8167
"2018-02-13 16:57:34","2018-02-17 19:57:26","72.139.205.205",8,8.7000
"2018-04-26 14:57:31","2018-04-26 16:03:27","24.50.189.151",10,8.7000
"2018-01-30 19:36:35","2018-05-09 23:52:40","184.151.231.187",12,8.6667
"2018-01-03 02:10:55","2018-01-04 20:40:42","70.49.38.55",2,8.6167
"2018-05-30 15:02:03","2018-05-31 15:06:52","50.101.196.117",7,8.6000
"2018-01-31 19:10:20","2018-01-31 21:02:31","24.114.44.144",8,8.5167
"2018-04-23 19:52:15","2018-05-10 15:02:43","198.16.129.153",4,8.4833
"2018-04-11 13:42:56","2018-04-11 15:09:04","184.151.178.48",2,8.4500
"2018-03-02 04:11:37","2018-03-02 05:02:10","112.135.8.178",4,8.3833
"2018-02-03 00:32:25","2018-02-03 00:38:24","112.135.9.230",10,8.3667
"2018-05-23 18:53:12","2018-05-23 18:53:12","64.134.98.220",1,8.3500
"2018-04-23 17:05:14","2018-04-23 17:05:14","184.151.231.170",1,8.3500
"2018-04-03 10:51:33","2018-04-03 16:20:13","24.114.89.25",12,8.3333
"2018-03-13 17:26:44","2018-03-13 18:00:55","166.62.237.245",2,8.2500
"2018-03-09 17:18:34","2018-03-09 19:30:00","142.162.1.204",8,8.2333
"2018-02-08 19:14:59","2018-05-05 16:21:08","209.171.88.224",8,8.1333
"2018-03-06 16:54:28","2018-05-09 20:16:04","68.148.234.17",6,7.9667
"2018-01-02 16:35:54","2018-01-05 01:03:58","24.114.67.13",10,7.8667
"2018-02-27 16:05:04","2018-04-05 15:41:38","72.38.229.20",8,7.8333
"2018-03-07 13:28:48","2018-03-07 13:30:33","198.13.255.180",4,7.8000
"2018-02-27 01:42:56","2018-02-27 01:51:04","112.135.12.197",6,7.7833
"2018-04-19 17:58:25","2018-04-20 21:02:14","173.231.124.143",52,7.7667
"2018-01-03 21:54:34","2018-01-03 22:06:46","75.159.56.3",2,7.7333
"2018-03-04 03:59:28","2018-03-04 04:03:07","112.135.11.6",2,7.6667
"2018-04-30 14:15:12","2018-04-30 15:04:32","24.50.164.68",10,7.5000
"2018-04-29 21:31:36","2018-04-29 21:31:36","50.68.198.94",1,7.4833
"2018-03-13 02:17:19","2018-03-13 02:39:50","200.123.2.86",2,7.4833
"2018-02-09 17:42:36","2018-02-09 17:49:22","24.114.39.19",6,7.4667
"2018-05-22 17:02:29","2018-05-22 21:06:57","104.157.99.14",5,7.4500
"2018-01-19 20:37:57","2018-02-02 13:40:56","72.39.188.39",5,7.4000
"2018-05-04 19:07:51","2018-05-04 19:07:51","24.50.180.69",2,7.3333
"2018-05-02 16:25:41","2018-05-03 23:45:34","166.177.250.1",4,7.2333
"2018-01-24 06:58:31","2018-01-24 15:28:18","192.222.217.28",17,7.2167
"2018-02-01 22:04:27","2018-02-01 22:07:57","184.151.231.24",2,7.1667
"2018-01-22 00:46:49","2018-01-22 00:46:49","72.140.88.153",1,7.1000
"2018-01-24 12:03:10","2018-01-24 23:08:47","24.114.69.243",6,7.0833
"2018-05-28 17:58:36","2018-05-29 22:00:28","96.22.134.21",11,7.0500
"2018-05-02 13:04:50","2018-05-04 19:38:43","166.171.59.133",11,7.0333
"2018-04-14 12:19:57","2018-04-14 12:19:57","72.139.200.142",2,7.0333
"2018-01-17 00:38:41","2018-01-18 17:18:42","24.114.43.167",10,6.9833
"2018-05-04 17:35:50","2018-05-18 13:04:08","198.200.77.133",3,6.8667
"2018-01-05 20:18:34","2018-01-06 12:25:26","24.114.64.72",4,6.8333
"2018-05-10 19:02:13","2018-05-11 21:34:19","70.26.132.243",5,6.8333
"2018-05-17 18:25:56","2018-05-17 18:25:56","189.100.22.178",1,6.7333
"2018-04-27 23:45:41","2018-04-28 00:03:10","45.58.125.58",26,6.7000
"2018-02-26 08:53:10","2018-02-26 09:12:50","112.135.7.252",8,6.6500
"2018-01-02 13:24:02","2018-01-02 13:40:40","24.50.178.42",3,6.6167
"2018-05-23 16:30:05","2018-05-23 16:45:22","24.114.38.130",4,6.5667
"2018-05-18 18:32:04","2018-05-18 18:42:21","204.239.253.215",7,6.5500
"2018-03-12 15:28:06","2018-03-12 15:50:38","69.159.83.197",2,6.5333
"2018-04-13 20:40:09","2018-05-29 13:15:09","184.151.179.229",4,6.4167
"2018-05-03 07:51:59","2018-05-24 21:04:38","173.216.127.186",7,6.4167
"2018-05-08 22:26:05","2018-05-08 22:31:00","72.143.228.227",2,6.3500
"2018-05-11 17:03:56","2018-05-11 17:30:28","184.151.231.31",2,6.2167
"2018-01-19 14:16:45","2018-05-30 15:19:09","96.84.67.89",10,6.1833
"2018-01-05 19:01:21","2018-01-06 01:09:16","24.114.65.241",6,6.1500
"2018-04-11 17:07:26","2018-04-11 17:07:26","24.114.38.31",1,6.1333
"2018-01-24 17:07:41","2018-01-24 17:11:09","38.132.111.163",2,6.1000
"2018-03-02 15:17:12","2018-03-02 15:22:05","112.135.7.94",4,6.1000
"2018-01-05 17:45:15","2018-01-06 12:52:51","24.114.76.207",4,6.0667
"2018-03-16 21:03:54","2018-03-16 21:26:26","24.114.43.155",2,6.0167
"2018-04-24 20:53:32","2018-04-24 20:53:32","24.114.26.155",1,5.9667
"2018-04-26 19:11:38","2018-04-26 19:54:53","24.50.176.194",4,5.9667
"2018-01-24 13:14:41","2018-01-24 15:39:49","24.114.66.117",2,5.9167
"2018-05-30 18:01:58","2018-05-31 19:09:37","50.98.33.137",14,5.9167
"2018-04-03 16:17:14","2018-04-03 16:31:32","209.171.88.211",4,5.9000
"2018-04-09 18:25:01","2018-04-09 18:25:01","216.66.185.238",1,5.8833
"2018-04-06 16:49:16","2018-04-06 17:10:43","209.171.88.253",4,5.8667
"2018-02-10 00:08:23","2018-02-10 00:11:56","72.143.228.8",2,5.8333
"2018-02-08 22:37:24","2018-02-08 22:40:56","24.114.86.103",2,5.8000
"2018-05-30 16:22:18","2018-05-30 16:25:04","184.151.231.255",3,5.8000
"2018-05-08 19:13:44","2018-05-10 15:05:00","45.3.14.71",6,5.7000
"2018-02-23 19:18:51","2018-02-23 19:22:27","24.114.42.105",2,5.6833
"2018-04-27 15:00:53","2018-04-27 16:02:50","69.156.76.200",2,5.6500
"2018-01-07 01:22:56","2018-01-07 02:15:22","64.80.137.155",4,5.6333
"2018-01-26 15:39:16","2018-01-26 15:46:35","192.102.254.62",8,5.6000
"2018-03-02 20:03:36","2018-03-02 20:07:14","184.151.231.2",2,5.5667
"2018-01-29 01:08:47","2018-01-29 01:08:47","112.135.7.103",2,5.5667
"2018-01-18 22:54:40","2018-03-13 15:20:11","50.249.192.41",13,5.5167
"2018-03-08 15:31:05","2018-03-08 15:31:05","174.88.72.14",1,5.4000
"2018-03-04 02:03:31","2018-03-04 02:08:04","112.135.10.162",4,5.3833
"2018-03-23 23:03:59","2018-03-23 23:45:00","24.114.43.32",9,5.2500
"2018-05-18 22:51:41","2018-05-18 22:51:41","24.114.23.146",1,5.2333
"2018-02-16 16:41:36","2018-02-16 16:45:11","24.114.41.89",2,5.2000
"2018-01-24 19:39:59","2018-01-24 19:43:28","24.114.24.196",2,5.1833
"2018-01-06 04:23:20","2018-01-06 04:28:03","112.135.35.139",4,5.0833
"2018-03-21 16:54:26","2018-03-23 18:36:26","70.30.132.8",3,5.0333
"2018-03-19 17:23:54","2018-03-19 17:23:54","174.94.32.21",2,5.0000
"2018-05-30 15:49:34","2018-05-30 15:49:34","184.151.178.15",1,5.0000
"2018-04-16 12:52:46","2018-04-16 12:52:46","76.67.18.168",2,5.0000
"2018-05-28 16:54:02","2018-05-30 11:52:34","24.50.182.40",2,4.9833
"2018-04-03 13:00:30","2018-04-03 16:11:22","72.139.204.226",4,4.9667
"2018-03-08 18:08:21","2018-03-08 18:31:22","174.7.107.59",4,4.9667
"2018-01-23 19:01:17","2018-01-23 19:09:44","50.98.74.78",6,4.9333
"2018-03-23 13:41:01","2018-03-23 14:41:10","24.114.77.240",6,4.9000
"2018-02-02 15:34:17","2018-02-02 15:39:19","112.135.2.175",4,4.8833
"2018-02-05 14:33:49","2018-02-05 15:10:09","166.170.35.203",4,4.8333
"2018-05-03 20:58:57","2018-05-03 20:58:57","184.151.231.94",1,4.8167
"2018-04-09 13:08:42","2018-04-09 21:11:42","184.151.179.70",4,4.8000
"2018-04-18 13:50:06","2018-04-18 14:16:47","24.50.183.8",4,4.7667
"2018-02-13 17:00:32","2018-02-13 17:04:50","99.255.218.92",8,4.6833
"2018-05-27 02:14:24","2018-05-29 03:22:56","184.151.231.28",6,4.6667
"2018-02-27 04:00:05","2018-02-27 06:20:54","112.135.2.242",10,4.5833
"2018-04-03 21:02:29","2018-04-04 19:32:38","166.170.221.137",10,4.5667
"2018-03-13 17:27:31","2018-03-13 17:36:02","187.201.70.229",4,4.5333
"2018-04-27 17:38:24","2018-04-27 17:38:24","174.91.26.95",2,4.5333
"2018-05-03 21:10:18","2018-05-05 22:18:23","208.114.129.6",2,4.4333
"2018-05-08 00:14:04","2018-05-08 00:14:04","184.151.231.76",1,4.4167
"2018-01-23 01:47:55","2018-01-23 01:49:11","70.27.203.208",2,4.4000
"2018-03-18 22:05:10","2018-03-18 22:29:14","181.67.124.86",4,4.3833
"2018-02-26 17:47:35","2018-05-31 18:02:23","184.151.231.125",9,4.3667
"2018-05-16 00:58:12","2018-05-16 17:12:29","72.143.231.247",2,4.3333
"2018-05-31 15:09:21","2018-05-31 16:27:33","24.50.185.178",3,4.3167
"2018-05-22 15:23:02","2018-05-22 18:14:14","45.3.29.175",3,4.2833
"2018-01-02 15:28:27","2018-01-02 15:28:27","23.115.116.19",1,4.2833
"2018-01-01 20:07:48","2018-02-21 19:36:38","209.171.88.53",6,4.2167
"2018-04-21 00:22:21","2018-04-21 00:22:21","187.149.186.59",1,4.2167
"2018-02-28 17:12:08","2018-02-28 17:15:46","72.143.229.238",2,4.2000
"2018-01-04 14:07:25","2018-01-28 20:12:15","166.48.118.150",3,4.1500
"2018-02-23 20:56:54","2018-02-23 21:00:31","24.244.32.231",2,4.1167
"2018-05-19 16:24:52","2018-05-31 13:14:41","142.113.58.72",13,4.1000
"2018-04-30 13:53:19","2018-04-30 17:03:07","166.175.189.168",3,4.0833
"2018-02-20 11:59:35","2018-02-20 12:03:11","31.221.87.71",2,4.0833
"2018-01-24 17:16:33","2018-01-24 17:53:37","24.114.48.171",6,4.0667
"2018-01-15 22:16:49","2018-01-15 22:21:56","24.114.43.198",6,4.0500
"2018-01-19 17:26:15","2018-01-19 18:31:31","24.114.25.168",4,4.0500
"2018-05-30 17:15:04","2018-05-30 18:12:14","24.114.40.180",5,4.0167
"2018-04-03 15:52:55","2018-04-03 15:59:57","88.235.178.218",8,4.0000
"2018-02-23 21:33:01","2018-02-23 21:36:37","24.114.36.218",2,3.9333
"2018-05-14 17:56:58","2018-05-14 19:01:23","24.146.50.139",8,3.8333
"2018-04-02 20:57:19","2018-04-04 00:03:38","184.151.231.72",5,3.8167
"2018-02-28 14:22:41","2018-02-28 16:29:20","112.135.0.71",6,3.7500
"2018-03-05 16:57:53","2018-03-05 17:03:56","112.135.2.217",6,3.7500
"2018-05-07 14:54:12","2018-05-09 01:18:22","70.26.135.164",2,3.7167
"2018-03-30 21:05:24","2018-03-30 21:29:13","71.237.194.253",3,3.6500
"2018-03-16 13:57:57","2018-03-16 19:37:39","212.171.17.80",16,3.5667
"2018-05-05 02:19:02","2018-05-05 02:24:16","70.30.105.33",2,3.5667
"2018-04-10 18:37:40","2018-04-12 08:46:14","85.104.2.159",32,3.5667
"2018-01-23 05:31:53","2018-01-23 05:37:04","112.135.7.86",4,3.5000
"2018-04-10 20:54:12","2018-04-10 20:54:12","96.53.57.54",1,3.5000
"2018-01-25 18:12:03","2018-01-25 18:25:51","191.181.215.182",2,3.4667
"2018-01-23 14:05:39","2018-01-23 16:40:20","24.114.76.240",4,3.4667
"2018-05-13 23:13:16","2018-05-13 23:23:12","73.54.142.125",30,3.4333
"2018-02-08 01:10:47","2018-02-08 01:14:20","24.114.38.62",2,3.4333
"2018-01-26 19:19:49","2018-01-26 19:23:18","24.244.32.255",2,3.4000
"2018-01-30 15:54:20","2018-01-30 15:57:50","189.149.128.254",2,3.4000
"2018-03-01 08:41:24","2018-03-01 08:45:02","112.135.8.181",2,3.3500
"2018-02-16 18:20:50","2018-02-16 18:23:20","107.190.90.61",6,3.3333
"2018-02-28 07:04:54","2018-02-28 07:20:54","112.135.10.126",4,3.3167
"2018-05-23 17:22:36","2018-05-27 19:31:04","208.114.129.165",3,3.3000
"2018-04-28 17:17:54","2018-05-04 20:51:46","24.50.171.155",6,3.3000
"2018-05-13 21:23:41","2018-05-13 21:23:41","184.151.231.135",1,3.2667
"2018-04-13 20:20:11","2018-04-13 22:04:07","24.114.39.21",2,3.2667
"2018-03-20 21:12:39","2018-03-20 21:36:23","204.124.171.20",4,3.2333
"2018-03-23 16:53:51","2018-03-23 16:53:51","24.244.32.129",1,3.2000
"2018-03-19 18:34:54","2018-03-19 18:57:27","24.244.32.247",2,3.1833
"2018-01-13 16:38:40","2018-01-13 16:50:27","50.101.167.16",4,3.1000
"2018-05-15 16:12:30","2018-05-25 16:27:31","142.162.146.51",7,3.1000
"2018-04-28 00:13:36","2018-04-28 00:20:58","68.133.80.40",4,3.1000
"2018-02-20 17:55:00","2018-02-20 18:09:16","24.244.32.251",6,3.0833
"2018-05-10 16:25:41","2018-05-10 16:25:41","209.171.88.226",1,3.0667
"2018-01-02 14:11:34","2018-02-09 14:24:27","142.166.53.254",9,3.0500
"2018-01-26 17:57:34","2018-01-26 18:01:03","189.150.10.220",2,3.0333
"2018-01-19 18:51:59","2018-01-19 19:10:03","45.3.16.196",2,3.0333
"2018-01-25 15:41:16","2018-01-25 15:41:16","208.181.63.202",1,3.0167
"2018-01-03 18:03:40","2018-01-04 15:08:58","50.249.242.89",8,3.0167
"2018-01-10 19:10:13","2018-01-15 18:01:42","173.32.218.62",4,3.0000
"2018-05-25 18:51:30","2018-05-25 22:12:02","104.157.99.175",6,3.0000
"2018-01-31 22:32:57","2018-01-31 22:36:28","184.151.231.108",2,2.9667
"2018-05-22 17:36:48","2018-05-22 17:39:07","192.69.236.178",2,2.9333
"2018-02-28 17:16:22","2018-02-28 17:23:15","24.244.32.164",4,2.9000
"2018-04-09 17:58:25","2018-04-09 18:00:25","45.3.21.60",4,2.8667
"2018-04-03 15:44:33","2018-04-03 15:44:33","192.102.255.75",1,2.8500
"2018-03-20 11:32:33","2018-03-20 11:55:05","209.226.201.248",2,2.8500
"2018-02-20 15:32:36","2018-02-20 21:45:59","186.14.173.139",4,2.8167
"2018-04-20 01:48:08","2018-05-27 14:12:30","142.163.82.160",5,2.8000
"2018-03-09 23:22:13","2018-03-09 23:45:51","72.143.232.181",4,2.7667
"2018-01-05 19:19:43","2018-01-05 19:32:24","172.221.252.115",6,2.7667
"2018-03-01 20:57:29","2018-03-01 21:01:07","184.151.37.116",2,2.7333
"2018-01-08 15:40:39","2018-01-08 16:39:19","142.114.168.41",3,2.7167
"2018-05-17 21:16:28","2018-05-20 00:18:44","24.71.229.168",4,2.7000
"2018-05-09 13:47:13","2018-05-10 15:37:12","184.151.36.21",2,2.6833
"2018-04-22 18:21:54","2018-04-23 12:42:05","24.114.84.45",10,2.6333
"2018-02-13 19:54:26","2018-02-13 20:09:49","24.244.32.218",4,2.5833
"2018-01-26 14:07:14","2018-01-26 14:11:16","112.135.6.237",4,2.5667
"2018-01-15 11:59:24","2018-01-15 12:02:50","112.135.6.44",2,2.5667
"2018-04-27 22:17:44","2018-04-27 22:59:39","209.171.88.73",3,2.5500
"2018-02-20 01:34:13","2018-03-01 03:08:19","135.0.81.88",6,2.5000
"2018-04-04 18:12:18","2018-04-04 18:12:18","209.171.88.195",2,2.4667
"2018-03-17 17:53:47","2018-05-18 16:11:32","204.244.44.72",5,2.4667
"2018-05-31 15:06:48","2018-05-31 18:23:15","64.228.47.51",19,2.4500
"2018-04-09 19:01:19","2018-04-09 20:42:44","209.52.88.40",9,2.4167
"2018-03-29 08:42:56","2018-04-11 12:38:19","5.167.50.64",37,2.3333
"2018-03-29 22:52:06","2018-03-29 23:29:14","24.244.32.186",2,2.3167
"2018-04-06 19:11:05","2018-04-06 19:46:22","166.175.189.77",4,2.3000
"2018-01-30 05:45:07","2018-01-30 15:08:43","112.135.11.83",4,2.2667
"2018-01-26 19:00:32","2018-01-26 19:00:32","209.171.88.169",1,2.2500
"2018-02-14 23:43:53","2018-02-14 23:47:27","24.114.38.79",2,2.2000
"2018-04-19 15:32:08","2018-04-23 17:57:58","24.50.163.74",4,2.1333
"2018-04-10 19:16:27","2018-04-12 17:37:14","192.69.236.145",2,2.1333
"2018-03-16 16:34:55","2018-03-16 16:57:27","104.157.99.155",2,2.1333
"2018-02-28 21:50:15","2018-02-28 21:56:04","24.114.24.234",6,2.1333
"2018-03-29 13:36:40","2018-05-30 17:40:59","177.192.248.228",4,2.1167
"2018-02-20 20:10:40","2018-02-20 20:14:16","24.244.32.205",2,2.0667
"2018-04-18 15:54:47","2018-04-18 15:54:47","45.3.28.178",2,2.0667
"2018-02-08 01:04:43","2018-02-08 01:04:43","74.14.145.201",2,2.0667
"2018-03-05 21:28:31","2018-03-05 21:28:31","72.38.226.194",1,2.0500
"2018-03-05 13:31:04","2018-03-05 20:09:53","173.177.247.129",2,2.0500
"2018-02-19 15:52:52","2018-02-19 15:58:22","184.151.231.218",4,2.0167
"2018-03-19 22:48:21","2018-03-19 23:10:54","24.114.36.201",2,2.0167
"2018-01-25 17:13:08","2018-04-13 17:52:07","69.166.25.40",7,2.0167
"2018-05-16 22:51:44","2018-05-16 22:51:44","184.151.231.64",1,2.0000
"2018-03-06 07:46:18","2018-03-06 07:49:58","112.135.9.15",2,2.0000
"2018-04-25 23:51:37","2018-04-25 23:51:37","208.114.129.87",1,1.9833
"2018-01-23 12:38:10","2018-01-23 12:38:10","72.142.116.154",1,1.9833
"2018-05-31 15:04:45","2018-05-31 15:06:24","24.50.171.137",3,1.9667
"2018-03-13 20:18:09","2018-04-09 19:13:05","64.253.155.174",13,1.9667
"2018-05-18 20:41:37","2018-05-18 20:48:27","24.114.54.152",2,1.9333
"2018-03-29 23:20:58","2018-03-29 23:31:37","24.114.40.78",3,1.9333
"2018-01-16 20:31:31","2018-01-16 23:35:28","200.8.38.154",5,1.9000
"2018-01-26 19:23:48","2018-01-26 19:27:17","24.114.41.173",2,1.9000
"2018-05-03 03:41:25","2018-05-05 13:26:22","108.60.104.102",6,1.8000
"2018-03-28 00:06:16","2018-03-28 00:06:16","24.114.37.172",1,1.7833
"2018-03-23 01:08:55","2018-03-24 19:40:56","209.171.88.113",2,1.7833
"2018-01-09 16:21:01","2018-01-10 15:09:20","181.133.140.121",2,1.7833
"2018-03-22 01:59:59","2018-03-22 12:35:24","72.139.206.239",6,1.7667
"2018-04-20 16:42:58","2018-04-20 16:47:13","24.114.37.210",2,1.7667
"2018-03-13 21:34:18","2018-03-13 21:56:50","184.151.231.158",2,1.7333
"2018-03-06 00:15:20","2018-03-06 00:15:20","99.249.124.48",1,1.7167
"2018-03-12 21:00:26","2018-03-12 21:00:26","2.124.201.65",1,1.7167
"2018-05-16 23:31:15","2018-05-16 23:31:15","72.143.230.202",1,1.7167
"2018-03-09 22:06:50","2018-03-09 22:46:49","24.114.44.18",4,1.7000
"2018-04-15 19:00:28","2018-04-15 19:00:28","72.139.195.105",2,1.7000
"2018-05-23 17:01:09","2018-05-23 17:38:04","24.114.39.172",3,1.6667
"2018-05-11 22:51:13","2018-05-11 22:51:13","209.52.88.106",1,1.6500
"2018-01-27 18:00:29","2018-01-27 18:19:25","72.139.197.111",3,1.6333
"2018-01-25 01:01:21","2018-01-25 01:04:50","72.143.225.58",2,1.5667
"2018-02-13 14:54:35","2018-02-21 12:30:06","142.166.22.18",6,1.5667
"2018-04-16 18:55:47","2018-04-16 18:55:47","45.3.24.68",2,1.5667
"2018-01-03 15:49:34","2018-01-04 15:04:26","209.171.88.115",2,1.5500
"2018-05-07 23:10:27","2018-05-07 23:16:45","184.66.251.23",6,1.5500
"2018-04-27 19:50:55","2018-04-27 19:50:55","207.61.224.111",2,1.5333
"2018-01-23 18:24:55","2018-01-24 18:03:19","64.228.253.60",5,1.4833
"2018-04-16 16:56:35","2018-04-16 16:56:35","72.2.239.38",1,1.4667
"2018-02-28 16:41:23","2018-03-08 18:06:56","142.166.22.122",4,1.4667
"2018-01-24 12:52:39","2018-01-24 12:52:39","137.175.220.27",1,1.4667
"2018-04-23 17:48:54","2018-04-23 17:48:54","69.196.67.242",1,1.4500
"2018-04-12 22:46:38","2018-04-12 22:46:38","96.47.229.196",1,1.4500
"2018-01-18 20:39:34","2018-01-18 20:43:01","184.151.222.188",2,1.4500
"2018-04-19 20:08:46","2018-04-19 23:39:13","209.52.88.163",10,1.4333
"2018-03-20 17:56:57","2018-03-20 18:19:30","70.79.57.77",3,1.4333
"2018-04-11 11:56:11","2018-04-11 12:22:12","46.196.4.13",8,1.4000
"2018-02-28 18:03:59","2018-02-28 18:08:18","184.151.231.143",4,1.4000
"2018-02-09 21:09:50","2018-02-09 21:09:50","70.30.69.218",2,1.3667
"2018-01-03 21:35:35","2018-01-03 22:52:43","189.177.245.34",8,1.3667
"2018-02-08 16:17:10","2018-02-08 21:25:57","184.151.231.244",4,1.3667
"2018-02-21 20:10:51","2018-02-21 20:14:28","166.176.187.214",2,1.3667
"2018-03-08 20:27:31","2018-03-08 20:31:12","24.244.32.237",2,1.3500
"2018-01-15 22:22:22","2018-01-15 22:25:47","72.143.232.13",2,1.3500
"2018-04-02 15:51:15","2018-04-02 15:51:15","172.56.11.76",2,1.3333
"2018-02-15 15:06:10","2018-02-15 15:06:10","166.175.191.37",2,1.3333
"2018-04-13 20:54:36","2018-04-13 20:54:36","24.114.73.207",1,1.3333
"2018-04-04 11:47:18","2018-04-04 11:48:30","65.166.245.203",2,1.3000
"2018-03-05 01:32:14","2018-03-05 01:41:30","112.135.4.55",4,1.2500
"2018-01-08 21:02:46","2018-01-08 21:02:46","198.13.252.132",1,1.2500
"2018-04-20 16:22:50","2018-04-20 16:22:50","162.156.1.26",1,1.2333
"2018-02-08 15:37:48","2018-02-08 15:37:48","166.175.59.25",2,1.2333
"2018-03-20 13:42:19","2018-03-20 13:42:19","151.230.36.165",1,1.2167
"2018-01-02 21:32:53","2018-01-02 21:39:44","166.175.189.117",3,1.2167
"2018-05-10 18:16:28","2018-05-10 18:16:28","208.114.129.95",1,1.2000
"2018-03-14 14:43:53","2018-03-14 14:43:53","189.181.10.85",2,1.2000
"2018-04-13 14:17:18","2018-04-13 14:17:18","24.244.32.246",1,1.1833
"2018-05-01 23:13:36","2018-05-01 23:36:45","24.114.40.10",2,1.1833
"2018-01-24 22:18:16","2018-01-24 22:21:44","24.114.43.236",2,1.1833
"2018-04-23 16:52:29","2018-04-23 16:52:29","142.169.33.82",1,1.1667
"2018-01-11 15:15:17","2018-01-11 15:20:05","186.185.71.216",2,1.1500
"2018-01-30 23:23:19","2018-01-30 23:26:49","24.244.32.178",2,1.1333
"2018-01-26 01:26:29","2018-01-26 01:29:57","112.135.10.186",2,1.1333
"2018-05-30 17:02:44","2018-05-30 17:03:15","72.168.176.45",2,1.1333
"2018-01-06 23:12:00","2018-01-06 23:18:19","24.85.209.58",4,1.1333
"2018-04-05 14:47:25","2018-04-05 14:47:25","142.166.22.33",2,1.1333
"2018-04-30 17:29:41","2018-04-30 17:29:41","216.66.184.63",1,1.1167
"2018-04-26 20:57:19","2018-04-26 20:58:07","72.143.224.26",2,1.1167
"2018-01-04 19:36:02","2018-01-04 20:09:21","72.38.22.138",3,1.0667
"2018-01-08 20:13:33","2018-01-08 20:16:56","38.132.111.198",2,1.0667
"2018-04-12 16:11:50","2018-04-12 16:11:50","174.116.103.158",2,1.0667
"2018-04-04 14:58:42","2018-05-23 17:22:33","99.255.64.29",6,1.0667
"2018-05-11 14:21:01","2018-05-11 14:21:01","209.171.88.69",1,1.0500
"2018-05-01 20:50:53","2018-05-02 00:57:53","209.52.88.222",3,1.0500
"2018-01-02 21:39:22","2018-01-02 21:42:44","64.180.187.62",2,1.0500
"2018-05-24 12:18:36","2018-05-24 13:57:03","142.167.21.29",12,1.0500
"2018-04-04 17:48:25","2018-04-04 17:48:25","184.151.231.38",1,1.0333
