"id_sensor","subsriber_reg_ip","cloudpbx__reg_ip"
801,410140423,3227975504
902,410140455,1654599249
801,410140469,3227975504
802,410140487,3227975504
802,410140500,3227975504
801,410140508,3227975504
801,410140517,3227975504
801,410140530,3227975504
902,410140543,1654599249
902,410140562,1654599249
801,410140562,3227975504
802,410140574,3227975504
802,410140580,3227975504
802,410140594,3227975504
801,410140606,3227975504
801,410140610,3227975504
902,410140617,1654599249
801,410140617,3227975504
902,410140619,1654599249
902,410140650,1654599249
902,410140663,1654599249
801,410140668,3227975504
902,410140856,1654599248
801,410140856,3227975505
801,410140903,3227975504
801,410140903,3227975505
801,410140996,3227975504
24,410141260,1654599249
801,410141260,3227975504
801,410141260,3227975505
501,410141298,3227975248
902,410141599,1654599249
902,410141658,1654599248
801,410141871,3227975504
902,410141874,1654599248
801,410141899,3227975505
501,410141934,3227975248
902,410141994,1654599248
801,410142137,3227975504
801,410142343,3227975504
501,410142348,3227975248
801,410142401,3227975504
902,410142699,1654599248
24,410142706,1654599248
801,410142706,3227975505
801,410142718,3227975504
801,410142821,3227975504
801,410142821,3227975505
801,410142897,3227975505
24,410142928,1654599249
801,410142982,3227975504
902,410143089,1654599248
902,410143097,1654599248
902,410143172,1654599248
902,410143183,1654599248
902,410143234,1654599248
902,410143289,1654599248
801,410143289,3227975505
902,410143522,1654599248
801,410143522,3227975505
801,410143547,3227975505
902,410143575,1654599248
801,410143719,3227975505
801,410143750,3227975504
801,410143822,3227975504
801,410143822,3227975505
902,410143892,1654599248
501,410143892,3227975248
801,410143892,3227975505
24,410143930,1654599249
801,410143930,3227975504
801,410144131,3227975505
801,410144220,3227975504
801,410144240,3227975504
801,410144398,3227975504
902,410144893,1654599248
801,410144893,3227975505
801,410145072,3227975505
801,410145461,3227975504
801,410145724,3227975505
801,410145781,3227975505
801,410145793,3227975505
802,410145846,3227975504
801,410145927,3227975504
801,410145956,3227975505
801,410145983,3227975505
801,410146159,3227975505
501,410146407,3227975249
902,410146688,1654599248
801,410146688,3227975505
801,410146877,3227975504
24,410146912,1654599248
801,410146912,3227975505
24,410147176,1654599248
801,410147176,3227975504
801,410147176,3227975505
801,410147532,3227975504
801,410147532,3227975505
801,410147624,3227975504
501,410147625,3227975248
801,410147625,3227975504
802,410147625,3227975505
24,410147676,1654599249
801,410147676,3227975504
801,410147676,3227975505
802,410147702,3227975504
801,410148061,3227975505
801,410148231,3227975505
801,410148823,3227975505
902,410149099,1654599248
902,410149238,1654599248
902,410149628,1654599249
801,410149702,3227975505
801,410149788,3227975505
801,410149875,3227975505
801,410150349,3227975504
802,410150491,3227975504
801,410151081,3227975505
902,410151248,1654599248
902,410151988,1654599248
902,410152256,1654599248
902,410152414,1654599248
902,410152454,1654599248
902,410152461,1654599248
902,410152510,1654599248
902,410152563,1654599248
902,410152591,1654599248
902,410152620,1654599248
902,410152634,1654599248
902,410152640,1654599248
902,410152647,1654599248
902,410152713,1654599248
902,410152759,1654599248
902,410152762,1654599248
902,410152795,1654599248
902,410152899,1654599248
24,410181322,1654599248
801,410181322,3227975504
902,410719962,1654599248
801,410719962,3227975505
902,410720570,1654599248
801,410720570,3227975505
24,411654731,1654599248
902,411654731,1654599249
801,411654731,3227975504
801,411654731,3227975505
24,411655955,1654599248
24,411891757,1654599248
24,411891757,1654599249
802,411891757,3227975504
24,411891871,1654599249
24,411893299,1654599249
502,411893299,3227975248
801,411893299,3227975504
24,412232343,1654599249
801,412232343,3227975504
902,412232355,1654599249
801,412232355,3227975504
801,412232355,3227975505
902,412232367,1654599249
24,412232415,1654599249
801,412232415,3227975504
801,412232427,3227975504
801,412232784,3227975505
24,412232792,1654599248
501,412232792,3227975248
801,412232792,3227975505
902,412232793,1654599248
801,412232793,3227975505
902,412232819,1654599248
802,412232819,3227975505
801,412232824,3227975505
902,412233259,1654599248
902,412233259,1654599249
801,412233259,3227975504
24,412234375,1654599249
501,412234375,3227975248
801,412234375,3227975504
902,412234379,1654599249
801,412234382,3227975504
24,412234389,1654599249
501,412234389,3227975248
801,412234389,3227975504
24,412234426,1654599248
801,412234426,3227975504
24,412235976,1654599249
24,412236010,1654599249
801,412236010,3227975504
24,412236099,1654599249
801,412236099,3227975504
801,412236143,3227975504
801,412236149,3227975504
902,413969162,1654599248
801,413969162,3227975505
902,413970142,1654599248
801,413970142,3227975505
24,415997142,1654599248
501,416220974,3227975248
501,416222419,3227975249
501,416222704,3227975249
24,416557043,1654599248
24,416557043,1654599249
24,416559370,1654599248
902,416559808,1654599248
801,416586292,3227975504
801,417203354,3227975504
24,417208698,1654599248
24,417208698,1654599249
801,417208698,3227975504
801,417208698,3227975505
24,417208700,1654599248
24,417208700,1654599249
801,417208700,3227975504
801,417208700,3227975505
24,417223099,1654599249
801,417223099,3227975504
801,417254104,3227975504
902,417254105,1654599248
801,417256547,3227975504
501,417259566,3227975249
801,417259566,3227975505
24,418079237,1654599249
501,418079237,3227975248
801,418079237,3227975504
24,418319990,1654599248
502,418319990,3227975248
801,418319990,3227975505
801,418467331,3227975505
501,418649865,3227975249
501,418649909,3227975248
501,418649927,3227975248
501,418649935,3227975248
501,418649935,3227975249
501,418649937,3227975249
501,418649957,3227975249
501,418649975,3227975248
501,418649978,3227975248
501,418649980,3227975249
501,418649984,3227975249
501,418649986,3227975249
501,418649987,3227975249
501,418650005,3227975249
501,418650017,3227975249
501,418650030,3227975249
501,418650034,3227975249
902,418650035,1654599248
501,418650069,3227975249
501,418650073,3227975249
501,418650078,3227975249
902,418650082,1654599248
501,418650082,3227975248
501,418650102,3227975248
501,418650107,3227975248
502,418652289,3227975248
501,418652289,3227975249
502,418652293,3227975249
902,418652297,1654599249
902,418652300,1654599249
501,418652300,3227975249
501,418652301,3227975249
902,418652306,1654599249
501,418652313,3227975248
801,418652313,3227975505
502,418652324,3227975248
501,418652324,3227975249
801,418652325,3227975505
902,418652327,1654599249
502,418652327,3227975249
502,418652338,3227975249
502,418652339,3227975249
501,418652342,3227975248
501,418652346,3227975249
501,418652351,3227975248
502,418652365,3227975249
502,418652378,3227975249
501,418652379,3227975248
802,418652381,3227975505
502,418652388,3227975249
501,418652390,3227975248
501,418652391,3227975249
902,418652393,1654599249
502,418652397,3227975249
501,418652399,3227975248
902,418652402,1654599249
501,418652406,3227975248
502,418652407,3227975249
502,418652408,3227975249
501,418652411,3227975249
502,418652412,3227975248
502,418652413,3227975249
902,418652415,1654599249
501,418652415,3227975249
801,418652415,3227975505
801,457766056,3227975505
801,522000798,3227975505
501,531145942,3227975248
501,534599495,3227975249
902,599372081,1654599248
902,621287329,1654599249
902,621304569,1654599248
501,621698857,3227975248
801,621698857,3227975505
902,625725762,1654599249
801,634207694,3227975505
801,635085938,3227975505
801,641774082,3227975504
501,641774434,3227975249
801,641774434,3227975505
801,641774875,3227975504
501,644058475,3227975249
501,646213539,3227975249
501,646213540,3227975249
502,646213541,3227975249
502,646213542,3227975249
801,646213542,3227975505
501,646213547,3227975249
501,646213549,3227975249
501,646213550,3227975249
501,646213555,3227975249
801,646213555,3227975505
502,646213557,3227975249
502,646213565,3227975249
801,646213565,3227975505
502,646213566,3227975249
501,646213574,3227975249
501,646215795,3227975249
801,646215795,3227975505
502,646215798,3227975249
801,646217021,3227975505
502,646217022,3227975249
501,646217059,3227975249
502,646217060,3227975249
501,646217061,3227975249
502,646217124,3227975249
502,646217129,3227975249
502,646217140,3227975249
501,646217141,3227975249
502,646217143,3227975249
501,646765732,3227975249
902,755171422,1654599248
902,755171422,1654599249
801,755171422,3227975504
801,755171567,3227975504
801,755171742,3227975504
801,755171934,3227975504
902,755171943,1654599248
802,755171943,3227975504
902,755172364,1654599249
802,755172364,3227975504
801,755172364,3227975505
801,755172365,3227975504
801,755172536,3227975504
902,755172554,1654599249
801,755172554,3227975505
24,755172572,1654599249
802,755172583,3227975504
24,755172612,1654599249
501,755172612,3227975248
801,755172612,3227975504
801,755172737,3227975504
801,755172978,3227975504
801,755173006,3227975504
801,755173006,3227975505
902,755173190,1654599249
801,755173190,3227975504
24,755173363,1654599249
801,755173363,3227975504
902,755173367,1654599248
801,755173367,3227975504
902,755173386,1654599249
801,755173386,3227975504
801,755173613,3227975504
801,755173673,3227975504
801,755173805,3227975504
24,755173822,1654599249
902,755173922,1654599248
801,755174100,3227975504
902,755174249,1654599249
801,755174249,3227975504
902,755174324,1654599249
801,755174324,3227975504
801,755174402,3227975504
902,755174458,1654599249
801,755174458,3227975504
801,755174545,3227975504
902,755174553,1654599249
502,755174553,3227975248
801,755174553,3227975504
801,755174553,3227975505
801,755174586,3227975504
801,755174863,3227975504
501,755174972,3227975248
801,755174972,3227975504
801,755174972,3227975505
801,755174983,3227975505
801,755174989,3227975504
801,755175025,3227975504
801,755175064,3227975505
801,755175082,3227975505
801,755175179,3227975504
802,755175188,3227975504
24,755175566,1654599249
24,755175620,1654599248
801,755175847,3227975504
902,755175858,1654599249
802,755175858,3227975504
802,755175868,3227975504
801,755175897,3227975504
801,755176040,3227975504
801,755176271,3227975504
801,755176505,3227975504
502,755176586,3227975248
801,755176586,3227975504
902,755176634,1654599249
801,755176634,3227975504
801,755176717,3227975504
801,755176717,3227975505
802,755176764,3227975504
801,755176806,3227975504
801,755176956,3227975504
801,755177173,3227975504
501,755177188,3227975248
801,755177188,3227975504
902,755177258,1654599248
801,755177258,3227975504
802,755177515,3227975504
902,755177540,1654599249
801,755177540,3227975505
801,755177737,3227975505
801,755177788,3227975504
902,755177913,1654599249
801,755177913,3227975504
902,755177938,1654599249
801,755177938,3227975504
801,755178135,3227975504
801,755178162,3227975504
801,755178202,3227975504
801,755178206,3227975504
902,755178236,1654599249
801,755178236,3227975504
801,755178332,3227975504
801,755178426,3227975504
801,755178473,3227975505
501,755178507,3227975248
801,755178507,3227975504
902,755178587,1654599249
801,755178587,3227975504
24,755178621,1654599249
801,755178621,3227975504
801,755178674,3227975504
902,755178755,1654599249
801,755178755,3227975504
801,755179324,3227975505
801,755179384,3227975504
801,755179494,3227975505
24,756118608,1654599248
501,756118608,3227975248
801,756118608,3227975505
902,757118707,1654599249
902,758807866,1654599248
501,759728919,3227975249
902,759748959,1654599248
501,759748959,3227975249
801,760129122,3227975504
24,760129234,1654599249
801,760129234,3227975504
24,760135174,1654599249
801,760135174,3227975504
24,760135190,1654599249
501,760135190,3227975248
801,760135190,3227975504
801,762577164,3227975505
902,763220338,1654599249
801,763220338,3227975505
501,769926290,3227975248
801,773199754,3227975505
502,780114046,3227975248
801,780114046,3227975505
902,780929206,1654599249
801,780929206,3227975505
801,784145587,3227975505
501,784155613,3227975248
902,784598029,1654599248
902,784598029,1654599277
501,784598029,3227975248
501,784598029,3227975249
801,784598029,3227975484
801,784598029,3227975504
801,784598029,3227975505
801,790907068,3227975505
501,792015988,3227975248
501,792057365,3227975248
24,792151011,1654599248
801,792151011,3227975504
801,792151011,3227975505
902,792166888,1654599248
902,792166888,1654599249
801,792166888,3227975504
801,792166888,3227975505
501,792170215,3227975249
801,792195122,3227975504
801,792197125,3227975504
902,792198078,1654599248
501,792596328,3227975248
501,798905432,3227975249
501,843080622,3227975249
24,843082421,1654599248
502,843082421,3227975248
502,843084563,3227975248
902,843093146,1654599249
501,843093146,3227975249
801,843093146,3227975505
902,843131105,1654599249
801,843131105,3227975504
502,843173892,3227975248
801,843173892,3227975504
501,843233737,3227975249
502,843244070,3227975248
24,843331514,1654599248
502,843331514,3227975248
801,843331514,3227975505
501,843359381,3227975248
902,843368030,1654599248
502,843368030,3227975248
801,843368030,3227975505
501,843371666,3227975249
502,843382247,3227975249
502,844903169,3227975248
502,844913931,3227975248
501,844931077,3227975248
502,844931532,3227975248
501,844931548,3227975248
502,844931560,3227975248
24,844933399,1654599248
502,844933399,3227975249
801,844933399,3227975505
902,844941337,1654599248
502,844941337,3227975248
502,844941822,3227975248
501,844944448,3227975248
502,844945174,3227975248
502,844974252,3227975248
801,844974252,3227975505
501,845291913,3227975248
24,845298758,1654599248
501,845298758,3227975248
802,845298758,3227975505
24,845299279,1654599248
502,845299279,3227975248
801,845299279,3227975505
902,845302071,1654599248
502,845302071,3227975248
801,845302071,3227975505
502,845302350,3227975248
501,845304447,3227975248
501,845308522,3227975248
801,845308522,3227975505
902,845309816,1654599248
502,845309816,3227975248
801,845309816,3227975505
502,845316559,3227975248
802,845316559,3227975505
502,845317129,3227975249
502,845317976,3227975249
24,845343134,1654599248
502,845343134,3227975248
801,845343134,3227975505
501,845427836,3227975249
501,845428155,3227975249
501,845428173,3227975249
501,845428204,3227975249
502,845428310,3227975248
502,845428355,3227975248
501,845428534,3227975249
501,845428608,3227975249
501,845476542,3227975249
502,845476550,3227975249
902,845506658,1654599249
802,845506658,3227975504
801,845507015,3227975504
801,845507108,3227975504
902,845507258,1654599249
801,845507258,3227975504
801,845507561,3227975504
902,845530229,1654599248
902,845941874,1654599248
902,846444603,1654599248
902,846444603,1654599249
902,846444618,1654599248
902,846444618,1654599249
24,846444658,1654599248
24,846444658,1654599249
801,846444658,3227975504
902,846444685,1654599249
801,846444685,3227975504
801,846444782,3227975504
24,846445455,1654599249
801,846445455,3227975504
801,846445456,3227975504
902,846445527,1654599249
24,846445562,1654599249
902,851532189,1654599248
501,851532189,3227975249
801,851532189,3227975505
902,851601933,1654599248
501,851601933,3227975249
801,851601933,3227975505
801,852058106,3227975505
501,852162430,3227975248
24,852451490,1654599248
501,852451490,3227975249
801,852451490,3227975484
801,852451490,3227975505
801,852451528,3227975484
902,852478310,1654599249
801,852478310,3227975504
902,853725538,1654599249
801,853725538,3227975504
24,854680649,1654599248
902,855009785,1654599248
501,855009785,3227975249
801,855009785,3227975505
902,855010549,1654599248
501,855010549,3227975249
801,855010549,3227975505
902,855187221,1654599248
501,855187221,3227975249
801,855187221,3227975505
902,855228457,1654599248
501,855228457,3227975249
801,855228457,3227975484
801,855228457,3227975505
24,855241305,1654599248
801,855241305,3227975484
801,855241305,3227975505
24,855405977,1654599248
501,855405977,3227975249
801,855405977,3227975484
801,855405977,3227975505
502,875246285,3227975248
801,875246285,3227975505
24,921947256,1654599249
801,921947256,3227975504
801,921947256,3227975505
801,1043023186,3227975505
501,1043937348,3227975248
801,1043937348,3227975505
902,1051560598,1654599248
502,1063057049,3227975248
24,1065580518,1654599248
902,1067200274,1654599248
801,1073048054,3227975504
902,1076757682,1654599248
501,1076757682,3227975248
801,1076757682,3227975505
501,1076758494,3227975248
801,1076758494,3227975505
24,1077449335,1654599248
501,1077449335,3227975248
801,1077449335,3227975505
501,1079019931,3227975248
24,1079682206,1654599249
801,1079682206,3227975504
801,1079682206,3227975505
501,1081220548,3227975249
502,1081220822,3227975248
801,1081220822,3227975505
801,1081234497,3227975505
501,1081262546,3227975249
502,1082531103,3227975248
802,1082531103,3227975505
24,1082548296,1654599248
902,1082548956,1654599248
502,1082558473,3227975248
801,1082758426,3227975505
902,1082947124,1654599249
801,1082947124,3227975504
24,1082947125,1654599249
501,1082947125,3227975248
801,1082947125,3227975504
24,1082947184,1654599248
902,1082947184,1654599249
801,1082947184,3227975504
24,1082947281,1654599249
501,1082947281,3227975248
801,1082947281,3227975504
24,1082947302,1654599249
801,1082947302,3227975504
24,1082947488,1654599248
24,1082947488,1654599249
801,1082947488,3227975504
24,1082947564,1654599249
801,1082947564,3227975504
801,1082947564,3227975505
801,1082947847,3227975504
24,1082947918,1654599249
502,1082947918,3227975248
801,1082947918,3227975504
801,1082947920,3227975504
801,1082947924,3227975504
502,1082947925,3227975248
801,1082947925,3227975504
24,1082947928,1654599249
801,1082947956,3227975504
502,1082947976,3227975248
801,1082947976,3227975504
801,1082947984,3227975504
502,1082948012,3227975248
24,1082948074,1654599249
502,1082948074,3227975248
801,1082948074,3227975504
801,1082948092,3227975504
24,1082948126,1654599249
501,1082948151,3227975248
802,1082948151,3227975504
801,1082948174,3227975504
502,1082948248,3227975248
801,1082948263,3227975504
24,1082948267,1654599249
801,1082948285,3227975504
24,1082984578,1654599249
501,1082984578,3227975248
801,1082984578,3227975504
24,1085557588,1654599248
801,1085557588,3227975505
501,1085567081,3227975248
501,1085567138,3227975248
502,1085567392,3227975248
501,1085567656,3227975248
501,1085567688,3227975248
501,1085567756,3227975248
