,a_saddr,b_saddr,a_saddr_asn,a_saddr_asorg,a_saddr_as_ip,a_saddr_lat,a_saddr_long,b_saddr_asn,b_saddr_asorg,b_saddr_as_ip,b_saddr_lat,b_saddr_long,count,bad_count,bad_ratio,mean_Qualfun,mean_b_mos_adapt_mult10,bad_count_lt40
0,3227975250,41732323,395152,CloudPBX,192.102.254.82,43.6319,-79.3716,5607,Sky UK Limited,2.124.200.227,53.2738,-2.6087,2,0,0.0,1.6106164815136301,45.0,0
1,3227975251,41733976,395152,CloudPBX,192.102.254.83,43.6319,-79.3716,5607,Sky UK Limited,2.124.207.88,53.2738,-2.6087,2,0,0.0,10.444028071781375,45.0,0
2,1654599250,69076145,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,3356,"Level 3 Parent, LLC",4.30.4.177,32.8072,-117.1649,1,0,0.0,0.0,45.0,0
3,3227975251,70715842,395152,CloudPBX,192.102.254.83,43.6319,-79.3716,3356,"Level 3 Parent, LLC",4.55.9.194,37.751,-97.822,26,0,0.0,0.05487202818760718,45.0,0
4,3227975250,70715842,395152,CloudPBX,192.102.254.82,43.6319,-79.3716,3356,"Level 3 Parent, LLC",4.55.9.194,37.751,-97.822,20,0,0.0,0.028394546943379152,45.0,0
5,3227975506,70715842,393755,CloudPBX,192.102.255.82,43.6319,-79.3716,3356,"Level 3 Parent, LLC",4.55.9.194,37.751,-97.822,2,0,0.0,0.0,45.0,0
6,3227975250,70715846,395152,CloudPBX,192.102.254.82,43.6319,-79.3716,3356,"Level 3 Parent, LLC",4.55.9.198,37.751,-97.822,18,0,0.0,0.028103462640494507,45.0,0
7,3227975251,70715846,395152,CloudPBX,192.102.254.83,43.6319,-79.3716,3356,"Level 3 Parent, LLC",4.55.9.198,37.751,-97.822,12,0,0.0,0.18159113417794956,45.0,0
8,3227975250,70723522,395152,CloudPBX,192.102.254.82,43.6319,-79.3716,3356,"Level 3 Parent, LLC",4.55.39.194,37.751,-97.822,2,0,0.0,0.0,45.0,0
9,3227975506,70723522,393755,CloudPBX,192.102.255.82,43.6319,-79.3716,3356,"Level 3 Parent, LLC",4.55.39.194,37.751,-97.822,1,0,0.0,0.0,45.0,0
10,1654599250,70723522,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,3356,"Level 3 Parent, LLC",4.55.39.194,37.751,-97.822,1,0,0.0,0.0,45.0,0
11,3227975250,70723778,395152,CloudPBX,192.102.254.82,43.6319,-79.3716,3356,"Level 3 Parent, LLC",4.55.40.194,37.751,-97.822,12,0,0.0,0.030665751792578317,45.0,0
12,3227975251,70723778,395152,CloudPBX,192.102.254.83,43.6319,-79.3716,3356,"Level 3 Parent, LLC",4.55.40.194,37.751,-97.822,16,0,0.0,0.08017675850811358,45.0,0
13,3227975251,70723782,395152,CloudPBX,192.102.254.83,43.6319,-79.3716,3356,"Level 3 Parent, LLC",4.55.40.198,37.751,-97.822,18,0,0.0,0.2400446160626035,45.0,0
14,3227975250,70723782,395152,CloudPBX,192.102.254.82,43.6319,-79.3716,3356,"Level 3 Parent, LLC",4.55.40.198,37.751,-97.822,18,0,0.0,0.03966427575880041,45.0,0
15,3227975507,70723782,393755,CloudPBX,192.102.255.83,43.6319,-79.3716,3356,"Level 3 Parent, LLC",4.55.40.198,37.751,-97.822,4,0,0.0,0.005050505050505051,45.0,0
16,3227975506,135491750,393755,CloudPBX,192.102.255.82,43.6319,-79.3716,53345,One Source Networks Inc,8.19.112.166,37.751,-97.822,6,0,0.0,0.9958935471543143,45.0,0
17,3227975507,135635994,393755,CloudPBX,192.102.255.83,43.6319,-79.3716,46680,"Contactual, Inc.",8.21.164.26,37.751,-97.822,1,0,0.0,0.0,45.0,0
18,3227975506,136052875,393755,CloudPBX,192.102.255.82,43.6319,-79.3716,32308,"8x8, Inc.",8.28.0.139,37.751,-97.822,6,0,0.0,2.0,45.0,0
19,3227975507,136052875,393755,CloudPBX,192.102.255.83,43.6319,-79.3716,32308,"8x8, Inc.",8.28.0.139,37.751,-97.822,5,2,0.4,1.4126984126984126,31.0,2
20,3227975251,136052878,395152,CloudPBX,192.102.254.83,43.6319,-79.3716,32308,"8x8, Inc.",8.28.0.142,37.751,-97.822,5,0,0.0,0.0,45.0,0
21,3227975250,136052878,395152,CloudPBX,192.102.254.82,43.6319,-79.3716,32308,"8x8, Inc.",8.28.0.142,37.751,-97.822,2,0,0.0,0.0,45.0,0
22,3227975506,136052881,393755,CloudPBX,192.102.255.82,43.6319,-79.3716,32308,"8x8, Inc.",8.28.0.145,37.751,-97.822,17,0,0.0,2.764705882352941,45.0,0
23,3227975507,136052881,393755,CloudPBX,192.102.255.83,43.6319,-79.3716,32308,"8x8, Inc.",8.28.0.145,37.751,-97.822,11,0,0.0,0.0,45.0,0
24,3227975506,136052882,393755,CloudPBX,192.102.255.82,43.6319,-79.3716,32308,"8x8, Inc.",8.28.0.146,37.751,-97.822,19,0,0.0,1.2456140350877194,45.0,0
25,3227975507,136052882,393755,CloudPBX,192.102.255.83,43.6319,-79.3716,32308,"8x8, Inc.",8.28.0.146,37.751,-97.822,9,0,0.0,2.264957264957265,45.0,0
26,3227975507,136052883,393755,CloudPBX,192.102.255.83,43.6319,-79.3716,32308,"8x8, Inc.",8.28.0.147,37.751,-97.822,13,0,0.0,1.878205128205128,44.23076923076923,1
27,3227975506,136052883,393755,CloudPBX,192.102.255.82,43.6319,-79.3716,32308,"8x8, Inc.",8.28.0.147,37.751,-97.822,8,0,0.0,3.0,45.0,0
28,3227975507,136052884,393755,CloudPBX,192.102.255.83,43.6319,-79.3716,32308,"8x8, Inc.",8.28.0.148,37.751,-97.822,15,0,0.0,0.28584062628400037,45.0,0
29,3227975506,136052884,393755,CloudPBX,192.102.255.82,43.6319,-79.3716,32308,"8x8, Inc.",8.28.0.148,37.751,-97.822,12,0,0.0,0.5555555555555556,45.0,0
30,3227975506,136053194,393755,CloudPBX,192.102.255.82,43.6319,-79.3716,32308,"8x8, Inc.",8.28.1.202,37.751,-97.822,2,0,0.0,0.0,45.0,0
31,3227975250,136716784,395152,CloudPBX,192.102.254.82,43.6319,-79.3716,16504,Granite Telecommunications LLC,8.38.33.240,37.751,-97.822,4,0,0.0,0.14235055724417428,45.0,0
32,3227975251,136716784,395152,CloudPBX,192.102.254.83,43.6319,-79.3716,16504,Granite Telecommunications LLC,8.38.33.240,37.751,-97.822,3,0,0.0,0.19837377573752057,45.0,0
33,3227975507,215430723,393755,CloudPBX,192.102.255.83,43.6319,-79.3716,7018,"AT&T Services, Inc.",12.215.54.67,37.751,-97.822,1079,0,0.0,1.9061507841706968,44.5097312326228,8
34,3227975506,215430723,393755,CloudPBX,192.102.255.82,43.6319,-79.3716,7018,"AT&T Services, Inc.",12.215.54.67,37.751,-97.822,962,2,0.002079002079002079,1.718349677109127,44.527027027027025,18
35,1654599251,215430723,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,7018,"AT&T Services, Inc.",12.215.54.67,37.751,-97.822,50,0,0.0,0.2244222639895226,44.98,0
36,1654599250,215430723,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,7018,"AT&T Services, Inc.",12.215.54.67,37.751,-97.822,42,0,0.0,0.524275780234184,45.0,0
37,3227975486,215430723,393755,CloudPBX,192.102.255.62,43.6319,-79.3716,7018,"AT&T Services, Inc.",12.215.54.67,37.751,-97.822,26692,7,0.00026225086168140267,0.6628995359883761,44.932713921774315,24
38,3227975487,215430723,393755,CloudPBX,192.102.255.63,43.6319,-79.3716,7018,"AT&T Services, Inc.",12.215.54.67,37.751,-97.822,26832,10,0.0003726893261776983,0.6680104740700175,44.933884913536076,33
39,3227975250,215430723,395152,CloudPBX,192.102.254.82,43.6319,-79.3716,7018,"AT&T Services, Inc.",12.215.54.67,37.751,-97.822,9,0,0.0,0.7444643506873139,44.888888888888886,0
40,3227975251,215430723,395152,CloudPBX,192.102.254.83,43.6319,-79.3716,7018,"AT&T Services, Inc.",12.215.54.67,37.751,-97.822,7,0,0.0,5.867370885822318,44.57142857142857,0
41,1654599250,243845606,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,10103,HK Broadband Network Ltd.,14.136.201.230,22.2833,114.15,2,0,0.0,3.8454774636768603,44.5,0
42,3227975250,386933003,395152,CloudPBX,192.102.254.82,43.6319,-79.3716,852,TELUS Communications Inc.,23.16.33.11,49.262,-123.0923,438,0,0.0,0.13268326337515007,44.95890410958904,0
43,3227975251,386933003,395152,CloudPBX,192.102.254.83,43.6319,-79.3716,852,TELUS Communications Inc.,23.16.33.11,49.262,-123.0923,432,0,0.0,0.2020571119511274,44.969907407407405,0
44,3227975507,386933003,393755,CloudPBX,192.102.255.83,43.6319,-79.3716,852,TELUS Communications Inc.,23.16.33.11,49.262,-123.0923,14,0,0.0,0.28137941541528333,44.857142857142854,0
45,3227975506,386933003,393755,CloudPBX,192.102.255.82,43.6319,-79.3716,852,TELUS Communications Inc.,23.16.33.11,49.262,-123.0923,10,0,0.0,0.18079483447802186,44.8,0
46,1654599250,386933003,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,852,TELUS Communications Inc.,23.16.33.11,49.262,-123.0923,4,0,0.0,0.06520896698503317,44.25,0
47,1654599251,386933003,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,852,TELUS Communications Inc.,23.16.33.11,49.262,-123.0923,2,0,0.0,0.15915119363395225,44.5,0
48,3227975251,386961018,395152,CloudPBX,192.102.254.83,43.6319,-79.3716,852,TELUS Communications Inc.,23.16.142.122,49.0374,-122.8299,8,0,0.0,0.0,44.375,0
49,3227975250,386961018,395152,CloudPBX,192.102.254.82,43.6319,-79.3716,852,TELUS Communications Inc.,23.16.142.122,49.0374,-122.8299,3,0,0.0,0.011111111111111112,45.0,0
50,3227975250,386965699,395152,CloudPBX,192.102.254.82,43.6319,-79.3716,852,TELUS Communications Inc.,23.16.160.195,49.2795,-123.0667,1485,0,0.0,0.1531463709255543,45.0,0
51,3227975251,386965699,395152,CloudPBX,192.102.254.83,43.6319,-79.3716,852,TELUS Communications Inc.,23.16.160.195,49.2795,-123.0667,1568,0,0.0,0.13323846783447285,44.99170918367347,0
52,3227975506,386965699,393755,CloudPBX,192.102.255.82,43.6319,-79.3716,852,TELUS Communications Inc.,23.16.160.195,49.2795,-123.0667,3,0,0.0,0.032362459546925564,45.0,0
53,3227975507,386965699,393755,CloudPBX,192.102.255.83,43.6319,-79.3716,852,TELUS Communications Inc.,23.16.160.195,49.2795,-123.0667,4,0,0.0,0.023148148148148147,45.0,0
54,3227975250,386966137,395152,CloudPBX,192.102.254.82,43.6319,-79.3716,852,TELUS Communications Inc.,23.16.162.121,49.2795,-123.0667,10,0,0.0,0.03736263736263736,45.0,0
55,3227975251,386966137,395152,CloudPBX,192.102.254.83,43.6319,-79.3716,852,TELUS Communications Inc.,23.16.162.121,49.2795,-123.0667,10,0,0.0,0.0,45.0,0
56,3227975250,386985224,395152,CloudPBX,192.102.254.82,43.6319,-79.3716,852,TELUS Communications Inc.,23.16.237.8,49.1064,-122.8251,2,0,0.0,0.0,45.0,0
57,3227975251,386985224,395152,CloudPBX,192.102.254.83,43.6319,-79.3716,852,TELUS Communications Inc.,23.16.237.8,49.1064,-122.8251,2,0,0.0,0.0,45.0,0
58,3227975251,386989517,395152,CloudPBX,192.102.254.83,43.6319,-79.3716,852,TELUS Communications Inc.,23.16.253.205,49.0791,-122.7553,201,0,0.0,0.019723253803340945,45.0,0
59,3227975250,386989517,395152,CloudPBX,192.102.254.82,43.6319,-79.3716,852,TELUS Communications Inc.,23.16.253.205,49.0791,-122.7553,194,0,0.0,0.051649189291500794,45.0,0
60,3227975506,386989517,393755,CloudPBX,192.102.255.82,43.6319,-79.3716,852,TELUS Communications Inc.,23.16.253.205,49.0791,-122.7553,3,0,0.0,0.3657487831059992,44.666666666666664,0
61,3227975507,386989517,393755,CloudPBX,192.102.255.83,43.6319,-79.3716,852,TELUS Communications Inc.,23.16.253.205,49.0791,-122.7553,1,0,0.0,0.0,45.0,0
62,1654599250,386989517,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,852,TELUS Communications Inc.,23.16.253.205,49.0791,-122.7553,3,0,0.0,0.034364261168384876,45.0,0
63,1654599251,386989517,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,852,TELUS Communications Inc.,23.16.253.205,49.0791,-122.7553,3,0,0.0,0.1623339394237227,45.0,0
64,3227975250,386989957,395152,CloudPBX,192.102.254.82,43.6319,-79.3716,852,TELUS Communications Inc.,23.16.255.133,49.0791,-122.7553,1816,0,0.0,0.02805729486760391,44.99559471365639,0
65,3227975251,386989957,395152,CloudPBX,192.102.254.83,43.6319,-79.3716,852,TELUS Communications Inc.,23.16.255.133,49.0791,-122.7553,1759,0,0.0,0.02179076455370515,45.0,0
66,3227975506,386989957,393755,CloudPBX,192.102.255.82,43.6319,-79.3716,852,TELUS Communications Inc.,23.16.255.133,49.0791,-122.7553,6,0,0.0,0.24269493546091406,44.0,0
67,3227975506,387781962,393755,CloudPBX,192.102.255.82,43.6319,-79.3716,6983,"Earthlink, Inc.",23.29.21.74,32.468,-96.9873,444,0,0.0,1.0688270038776115,44.98873873873874,0
68,3227975507,387781962,393755,CloudPBX,192.102.255.83,43.6319,-79.3716,6983,"Earthlink, Inc.",23.29.21.74,32.468,-96.9873,378,0,0.0,1.0413588516885184,44.9973544973545,0
69,1654599251,387781962,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,6983,"Earthlink, Inc.",23.29.21.74,32.468,-96.9873,14,0,0.0,1.360715305617744,45.0,0
70,1654599250,387781962,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,6983,"Earthlink, Inc.",23.29.21.74,32.468,-96.9873,26,0,0.0,1.9212336640087098,44.96153846153846,0
71,3227975250,387781962,395152,CloudPBX,192.102.254.82,43.6319,-79.3716,6983,"Earthlink, Inc.",23.29.21.74,32.468,-96.9873,15,0,0.0,2.343543143810735,45.0,0
72,3227975251,387781962,395152,CloudPBX,192.102.254.83,43.6319,-79.3716,6983,"Earthlink, Inc.",23.29.21.74,32.468,-96.9873,4,0,0.0,0.3407438678774195,45.0,0
73,3227975506,387781963,393755,CloudPBX,192.102.255.82,43.6319,-79.3716,6983,"Earthlink, Inc.",23.29.21.75,32.468,-96.9873,332,0,0.0,1.5115469554839787,44.99096385542169,0
74,3227975507,387781963,393755,CloudPBX,192.102.255.83,43.6319,-79.3716,6983,"Earthlink, Inc.",23.29.21.75,32.468,-96.9873,376,0,0.0,0.9765090133124212,44.98936170212766,0
75,1654599250,387781963,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,6983,"Earthlink, Inc.",23.29.21.75,32.468,-96.9873,22,0,0.0,1.9423219099992217,45.0,0
76,1654599251,387781963,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,6983,"Earthlink, Inc.",23.29.21.75,32.468,-96.9873,10,0,0.0,2.399257226021624,45.0,0
77,3227975250,387781963,395152,CloudPBX,192.102.254.82,43.6319,-79.3716,6983,"Earthlink, Inc.",23.29.21.75,32.468,-96.9873,13,0,0.0,1.746040031543737,45.0,0
78,3227975251,387781963,395152,CloudPBX,192.102.254.83,43.6319,-79.3716,6983,"Earthlink, Inc.",23.29.21.75,32.468,-96.9873,9,0,0.0,2.2541970871970403,45.0,0
79,3227975507,387781978,393755,CloudPBX,192.102.255.83,43.6319,-79.3716,6983,"Earthlink, Inc.",23.29.21.90,32.468,-96.9873,479,0,0.0,0.8948283768869303,44.97494780793319,0
80,3227975506,387781978,393755,CloudPBX,192.102.255.82,43.6319,-79.3716,6983,"Earthlink, Inc.",23.29.21.90,32.468,-96.9873,557,0,0.0,1.0153509130289626,44.98563734290844,0
81,1654599250,387781978,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,6983,"Earthlink, Inc.",23.29.21.90,32.468,-96.9873,28,0,0.0,1.7526902492228413,45.0,0
82,1654599251,387781978,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,6983,"Earthlink, Inc.",23.29.21.90,32.468,-96.9873,28,0,0.0,1.6961167016737324,44.92857142857143,0
83,3227975251,387781978,395152,CloudPBX,192.102.254.83,43.6319,-79.3716,6983,"Earthlink, Inc.",23.29.21.90,32.468,-96.9873,17,0,0.0,0.5881452644228993,45.0,0
84,3227975250,387781978,395152,CloudPBX,192.102.254.82,43.6319,-79.3716,6983,"Earthlink, Inc.",23.29.21.90,32.468,-96.9873,9,0,0.0,2.7658764087090493,44.333333333333336,1
85,3227975506,387781979,393755,CloudPBX,192.102.255.82,43.6319,-79.3716,6983,"Earthlink, Inc.",23.29.21.91,32.468,-96.9873,561,0,0.0,0.8169946484846271,44.95008912655972,0
86,3227975507,387781979,393755,CloudPBX,192.102.255.83,43.6319,-79.3716,6983,"Earthlink, Inc.",23.29.21.91,32.468,-96.9873,540,0,0.0,1.1084815886537052,44.98518518518519,0
87,1654599250,387781979,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,6983,"Earthlink, Inc.",23.29.21.91,32.468,-96.9873,28,0,0.0,1.2227185154060258,45.0,0
88,1654599251,387781979,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,6983,"Earthlink, Inc.",23.29.21.91,32.468,-96.9873,18,0,0.0,1.1147047835749129,45.0,0
89,3227975250,387781979,395152,CloudPBX,192.102.254.82,43.6319,-79.3716,6983,"Earthlink, Inc.",23.29.21.91,32.468,-96.9873,12,0,0.0,1.9174013151349236,45.0,0
90,3227975251,387781979,395152,CloudPBX,192.102.254.83,43.6319,-79.3716,6983,"Earthlink, Inc.",23.29.21.91,32.468,-96.9873,14,0,0.0,1.505070308850413,45.0,0
91,3227975251,391880440,395152,CloudPBX,192.102.254.83,43.6319,-79.3716,5645,"TekSavvy Solutions, Inc.",23.91.158.248,43.7068,-79.517,10,0,0.0,1.1464250760244685,45.0,0
92,3227975250,391880440,395152,CloudPBX,192.102.254.82,43.6319,-79.3716,5645,"TekSavvy Solutions, Inc.",23.91.158.248,43.7068,-79.517,14,0,0.0,0.23151383372606274,45.0,0
93,1654599251,391910244,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,63949,"Linode, LLC",23.92.19.100,40.7357,-74.1724,1,0,0.0,0.8812949640287769,45.0,0
94,3227975507,391910244,393755,CloudPBX,192.102.255.83,43.6319,-79.3716,63949,"Linode, LLC",23.92.19.100,40.7357,-74.1724,2,0,0.0,0.03117692907248636,45.0,0
95,3227975506,391940137,393755,CloudPBX,192.102.255.82,43.6319,-79.3716,40788,Start Communications,23.92.136.41,42.9578,-82.2777,2,0,0.0,0.0,45.0,0
96,3227975507,397803714,393755,CloudPBX,192.102.255.83,43.6319,-79.3716,395043,Ascent Energy Services Inc.,23.182.0.194,42.7779,-81.1769,3,0,0.0,1.7866093101520946,45.0,0
97,3227975507,401151516,393755,CloudPBX,192.102.255.83,43.6319,-79.3716,5645,"TekSavvy Solutions, Inc.",23.233.22.28,42.7597,-81.1762,2,0,0.0,1.917808219178082,45.0,0
98,3227975506,401151516,393755,CloudPBX,192.102.255.82,43.6319,-79.3716,5645,"TekSavvy Solutions, Inc.",23.233.22.28,42.7597,-81.1762,4,0,0.0,1.7058823529411764,45.0,0
99,3227975250,404020096,395152,CloudPBX,192.102.254.82,43.6319,-79.3716,7922,"Comcast Cable Communications, LLC",24.20.219.128,45.4509,-122.6962,1,0,0.0,3.24468085106383,42.0,0
100,3227975506,405133426,393755,CloudPBX,192.102.255.82,43.6319,-79.3716,5769,Videotron Telecom Ltee,24.37.216.114,45.5394,-73.6513,1307,2,0.001530221882172915,9.362965012084606,44.70849273144606,14
101,1654599250,405133426,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,5769,Videotron Telecom Ltee,24.37.216.114,45.5394,-73.6513,304,1,0.003289473684210526,8.728600416458272,44.44078947368421,2
102,3227975507,405133426,393755,CloudPBX,192.102.255.83,43.6319,-79.3716,5769,Videotron Telecom Ltee,24.37.216.114,45.5394,-73.6513,1255,15,0.01195219123505976,8.791505629450755,44.56334661354582,28
103,1654599251,405133426,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,5769,Videotron Telecom Ltee,24.37.216.114,45.5394,-73.6513,331,1,0.0030211480362537764,9.063963274382523,44.72205438066465,3
104,3227975250,405133426,395152,CloudPBX,192.102.254.82,43.6319,-79.3716,5769,Videotron Telecom Ltee,24.37.216.114,45.5394,-73.6513,3,0,0.0,1.790316962730756,45.0,0
105,3227975251,405133426,395152,CloudPBX,192.102.254.83,43.6319,-79.3716,5769,Videotron Telecom Ltee,24.37.216.114,45.5394,-73.6513,2,0,0.0,1.129646176731927,45.0,0
106,3227975507,405971071,393755,CloudPBX,192.102.255.83,43.6319,-79.3716,40788,Start Communications,24.50.160.127,43.2266,-79.8499,322,0,0.0,0.09337374762846445,44.953416149068325,0
107,3227975506,405971071,393755,CloudPBX,192.102.255.82,43.6319,-79.3716,40788,Start Communications,24.50.160.127,43.2266,-79.8499,276,2,0.007246376811594203,0.2708388585961861,44.78623188405797,4
108,3227975507,405971412,393755,CloudPBX,192.102.255.83,43.6319,-79.3716,40788,Start Communications,24.50.161.212,43.7432,-79.5876,30,0,0.0,0.3750973575370178,45.0,0
109,3227975506,405971412,393755,CloudPBX,192.102.255.82,43.6319,-79.3716,40788,Start Communications,24.50.161.212,43.7432,-79.5876,20,0,0.0,0.5132871278388056,45.0,0
110,3227975507,405971428,393755,CloudPBX,192.102.255.83,43.6319,-79.3716,40788,Start Communications,24.50.161.228,43.7432,-79.5876,74,2,0.02702702702702703,0.3519440091976947,44.189189189189186,2
111,3227975506,405971428,393755,CloudPBX,192.102.255.82,43.6319,-79.3716,40788,Start Communications,24.50.161.228,43.7432,-79.5876,94,0,0.0,0.08173190324235667,44.95744680851064,0
112,3227975507,405971488,393755,CloudPBX,192.102.255.83,43.6319,-79.3716,40788,Start Communications,24.50.162.32,43.323,-79.8092,34,0,0.0,0.26832890896777806,45.0,0
113,3227975506,405971488,393755,CloudPBX,192.102.255.82,43.6319,-79.3716,40788,Start Communications,24.50.162.32,43.323,-79.8092,16,0,0.0,0.23477583461254475,45.0,0
114,3227975506,405971506,393755,CloudPBX,192.102.255.82,43.6319,-79.3716,40788,Start Communications,24.50.162.50,43.323,-79.8092,2,0,0.0,0.4325186134069786,45.0,0
115,3227975506,405971611,393755,CloudPBX,192.102.255.82,43.6319,-79.3716,40788,Start Communications,24.50.162.155,43.323,-79.8092,18,0,0.0,0.4832307767323411,45.0,0
116,3227975507,405971611,393755,CloudPBX,192.102.255.83,43.6319,-79.3716,40788,Start Communications,24.50.162.155,43.323,-79.8092,12,0,0.0,0.4094985935134727,45.0,0
117,3227975506,405971680,393755,CloudPBX,192.102.255.82,43.6319,-79.3716,40788,Start Communications,24.50.162.224,43.323,-79.8092,74,0,0.0,0.3142404045446328,44.71621621621622,2
118,3227975507,405971680,393755,CloudPBX,192.102.255.83,43.6319,-79.3716,40788,Start Communications,24.50.162.224,43.323,-79.8092,87,0,0.0,0.2914610049422258,44.88505747126437,0
119,3227975506,405971743,393755,CloudPBX,192.102.255.82,43.6319,-79.3716,40788,Start Communications,24.50.163.31,43.323,-79.8092,90,0,0.0,0.4236622465546214,44.25555555555555,0
120,3227975507,405971743,393755,CloudPBX,192.102.255.83,43.6319,-79.3716,40788,Start Communications,24.50.163.31,43.323,-79.8092,64,2,0.03125,0.298600699035858,44.1875,2
121,3227975506,405971847,393755,CloudPBX,192.102.255.82,43.6319,-79.3716,40788,Start Communications,24.50.163.135,43.323,-79.8092,10,0,0.0,0.5154867953911767,44.8,0
122,3227975507,405971847,393755,CloudPBX,192.102.255.83,43.6319,-79.3716,40788,Start Communications,24.50.163.135,43.323,-79.8092,7,0,0.0,0.29608774172256025,45.0,0
123,3227975506,405971874,393755,CloudPBX,192.102.255.82,43.6319,-79.3716,40788,Start Communications,24.50.163.162,42.9976,-81.2563,30,0,0.0,0.3781643902680642,44.9,0
124,3227975507,405971874,393755,CloudPBX,192.102.255.83,43.6319,-79.3716,40788,Start Communications,24.50.163.162,42.9976,-81.2563,40,0,0.0,0.44972560686761576,44.95,0
125,3227975507,405971887,393755,CloudPBX,192.102.255.83,43.6319,-79.3716,40788,Start Communications,24.50.163.175,42.9976,-81.2563,91,0,0.0,0.12498439191469213,44.879120879120876,1
126,3227975506,405971887,393755,CloudPBX,192.102.255.82,43.6319,-79.3716,40788,Start Communications,24.50.163.175,42.9976,-81.2563,78,0,0.0,0.22841610641752638,44.97435897435897,0
127,3227975507,405972036,393755,CloudPBX,192.102.255.83,43.6319,-79.3716,40788,Start Communications,24.50.164.68,43.8,-79.4167,10,0,0.0,0.47413356811589613,44.4,0
128,3227975506,405972036,393755,CloudPBX,192.102.255.82,43.6319,-79.3716,40788,Start Communications,24.50.164.68,43.8,-79.4167,6,0,0.0,0.4375313814587937,44.166666666666664,0
129,3227975506,405972123,393755,CloudPBX,192.102.255.82,43.6319,-79.3716,40788,Start Communications,24.50.164.155,43.8,-79.4167,2,0,0.0,0.0,45.0,0
130,3227975506,405972383,393755,CloudPBX,192.102.255.82,43.6319,-79.3716,40788,Start Communications,24.50.165.159,43.8,-79.4167,10,0,0.0,1.1105174580817565,45.0,0
131,3227975507,405972393,393755,CloudPBX,192.102.255.83,43.6319,-79.3716,40788,Start Communications,24.50.165.169,43.8,-79.4167,102,0,0.0,0.0994784841661643,44.950980392156865,0
132,3227975506,405972393,393755,CloudPBX,192.102.255.82,43.6319,-79.3716,40788,Start Communications,24.50.165.169,43.8,-79.4167,144,0,0.0,0.1011674219735631,44.99305555555556,0
133,3227975506,405972557,393755,CloudPBX,192.102.255.82,43.6319,-79.3716,40788,Start Communications,24.50.166.77,43.5588,-80.3004,76,1,0.013157894736842105,0.4215804641491717,44.0,3
134,3227975507,405972557,393755,CloudPBX,192.102.255.83,43.6319,-79.3716,40788,Start Communications,24.50.166.77,43.5588,-80.3004,84,0,0.0,0.413800434208103,44.29761904761905,1
135,1654599250,405972557,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,40788,Start Communications,24.50.166.77,43.5588,-80.3004,2,0,0.0,0.6942380366813661,44.5,0
136,1654599251,405972557,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,40788,Start Communications,24.50.166.77,43.5588,-80.3004,2,0,0.0,0.25516795865633074,42.0,0
137,3227975250,405972557,395152,CloudPBX,192.102.254.82,43.6319,-79.3716,40788,Start Communications,24.50.166.77,43.5588,-80.3004,1,0,0.0,0.2222222222222222,45.0,0
138,3227975507,405972604,393755,CloudPBX,192.102.255.83,43.6319,-79.3716,40788,Start Communications,24.50.166.124,43.5588,-80.3004,45,0,0.0,0.20543597442945982,45.0,0
139,3227975506,405972604,393755,CloudPBX,192.102.255.82,43.6319,-79.3716,40788,Start Communications,24.50.166.124,43.5588,-80.3004,43,0,0.0,0.26052294884578625,45.0,0
140,3227975250,405972604,395152,CloudPBX,192.102.254.82,43.6319,-79.3716,40788,Start Communications,24.50.166.124,43.5588,-80.3004,2,0,0.0,0.4324738482609881,45.0,0
141,1654599251,405972604,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,40788,Start Communications,24.50.166.124,43.5588,-80.3004,1,0,0.0,0.22750424448217318,45.0,0
142,3227975506,405972613,393755,CloudPBX,192.102.255.82,43.6319,-79.3716,40788,Start Communications,24.50.166.133,42.7898,-80.204,6,0,0.0,0.5097165247825187,45.0,0
143,3227975507,405972613,393755,CloudPBX,192.102.255.83,43.6319,-79.3716,40788,Start Communications,24.50.166.133,42.7898,-80.204,10,0,0.0,0.5501479112843823,44.8,0
144,3227975506,405972835,393755,CloudPBX,192.102.255.82,43.6319,-79.3716,40788,Start Communications,24.50.167.99,42.9582,-81.238,13,0,0.0,0.28344199288318717,45.0,0
