,,a_saddr,b_saddr,a_saddr_asn,a_saddr_asorg,a_saddr_asip,b_saddr_asn,b_saddr_asorg,b_saddr_asip
75892875,2018-04-27,3227975506,405975350,393755,CloudPBX,192.102.255.82,40788,Start Communications,24.50.177.54
76040861,2018-04-30,3227975507,405975350,393755,CloudPBX,192.102.255.83,40788,Start Communications,24.50.177.54
75255151,2018-04-22,3227975251,405975351,395152,CloudPBX,192.102.254.83,40788,Start Communications,24.50.177.55
75258409,2018-04-22,3227975250,405975351,395152,CloudPBX,192.102.254.82,40788,Start Communications,24.50.177.55
66478253,2018-01-29,3227975506,405975515,393755,CloudPBX,192.102.255.82,40788,Start Communications,24.50.177.219
66614634,2018-01-30,3227975507,405975515,393755,CloudPBX,192.102.255.83,40788,Start Communications,24.50.177.219
64507049,2018-01-02,3227975506,405975594,393755,CloudPBX,192.102.255.82,40788,Start Communications,24.50.178.42
64508564,2018-01-02,3227975507,405975594,393755,CloudPBX,192.102.255.83,40788,Start Communications,24.50.178.42
74399507,2018-04-13,3227975251,405975608,395152,CloudPBX,192.102.254.83,40788,Start Communications,24.50.178.56
74418995,2018-04-13,3227975250,405975608,395152,CloudPBX,192.102.254.82,40788,Start Communications,24.50.178.56
75442930,2018-04-24,3227975507,405975617,393755,CloudPBX,192.102.255.83,40788,Start Communications,24.50.178.65
75477285,2018-04-24,3227975506,405975617,393755,CloudPBX,192.102.255.82,40788,Start Communications,24.50.178.65
65893656,2018-01-19,3227975507,405975663,393755,CloudPBX,192.102.255.83,40788,Start Communications,24.50.178.111
65902065,2018-01-19,3227975506,405975663,393755,CloudPBX,192.102.255.82,40788,Start Communications,24.50.178.111
75283051,2018-04-23,3227975507,405975773,393755,CloudPBX,192.102.255.83,40788,Start Communications,24.50.178.221
75299613,2018-04-23,3227975506,405975773,393755,CloudPBX,192.102.255.82,40788,Start Communications,24.50.178.221
77735024,2018-05-16,3227975506,405975800,393755,CloudPBX,192.102.255.82,40788,Start Communications,24.50.178.248
76618435,2018-05-04,3227975506,405976133,393755,CloudPBX,192.102.255.82,40788,Start Communications,24.50.180.69
77792774,2018-05-16,3227975250,405976237,395152,CloudPBX,192.102.254.82,40788,Start Communications,24.50.180.173
77822290,2018-05-17,3227975251,405976237,395152,CloudPBX,192.102.254.83,40788,Start Communications,24.50.180.173
78035067,2018-05-22,3227975507,405976237,393755,CloudPBX,192.102.255.83,40788,Start Communications,24.50.180.173
75953108,2018-04-29,3227975506,405976275,393755,CloudPBX,192.102.255.82,40788,Start Communications,24.50.180.211
75958221,2018-04-30,3227975507,405976275,393755,CloudPBX,192.102.255.83,40788,Start Communications,24.50.180.211
77687154,2018-05-15,3227975250,405976310,395152,CloudPBX,192.102.254.82,40788,Start Communications,24.50.180.246
77700716,2018-05-15,3227975251,405976310,395152,CloudPBX,192.102.254.83,40788,Start Communications,24.50.180.246
77702062,2018-05-15,3227975506,405976310,393755,CloudPBX,192.102.255.82,40788,Start Communications,24.50.180.246
75591501,2018-04-25,3227975506,405976391,393755,CloudPBX,192.102.255.82,40788,Start Communications,24.50.181.71
75592783,2018-04-25,3227975507,405976391,393755,CloudPBX,192.102.255.83,40788,Start Communications,24.50.181.71
77494945,2018-05-14,3227975506,405976688,393755,CloudPBX,192.102.255.82,40788,Start Communications,24.50.182.112
77501516,2018-05-14,3227975507,405976688,393755,CloudPBX,192.102.255.83,40788,Start Communications,24.50.182.112
77017138,2018-05-09,3227975507,405976992,393755,CloudPBX,192.102.255.83,40788,Start Communications,24.50.183.160
77019884,2018-05-09,3227975506,405976992,393755,CloudPBX,192.102.255.82,40788,Start Communications,24.50.183.160
64531000,2018-01-02,3227975507,405977053,393755,CloudPBX,192.102.255.83,40788,Start Communications,24.50.183.221
64563811,2018-01-02,3227975506,405977053,393755,CloudPBX,192.102.255.82,40788,Start Communications,24.50.183.221
74725767,2018-04-17,3227975506,405977188,393755,CloudPBX,192.102.255.82,40788,Start Communications,24.50.184.100
74888399,2018-04-18,3227975507,405977188,393755,CloudPBX,192.102.255.83,40788,Start Communications,24.50.184.100
67214198,2018-02-05,3227975506,405977269,393755,CloudPBX,192.102.255.82,40788,Start Communications,24.50.184.181
67241937,2018-02-05,3227975507,405977269,393755,CloudPBX,192.102.255.83,40788,Start Communications,24.50.184.181
67836203,2018-02-09,3227975251,405977353,395152,CloudPBX,192.102.254.83,40788,Start Communications,24.50.185.9
67839203,2018-02-09,3227975250,405977353,395152,CloudPBX,192.102.254.82,40788,Start Communications,24.50.185.9
69057013,2018-02-22,3227975506,405977353,393755,CloudPBX,192.102.255.82,40788,Start Communications,24.50.185.9
69059982,2018-02-22,3227975507,405977353,393755,CloudPBX,192.102.255.83,40788,Start Communications,24.50.185.9
70658298,2018-03-09,1654599250,405977353,395766,CloudPBX,98.159.46.82,40788,Start Communications,24.50.185.9
78728679,2018-05-31,3227975506,405977522,393755,CloudPBX,192.102.255.82,40788,Start Communications,24.50.185.178
77677125,2018-05-15,3227975507,405977582,393755,CloudPBX,192.102.255.83,40788,Start Communications,24.50.185.238
77701413,2018-05-15,3227975506,405977582,393755,CloudPBX,192.102.255.82,40788,Start Communications,24.50.185.238
68022582,2018-02-13,3227975507,405977619,393755,CloudPBX,192.102.255.83,40788,Start Communications,24.50.186.19
68042868,2018-02-13,3227975506,405977619,393755,CloudPBX,192.102.255.82,40788,Start Communications,24.50.186.19
74192260,2018-04-11,3227975250,405977978,395152,CloudPBX,192.102.254.82,40788,Start Communications,24.50.187.122
74255620,2018-04-11,3227975251,405977978,395152,CloudPBX,192.102.254.83,40788,Start Communications,24.50.187.122
64952327,2018-01-08,3227975506,405978084,393755,CloudPBX,192.102.255.82,40788,Start Communications,24.50.187.228
64953346,2018-01-08,3227975507,405978084,393755,CloudPBX,192.102.255.83,40788,Start Communications,24.50.187.228
66111084,2018-01-23,1654599250,405978084,395766,CloudPBX,98.159.46.82,40788,Start Communications,24.50.187.228
66112609,2018-01-23,3227975250,405978084,395152,CloudPBX,192.102.254.82,40788,Start Communications,24.50.187.228
66120207,2018-01-23,3227975251,405978084,395152,CloudPBX,192.102.254.83,40788,Start Communications,24.50.187.228
66128863,2018-01-23,1654599251,405978084,395766,CloudPBX,98.159.46.83,40788,Start Communications,24.50.187.228
74067315,2018-04-10,3227975506,405978301,393755,CloudPBX,192.102.255.82,40788,Start Communications,24.50.188.189
74136038,2018-04-11,3227975507,405978301,393755,CloudPBX,192.102.255.83,40788,Start Communications,24.50.188.189
65896319,2018-01-19,3227975506,405978381,393755,CloudPBX,192.102.255.82,40788,Start Communications,24.50.189.13
65898995,2018-01-19,3227975507,405978381,393755,CloudPBX,192.102.255.83,40788,Start Communications,24.50.189.13
66099971,2018-01-23,3227975251,405978381,395152,CloudPBX,192.102.254.83,40788,Start Communications,24.50.189.13
66113763,2018-01-23,1654599251,405978381,395766,CloudPBX,98.159.46.83,40788,Start Communications,24.50.189.13
66115084,2018-01-23,1654599250,405978381,395766,CloudPBX,98.159.46.82,40788,Start Communications,24.50.189.13
66118647,2018-01-23,3227975250,405978381,395152,CloudPBX,192.102.254.82,40788,Start Communications,24.50.189.13
75707052,2018-04-26,3227975507,405978519,393755,CloudPBX,192.102.255.83,40788,Start Communications,24.50.189.151
75714674,2018-04-26,3227975506,405978519,393755,CloudPBX,192.102.255.82,40788,Start Communications,24.50.189.151
75431633,2018-04-24,3227975507,405978584,393755,CloudPBX,192.102.255.83,40788,Start Communications,24.50.189.216
75594270,2018-04-25,3227975506,405978584,393755,CloudPBX,192.102.255.82,40788,Start Communications,24.50.189.216
78156828,2018-05-23,3227975251,405978584,395152,CloudPBX,192.102.254.83,40788,Start Communications,24.50.189.216
78180661,2018-05-23,1654599250,405978584,395766,CloudPBX,98.159.46.82,40788,Start Communications,24.50.189.216
68313442,2018-02-15,3227975506,405978944,393755,CloudPBX,192.102.255.82,40788,Start Communications,24.50.191.64
68315858,2018-02-15,3227975507,405978944,393755,CloudPBX,192.102.255.83,40788,Start Communications,24.50.191.64
77421747,2018-05-12,3227975506,405978963,393755,CloudPBX,192.102.255.82,40788,Start Communications,24.50.191.83
77424093,2018-05-12,3227975507,405978963,393755,CloudPBX,192.102.255.83,40788,Start Communications,24.50.191.83
78122615,2018-05-23,1654599251,405978963,395766,CloudPBX,98.159.46.83,40788,Start Communications,24.50.191.83
78122770,2018-05-23,1654599250,405978963,395766,CloudPBX,98.159.46.82,40788,Start Communications,24.50.191.83
78133087,2018-05-23,3227975251,405978963,395152,CloudPBX,192.102.254.83,40788,Start Communications,24.50.191.83
78133490,2018-05-23,3227975250,405978963,395152,CloudPBX,192.102.254.82,40788,Start Communications,24.50.191.83
64931386,2018-01-08,3227975507,405979134,393755,CloudPBX,192.102.255.83,40788,Start Communications,24.50.191.254
65067363,2018-01-09,3227975506,405979134,393755,CloudPBX,192.102.255.82,40788,Start Communications,24.50.191.254
66131254,2018-01-23,3227975251,405979134,395152,CloudPBX,192.102.254.83,40788,Start Communications,24.50.191.254
64805466,2018-01-05,3227975507,406152586,393755,CloudPBX,192.102.255.83,40788,Start Communications,24.53.101.138
72224366,2018-03-22,3227975507,406152627,393755,CloudPBX,192.102.255.83,40788,Start Communications,24.53.101.179
78351156,2018-05-25,3227975506,406152627,393755,CloudPBX,192.102.255.82,40788,Start Communications,24.53.101.179
70454909,2018-03-07,3227975506,406213497,393755,CloudPBX,192.102.255.82,40788,Start Communications,24.54.83.121
70623511,2018-03-08,3227975507,406214586,393755,CloudPBX,192.102.255.83,40788,Start Communications,24.54.87.186
68002452,2018-02-12,3227975506,406391121,393755,CloudPBX,192.102.255.82,7992,Cogeco Cable,24.57.9.81
69330276,2018-02-26,3227975507,406393939,393755,CloudPBX,192.102.255.83,7992,Cogeco Cable,24.57.20.83
78069015,2018-05-22,3227975506,406409065,393755,CloudPBX,192.102.255.82,7992,Cogeco Cable,24.57.79.105
74097077,2018-04-10,3227975506,406410401,393755,CloudPBX,192.102.255.82,7992,Cogeco Cable,24.57.84.161
66673466,2018-01-30,3227975506,406420199,393755,CloudPBX,192.102.255.82,7992,Cogeco Cable,24.57.122.231
74576700,2018-04-16,3227975507,406428973,393755,CloudPBX,192.102.255.83,7992,Cogeco Cable,24.57.157.45
68036596,2018-02-13,3227975507,406431600,393755,CloudPBX,192.102.255.83,7992,Cogeco Cable,24.57.167.112
77595592,2018-05-14,3227975507,406432109,393755,CloudPBX,192.102.255.83,7992,Cogeco Cable,24.57.169.109
73225940,2018-04-02,3227975507,406447374,393755,CloudPBX,192.102.255.83,7992,Cogeco Cable,24.57.229.14
66410786,2018-01-26,3227975507,406448690,393755,CloudPBX,192.102.255.83,7992,Cogeco Cable,24.57.234.50
65062548,2018-01-09,3227975250,407051730,395152,CloudPBX,192.102.254.82,6327,Shaw Communications Inc.,24.67.29.210
65073186,2018-01-09,3227975251,407051730,395152,CloudPBX,192.102.254.83,6327,Shaw Communications Inc.,24.67.29.210
65783942,2018-01-18,3227975250,407061635,395152,CloudPBX,192.102.254.82,6327,Shaw Communications Inc.,24.67.68.131
65823653,2018-01-18,3227975251,407061635,395152,CloudPBX,192.102.254.83,6327,Shaw Communications Inc.,24.67.68.131
73315760,2018-04-03,3227975251,407092585,395152,CloudPBX,192.102.254.83,6327,Shaw Communications Inc.,24.67.189.105
73465647,2018-04-04,3227975250,407092585,395152,CloudPBX,192.102.254.82,6327,Shaw Communications Inc.,24.67.189.105
64643747,2018-01-03,3227975251,407096164,395152,CloudPBX,192.102.254.83,6327,Shaw Communications Inc.,24.67.203.100
65573455,2018-01-16,3227975250,407096164,395152,CloudPBX,192.102.254.82,6327,Shaw Communications Inc.,24.67.203.100
74093357,2018-04-10,3227975251,407364792,395152,CloudPBX,192.102.254.83,6327,Shaw Communications Inc.,24.71.228.184
75013792,2018-04-19,3227975250,407364792,395152,CloudPBX,192.102.254.82,6327,Shaw Communications Inc.,24.71.228.184
76964341,2018-05-08,3227975507,407364792,393755,CloudPBX,192.102.255.83,6327,Shaw Communications Inc.,24.71.228.184
77995467,2018-05-21,3227975251,407371763,395152,CloudPBX,192.102.254.83,6327,Shaw Communications Inc.,24.71.255.243
76048861,2018-04-30,3227975251,407905521,395152,CloudPBX,192.102.254.83,6327,Shaw Communications Inc.,24.80.36.241
76085601,2018-04-30,3227975250,407905521,395152,CloudPBX,192.102.254.82,6327,Shaw Communications Inc.,24.80.36.241
78467755,2018-05-28,3227975250,407911751,395152,CloudPBX,192.102.254.82,6327,Shaw Communications Inc.,24.80.61.71
78475629,2018-05-28,3227975251,407911751,395152,CloudPBX,192.102.254.83,6327,Shaw Communications Inc.,24.80.61.71
70548077,2018-03-08,3227975251,407911773,395152,CloudPBX,192.102.254.83,6327,Shaw Communications Inc.,24.80.61.93
70553507,2018-03-08,3227975250,407911773,395152,CloudPBX,192.102.254.82,6327,Shaw Communications Inc.,24.80.61.93
77343510,2018-05-11,3227975250,407918446,395152,CloudPBX,192.102.254.82,6327,Shaw Communications Inc.,24.80.87.110
64555679,2018-01-02,3227975250,407927167,395152,CloudPBX,192.102.254.82,6327,Shaw Communications Inc.,24.80.121.127
64559613,2018-01-02,3227975251,407927167,395152,CloudPBX,192.102.254.83,6327,Shaw Communications Inc.,24.80.121.127
64534342,2018-01-02,3227975250,407931356,395152,CloudPBX,192.102.254.82,6327,Shaw Communications Inc.,24.80.137.220
64537654,2018-01-02,3227975251,407931356,395152,CloudPBX,192.102.254.83,6327,Shaw Communications Inc.,24.80.137.220
64833682,2018-01-05,3227975250,407933359,395152,CloudPBX,192.102.254.82,6327,Shaw Communications Inc.,24.80.145.175
64834401,2018-01-05,3227975251,407933359,395152,CloudPBX,192.102.254.83,6327,Shaw Communications Inc.,24.80.145.175
64550514,2018-01-02,3227975251,407949706,395152,CloudPBX,192.102.254.83,6327,Shaw Communications Inc.,24.80.209.138
64634523,2018-01-03,3227975250,407949706,395152,CloudPBX,192.102.254.82,6327,Shaw Communications Inc.,24.80.209.138
64553621,2018-01-02,3227975250,407950571,395152,CloudPBX,192.102.254.82,6327,Shaw Communications Inc.,24.80.212.235
64650813,2018-01-03,3227975251,407950571,395152,CloudPBX,192.102.254.83,6327,Shaw Communications Inc.,24.80.212.235
64574760,2018-01-02,3227975250,407953015,395152,CloudPBX,192.102.254.82,6327,Shaw Communications Inc.,24.80.222.119
64746556,2018-01-04,3227975251,407953015,395152,CloudPBX,192.102.254.83,6327,Shaw Communications Inc.,24.80.222.119
72147409,2018-03-21,3227975507,407953015,393755,CloudPBX,192.102.255.83,6327,Shaw Communications Inc.,24.80.222.119
77955584,2018-05-18,3227975506,407953015,393755,CloudPBX,192.102.255.82,6327,Shaw Communications Inc.,24.80.222.119
77966090,2018-05-18,1654599251,407953015,395766,CloudPBX,98.159.46.83,6327,Shaw Communications Inc.,24.80.222.119
77969659,2018-05-18,1654599250,407953015,395766,CloudPBX,98.159.46.82,6327,Shaw Communications Inc.,24.80.222.119
64550768,2018-01-02,3227975251,408198199,395152,CloudPBX,192.102.254.83,6327,Shaw Communications Inc.,24.84.156.55
64569292,2018-01-02,3227975250,408198199,395152,CloudPBX,192.102.254.82,6327,Shaw Communications Inc.,24.84.156.55
69057839,2018-02-22,3227975506,408198199,393755,CloudPBX,192.102.255.82,6327,Shaw Communications Inc.,24.84.156.55
64600822,2018-01-03,3227975251,408213831,395152,CloudPBX,192.102.254.83,6327,Shaw Communications Inc.,24.84.217.71
64696998,2018-01-04,3227975250,408213831,395152,CloudPBX,192.102.254.82,6327,Shaw Communications Inc.,24.84.217.71
64765152,2018-01-04,3227975251,408226899,395152,CloudPBX,192.102.254.83,6327,Shaw Communications Inc.,24.85.12.83
64869210,2018-01-05,3227975250,408226899,395152,CloudPBX,192.102.254.82,6327,Shaw Communications Inc.,24.85.12.83
76243580,2018-05-01,3227975250,408325794,395152,CloudPBX,192.102.254.82,6327,Shaw Communications Inc.,24.86.142.162
65113789,2018-01-09,3227975251,408397590,395152,CloudPBX,192.102.254.83,6327,Shaw Communications Inc.,24.87.167.22
65207124,2018-01-10,3227975250,408397590,395152,CloudPBX,192.102.254.82,6327,Shaw Communications Inc.,24.87.167.22
69698819,2018-02-28,3227975507,408397590,393755,CloudPBX,192.102.255.83,6327,Shaw Communications Inc.,24.87.167.22
72722786,2018-03-27,3227975506,408397590,393755,CloudPBX,192.102.255.82,6327,Shaw Communications Inc.,24.87.167.22
73477262,2018-04-04,3227975251,408408257,395152,CloudPBX,192.102.254.83,6327,Shaw Communications Inc.,24.87.208.193
74260331,2018-04-11,3227975506,408408257,393755,CloudPBX,192.102.255.82,6327,Shaw Communications Inc.,24.87.208.193
74491582,2018-04-13,3227975250,408408257,395152,CloudPBX,192.102.254.82,6327,Shaw Communications Inc.,24.87.208.193
74827513,2018-04-18,3227975507,408408257,393755,CloudPBX,192.102.255.83,6327,Shaw Communications Inc.,24.87.208.193
75195779,2018-04-20,1654599251,408408257,395766,CloudPBX,98.159.46.83,6327,Shaw Communications Inc.,24.87.208.193
75209671,2018-04-20,1654599250,408408257,395766,CloudPBX,98.159.46.82,6327,Shaw Communications Inc.,24.87.208.193
65272124,2018-01-11,3227975250,408516740,395152,CloudPBX,192.102.254.82,21804,Access Communications Co-operative Limited,24.89.120.132
65304314,2018-01-11,3227975251,408516740,395152,CloudPBX,192.102.254.83,21804,Access Communications Co-operative Limited,24.89.120.132
65380008,2018-01-12,1654599250,408516740,395766,CloudPBX,98.159.46.82,21804,Access Communications Co-operative Limited,24.89.120.132
71220661,2018-03-14,3227975507,408516740,393755,CloudPBX,192.102.255.83,21804,Access Communications Co-operative Limited,24.89.120.132
72838148,2018-03-28,1654599251,408516740,395766,CloudPBX,98.159.46.83,21804,Access Communications Co-operative Limited,24.89.120.132
74225137,2018-04-11,3227975506,408516740,393755,CloudPBX,192.102.255.82,21804,Access Communications Co-operative Limited,24.89.120.132
64583800,2018-01-02,3227975250,408516741,395152,CloudPBX,192.102.254.82,21804,Access Communications Co-operative Limited,24.89.120.133
64774499,2018-01-04,3227975507,408516741,393755,CloudPBX,192.102.255.83,21804,Access Communications Co-operative Limited,24.89.120.133
65238417,2018-01-11,3227975506,408516741,393755,CloudPBX,192.102.255.82,21804,Access Communications Co-operative Limited,24.89.120.133
65312476,2018-01-11,3227975251,408516741,395152,CloudPBX,192.102.254.83,21804,Access Communications Co-operative Limited,24.89.120.133
70292788,2018-03-06,1654599251,408516741,395766,CloudPBX,98.159.46.83,21804,Access Communications Co-operative Limited,24.89.120.133
75583778,2018-04-25,1654599250,408516741,395766,CloudPBX,98.159.46.82,21804,Access Communications Co-operative Limited,24.89.120.133
64724928,2018-01-04,1654599250,409513613,395766,CloudPBX,98.159.46.82,7311,Frontier Networks,24.104.174.141
