,a_saddr,b_saddr,a_saddr_asn,a_saddr_asorg,a_saddr_as_ip,a_saddr_lat,a_saddr_long,b_saddr_asn,b_saddr_asorg,b_saddr_as_ip,b_saddr_lat,b_saddr_long,send_A
11101,410719962,1654599250,33363,"BRIGHT HOUSE NETWORKS, LLC",24.123.22.218,40.5099,-85.6264,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,True
11102,3227975507,412232415,393755,CloudPBX,192.102.255.83,43.6319,-79.3716,7992,Cogeco Cable,24.146.42.223,42.95,-82.1167,False
11165,3227975506,1177845440,393755,CloudPBX,192.102.255.82,43.6319,-79.3716,577,Bell Canada,70.52.126.192,43.8333,-79.5,False
11181,3227975507,1176303759,393755,CloudPBX,192.102.255.83,43.6319,-79.3716,36522,BELL MOBILITY INC.,70.28.248.143,44.2099,-80.6238,False
11187,3227975507,2892906962,393755,CloudPBX,192.102.255.83,43.6319,-79.3716,15290,Allstream Corp.,172.110.65.210,43.6655,-79.4204,False
11256,1761238353,3227975506,15128,Comwave Telecom Inc.,104.250.93.81,43.8432,-79.5644,393755,CloudPBX,192.102.255.82,43.6319,-79.3716,True
11292,1677535485,1654599251,812,Rogers Communications Canada Inc.,99.253.40.253,47.5334,-52.7595,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,True
11308,2734649395,3227975506,40788,Start Communications,162.255.112.51,43.623,-79.3936,393755,CloudPBX,192.102.255.82,43.6319,-79.3716,True
11316,3227975506,1675801513,393755,CloudPBX,192.102.255.82,43.6319,-79.3716,812,Rogers Communications Canada Inc.,99.226.179.169,43.1432,-80.7338,False
11429,3640368787,3227975250,14007,Skyway West,216.251.158.147,49.2807,-123.0397,395152,CloudPBX,192.102.254.82,43.6319,-79.3716,True
11476,3332465478,3227975507,6171,WorldGate,198.161.99.70,53.4914,-113.4802,393755,CloudPBX,192.102.255.83,43.6319,-79.3716,True
11498,417208698,3227975506,11260,EastLink,24.222.25.122,45.2,-64.1167,393755,CloudPBX,192.102.255.82,43.6319,-79.3716,True
11503,1668866301,3227975506,7018,"AT&T Services, Inc.",99.120.224.253,42.5038,-83.4764,393755,CloudPBX,192.102.255.82,43.6319,-79.3716,True
11550,3476451441,3227975507,20161,TeraGo Networks Inc.,207.54.112.113,43.8227,-79.3946,393755,CloudPBX,192.102.255.83,43.6319,-79.3716,True
11568,1668866301,3227975507,7018,"AT&T Services, Inc.",99.120.224.253,42.5038,-83.4764,393755,CloudPBX,192.102.255.83,43.6319,-79.3716,True
11583,3227975250,1677282775,395152,CloudPBX,192.102.254.82,43.6319,-79.3716,812,Rogers Communications Canada Inc.,99.249.77.215,44.0433,-79.4912,False
11607,2389713698,3227975507,577,Bell Canada,142.112.35.34,43.6656,-79.383,393755,CloudPBX,192.102.255.83,43.6319,-79.3716,True
11618,3512424079,3227975251,852,TELUS Communications Inc.,209.91.86.143,53.585,-113.5526,395152,CloudPBX,192.102.254.83,43.6319,-79.3716,True
11625,1208104646,3227975250,6327,Shaw Communications Inc.,72.2.54.198,49.0997,-122.6526,395152,CloudPBX,192.102.254.82,43.6319,-79.3716,True
11628,3227975250,3455714514,395152,CloudPBX,192.102.254.82,43.6319,-79.3716,852,TELUS Communications Inc.,205.250.4.210,49.076,-121.9883,False
11665,1676917179,3227975507,812,Rogers Communications Canada Inc.,99.243.185.187,43.0443,-81.2391,393755,CloudPBX,192.102.255.83,43.6319,-79.3716,True
11738,3507478250,1654599251,13768,Cogeco Peer 1,209.15.222.234,43.6021,-79.5402,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,True
11775,3492161874,3227975250,852,TELUS Communications Inc.,208.38.41.82,51.0242,-114.1004,395152,CloudPBX,192.102.254.82,43.6319,-79.3716,True
11781,3227975250,3492161874,395152,CloudPBX,192.102.254.82,43.6319,-79.3716,852,TELUS Communications Inc.,208.38.41.82,51.0242,-114.1004,False
11794,405971680,3227975507,40788,Start Communications,24.50.162.224,43.323,-79.8092,393755,CloudPBX,192.102.255.83,43.6319,-79.3716,True
11855,3233437606,3227975507,7992,Cogeco Cable,192.186.87.166,42.9578,-82.2777,393755,CloudPBX,192.102.255.83,43.6319,-79.3716,True
11872,3332465478,3227975506,6171,WorldGate,198.161.99.70,53.4914,-113.4802,393755,CloudPBX,192.102.255.82,43.6319,-79.3716,True
11882,409640138,1654599250,33363,"BRIGHT HOUSE NETWORKS, LLC",24.106.156.202,40.4894,-85.5977,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,True
11913,1210475242,3227975507,7992,Cogeco Cable,72.38.98.234,42.2949,-83.052,393755,CloudPBX,192.102.255.83,43.6319,-79.3716,True
11932,3476451441,3227975506,20161,TeraGo Networks Inc.,207.54.112.113,43.8227,-79.3946,393755,CloudPBX,192.102.255.82,43.6319,-79.3716,True
11940,3227975507,1676003536,393755,CloudPBX,192.102.255.83,43.6319,-79.3716,812,Rogers Communications Canada Inc.,99.229.200.208,43.6572,-79.3783,False
12012,3227975506,2730633589,393755,CloudPBX,192.102.255.82,43.6319,-79.3716,7018,"AT&T Services, Inc.",162.194.41.117,39.8512,-86.2651,False
12057,2886637142,1654599251,7018,"AT&T Services, Inc.",172.14.150.86,39.8227,-86.145,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,True
12063,3518471202,3227975507,7794,Execulink Telecom Inc.,209.183.156.34,42.9856,-81.1821,393755,CloudPBX,192.102.255.83,43.6319,-79.3716,True
12131,3227975507,3233437542,393755,CloudPBX,192.102.255.83,43.6319,-79.3716,7992,Cogeco Cable,192.186.87.102,42.9578,-82.2777,False
12147,3227975507,1611994918,393755,CloudPBX,192.102.255.83,43.6319,-79.3716,5769,Videotron Telecom Ltee,96.21.23.38,46.8287,-71.334,False
12206,1244849474,3227975250,14007,Skyway West,74.50.229.66,49.316,-123.0576,395152,CloudPBX,192.102.254.82,43.6319,-79.3716,True
12211,3227975250,1244849474,395152,CloudPBX,192.102.254.82,43.6319,-79.3716,14007,Skyway West,74.50.229.66,49.316,-123.0576,False
12222,3638379699,3227975506,7992,Cogeco Cable,216.221.68.179,42.9578,-82.2777,393755,CloudPBX,192.102.255.82,43.6319,-79.3716,True
12239,3227975506,412232343,393755,CloudPBX,192.102.255.82,43.6319,-79.3716,7992,Cogeco Cable,24.146.42.151,42.95,-82.1167,False
12258,1761238213,3227975506,15128,Comwave Telecom Inc.,104.250.92.197,43.0233,-81.1643,393755,CloudPBX,192.102.255.82,43.6319,-79.3716,True
12273,3346985660,3227975506,852,TELUS Communications Inc.,199.126.242.188,53.55,-113.5,393755,CloudPBX,192.102.255.82,43.6319,-79.3716,True
12284,3227975506,2734649395,393755,CloudPBX,192.102.255.82,43.6319,-79.3716,40788,Start Communications,162.255.112.51,43.623,-79.3936,False
12353,3227975250,412233259,395152,CloudPBX,192.102.254.82,43.6319,-79.3716,7992,Cogeco Cable,24.146.46.43,44.9001,-76.2494,False
12407,1611994918,3227975507,5769,Videotron Telecom Ltee,96.21.23.38,46.8287,-71.334,393755,CloudPBX,192.102.255.83,43.6319,-79.3716,True
12449,1177845440,3227975506,577,Bell Canada,70.52.126.192,43.8333,-79.5,393755,CloudPBX,192.102.255.82,43.6319,-79.3716,True
12522,3227975507,760135190,393755,CloudPBX,192.102.255.83,43.6319,-79.3716,7992,Cogeco Cable,45.78.190.22,42.3333,-82.0,False
12528,2393257259,3227975506,855,Bell Canada,142.166.53.43,47.5334,-52.7595,393755,CloudPBX,192.102.255.82,43.6319,-79.3716,True
12541,3227975506,846445455,393755,CloudPBX,192.102.255.82,43.6319,-79.3716,7992,Cogeco Cable,50.115.187.143,42.9578,-82.2777,False
12581,3512424079,3227975250,852,TELUS Communications Inc.,209.91.86.143,53.585,-113.5526,395152,CloudPBX,192.102.254.82,43.6319,-79.3716,True
12590,3227975251,3091461651,395152,CloudPBX,192.102.254.83,43.6319,-79.3716,6327,Shaw Communications Inc.,184.67.246.19,49.1285,-122.6236,False
12627,3227975251,3640368787,395152,CloudPBX,192.102.254.83,43.6319,-79.3716,14007,Skyway West,216.251.158.147,49.2807,-123.0397,False
12858,3227975506,3091461651,393755,CloudPBX,192.102.255.82,43.6319,-79.3716,6327,Shaw Communications Inc.,184.67.246.19,49.1285,-122.6236,False
12888,3227975506,1749006169,393755,CloudPBX,192.102.255.82,43.6319,-79.3716,7018,"AT&T Services, Inc.",104.63.183.89,39.9738,-86.1765,False
12905,3227975507,1082947124,393755,CloudPBX,192.102.255.83,43.6319,-79.3716,40788,Start Communications,64.140.118.52,43.6572,-79.3783,False
12991,3227975251,3475125993,395152,CloudPBX,192.102.254.83,43.6319,-79.3716,6171,WorldGate,207.34.54.233,53.4154,-113.4178,False
13019,3638379090,3227975506,7992,Cogeco Cable,216.221.66.82,42.9888,-82.3592,393755,CloudPBX,192.102.255.82,43.6319,-79.3716,True
13021,3638379112,3227975506,7992,Cogeco Cable,216.221.66.104,42.9888,-82.3592,393755,CloudPBX,192.102.255.82,43.6319,-79.3716,True
13033,3227975507,1210458660,393755,CloudPBX,192.102.255.83,43.6319,-79.3716,7992,Cogeco Cable,72.38.34.36,42.9062,-82.11,False
13063,3227975506,2393098834,393755,CloudPBX,192.102.255.82,43.6319,-79.3716,855,Bell Canada,142.163.202.82,47.5124,-52.6729,False
13067,409640138,1654599251,33363,"BRIGHT HOUSE NETWORKS, LLC",24.106.156.202,40.4894,-85.5977,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,True
13087,3227975507,2730633589,393755,CloudPBX,192.102.255.83,43.6319,-79.3716,7018,"AT&T Services, Inc.",162.194.41.117,39.8512,-86.2651,False
13093,3227975506,3638379699,393755,CloudPBX,192.102.255.82,43.6319,-79.3716,7992,Cogeco Cable,216.221.68.179,42.9578,-82.2777,False
13133,3227975507,3233432126,393755,CloudPBX,192.102.255.83,43.6319,-79.3716,7992,Cogeco Cable,192.186.66.62,43.3799,-79.7668,False
13139,1210467570,3227975506,7992,Cogeco Cable,72.38.68.242,43.6319,-79.3716,393755,CloudPBX,192.102.255.82,43.6319,-79.3716,True
13187,3227975507,1677622403,393755,CloudPBX,192.102.255.83,43.6319,-79.3716,812,Rogers Communications Canada Inc.,99.254.124.131,43.0123,-81.2307,False
13201,3227975506,1082947488,393755,CloudPBX,192.102.255.82,43.6319,-79.3716,40788,Start Communications,64.140.119.160,43.8404,-79.0251,False
13203,3227975507,1210492887,393755,CloudPBX,192.102.255.83,43.6319,-79.3716,7992,Cogeco Cable,72.38.167.215,42.9578,-82.2777,False
13276,3227975507,215430723,393755,CloudPBX,192.102.255.83,43.6319,-79.3716,7018,"AT&T Services, Inc.",12.215.54.67,37.751,-97.822,False
13308,1676506245,3227975506,812,Rogers Communications Canada Inc.,99.237.116.133,44.6087,-79.4207,393755,CloudPBX,192.102.255.82,43.6319,-79.3716,True
13324,1082947488,3227975506,40788,Start Communications,64.140.119.160,43.8404,-79.0251,393755,CloudPBX,192.102.255.82,43.6319,-79.3716,True
13342,3227975506,1210486946,393755,CloudPBX,192.102.255.82,43.6319,-79.3716,7992,Cogeco Cable,72.38.144.162,43.6319,-79.3716,False
13407,1210467570,3227975507,7992,Cogeco Cable,72.38.68.242,43.6319,-79.3716,393755,CloudPBX,192.102.255.83,43.6319,-79.3716,True
13472,3227975507,1210486946,393755,CloudPBX,192.102.255.83,43.6319,-79.3716,7992,Cogeco Cable,72.38.144.162,43.6319,-79.3716,False
13672,2393257217,1654599250,855,Bell Canada,142.166.53.1,47.5334,-52.7595,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,True
13810,3227975507,1217356878,393755,CloudPBX,192.102.255.83,43.6319,-79.3716,812,Rogers Communications Canada Inc.,72.143.100.78,43.7223,-79.4504,False
13812,1177845440,3227975507,577,Bell Canada,70.52.126.192,43.8333,-79.5,393755,CloudPBX,192.102.255.83,43.6319,-79.3716,True
13818,3227975507,1676917179,393755,CloudPBX,192.102.255.83,43.6319,-79.3716,812,Rogers Communications Canada Inc.,99.243.185.187,43.0443,-81.2391,False
13839,1210458660,1654599250,7992,Cogeco Cable,72.38.34.36,42.9062,-82.11,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,True
13872,3236611778,3227975250,14007,Skyway West,192.234.198.194,49.222,-123.0683,395152,CloudPBX,192.102.254.82,43.6319,-79.3716,True
13873,3227975506,1210491342,393755,CloudPBX,192.102.255.82,43.6319,-79.3716,7992,Cogeco Cable,72.38.161.206,42.3167,-82.9,False
13915,3227975507,2734649395,393755,CloudPBX,192.102.255.83,43.6319,-79.3716,40788,Start Communications,162.255.112.51,43.623,-79.3936,False
13934,2734649395,3227975507,40788,Start Communications,162.255.112.51,43.623,-79.3936,393755,CloudPBX,192.102.255.83,43.6319,-79.3716,True
13948,215430723,1654599250,7018,"AT&T Services, Inc.",12.215.54.67,37.751,-97.822,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,True
14014,3227975507,1096686281,393755,CloudPBX,192.102.255.83,43.6319,-79.3716,577,Bell Canada,65.94.26.201,46.7749,-71.3344,False
14055,3227975507,1210505719,393755,CloudPBX,192.102.255.83,43.6319,-79.3716,7992,Cogeco Cable,72.38.217.247,42.9578,-82.2777,False
14088,405133426,1654599251,5769,Videotron Telecom Ltee,24.37.216.114,45.5394,-73.6513,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,True
14092,1217073606,3227975506,812,Rogers Communications Canada Inc.,72.139.17.198,43.75,-79.3978,393755,CloudPBX,192.102.255.82,43.6319,-79.3716,True
14111,3227975506,2266474856,393755,CloudPBX,192.102.255.82,43.6319,-79.3716,5645,"TekSavvy Solutions, Inc.",135.23.169.104,42.9976,-81.2563,False
14163,3227975506,1745319148,393755,CloudPBX,192.102.255.82,43.6319,-79.3716,7018,"AT&T Services, Inc.",104.7.116.236,39.8401,-86.0548,False
14168,3227975507,1676918269,393755,CloudPBX,192.102.255.83,43.6319,-79.3716,812,Rogers Communications Canada Inc.,99.243.189.253,43.0443,-81.2391,False
14214,1654599251,409640138,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,33363,"BRIGHT HOUSE NETWORKS, LLC",24.106.156.202,40.4894,-85.5977,False
14217,1745054491,1654599251,7018,"AT&T Services, Inc.",104.3.107.27,39.7132,-86.2617,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,True
14222,3227975507,1168513323,393755,CloudPBX,192.102.255.83,43.6319,-79.3716,36493,FIBERNETICS CORPORATION,69.166.25.43,43.5637,-79.7202,False
14247,410720570,1654599251,33363,"BRIGHT HOUSE NETWORKS, LLC",24.123.25.58,39.895,-86.1804,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,True
14287,855010549,3227975507,7922,"Comcast Cable Communications, LLC",50.246.108.245,38.9057,-76.9783,393755,CloudPBX,192.102.255.83,43.6319,-79.3716,True
14288,3227975507,3517667510,393755,CloudPBX,192.102.255.83,43.6319,-79.3716,852,TELUS Communications Inc.,209.171.88.182,43.6655,-79.4204,False
14323,3227975506,2393257217,393755,CloudPBX,192.102.255.82,43.6319,-79.3716,855,Bell Canada,142.166.53.1,47.5334,-52.7595,False
14326,1208104646,3227975251,6327,Shaw Communications Inc.,72.2.54.198,49.0997,-122.6526,395152,CloudPBX,192.102.254.83,43.6319,-79.3716,True
14351,1663736670,1654599250,7018,"AT&T Services, Inc.",99.42.155.94,37.751,-97.822,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,True
14404,3227975507,851532189,393755,CloudPBX,192.102.255.83,43.6319,-79.3716,7922,"Comcast Cable Communications, LLC",50.193.89.157,42.2639,-88.8443,False
14416,845316559,3227975250,852,TELUS Communications Inc.,50.98.129.207,49.0423,-122.2835,395152,CloudPBX,192.102.254.82,43.6319,-79.3716,True
14493,3227975507,1210505628,393755,CloudPBX,192.102.255.83,43.6319,-79.3716,7992,Cogeco Cable,72.38.217.156,42.9578,-82.2777,False
14521,3227975251,1150482625,395152,CloudPBX,192.102.254.83,43.6319,-79.3716,6327,Shaw Communications Inc.,68.146.248.193,51.0419,-114.2,False
14661,1632556726,1654599251,33363,"BRIGHT HOUSE NETWORKS, LLC",97.78.214.182,39.7851,-86.1665,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,True
14731,1210505669,3227975507,7992,Cogeco Cable,72.38.217.197,42.9578,-82.2777,393755,CloudPBX,192.102.255.83,43.6319,-79.3716,True
14931,2730633589,1654599251,7018,"AT&T Services, Inc.",162.194.41.117,39.8512,-86.2651,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,True
14947,1082947184,3227975507,40788,Start Communications,64.140.118.112,43.6572,-79.3783,393755,CloudPBX,192.102.255.83,43.6319,-79.3716,True
14978,1616866354,1654599250,7922,"Comcast Cable Communications, LLC",96.95.108.50,41.8876,-87.6368,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,True
15058,1826039003,1654599250,7018,"AT&T Services, Inc.",108.215.36.219,39.7838,-86.0477,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,True
15099,1676624188,3227975506,812,Rogers Communications Canada Inc.,99.239.65.60,43.0443,-81.2391,393755,CloudPBX,192.102.255.82,43.6319,-79.3716,True
15133,3227975506,409640138,393755,CloudPBX,192.102.255.82,43.6319,-79.3716,33363,"BRIGHT HOUSE NETWORKS, LLC",24.106.156.202,40.4894,-85.5977,False
15168,3227975507,1088896207,393755,CloudPBX,192.102.255.83,43.6319,-79.3716,577,Bell Canada,64.231.60.207,42.9644,-82.3259,False
15241,3227975506,1210505669,393755,CloudPBX,192.102.255.82,43.6319,-79.3716,7992,Cogeco Cable,72.38.217.197,42.9578,-82.2777,False
15297,3227975507,1210475242,393755,CloudPBX,192.102.255.83,43.6319,-79.3716,7992,Cogeco Cable,72.38.98.234,42.2949,-83.052,False
15365,3227975506,215430723,393755,CloudPBX,192.102.255.82,43.6319,-79.3716,7018,"AT&T Services, Inc.",12.215.54.67,37.751,-97.822,False
15370,1632558126,1654599251,33363,"BRIGHT HOUSE NETWORKS, LLC",97.78.220.46,40.5099,-85.6264,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,True
15448,3227975506,1826039003,393755,CloudPBX,192.102.255.82,43.6319,-79.3716,7018,"AT&T Services, Inc.",108.215.36.219,39.7838,-86.0477,False
15463,2913448341,1654599251,7922,"Comcast Cable Communications, LLC",173.167.177.149,41.8811,-87.8786,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,True
15464,3497430254,3227975251,19171,Stargate Connections Inc.,208.118.140.238,49.2788,-123.1139,395152,CloudPBX,192.102.254.83,43.6319,-79.3716,True
15467,3227975507,1676231243,393755,CloudPBX,192.102.255.83,43.6319,-79.3716,812,Rogers Communications Canada Inc.,99.233.66.75,44.3572,-79.6929,False
15517,3227975507,2927035370,393755,CloudPBX,192.102.255.83,43.6319,-79.3716,812,Rogers Communications Canada Inc.,174.119.3.234,44.3001,-79.6496,False
15548,1675801513,3227975506,812,Rogers Communications Canada Inc.,99.226.179.169,43.1432,-80.7338,393755,CloudPBX,192.102.255.82,43.6319,-79.3716,True
15650,3227975507,1210508163,393755,CloudPBX,192.102.255.83,43.6319,-79.3716,7992,Cogeco Cable,72.38.227.131,42.9888,-82.3592,False
15661,3227975507,1826039003,393755,CloudPBX,192.102.255.83,43.6319,-79.3716,7018,"AT&T Services, Inc.",108.215.36.219,39.7838,-86.0477,False
15683,2917629161,3227975506,22652,Fibrenoire Inc.,173.231.124.233,43.6784,-79.2941,393755,CloudPBX,192.102.255.82,43.6319,-79.3716,True
15696,2393314888,1654599250,855,Bell Canada,142.167.22.72,47.5194,-52.8122,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,True
15760,2913448341,1654599250,7922,"Comcast Cable Communications, LLC",173.167.177.149,41.8811,-87.8786,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,True
15794,3227975507,1745319148,393755,CloudPBX,192.102.255.83,43.6319,-79.3716,7018,"AT&T Services, Inc.",104.7.116.236,39.8401,-86.0548,False
15904,3480447027,3227975506,11478,Openface Inc.,207.115.104.51,45.4805,-73.5554,393755,CloudPBX,192.102.255.82,43.6319,-79.3716,True
15988,3227975507,2389713698,393755,CloudPBX,192.102.255.83,43.6319,-79.3716,577,Bell Canada,142.112.35.34,43.6656,-79.383,False
16005,1210467562,3227975506,7992,Cogeco Cable,72.38.68.234,43.6319,-79.3716,393755,CloudPBX,192.102.255.82,43.6319,-79.3716,True
16013,3227975506,1210467562,393755,CloudPBX,192.102.255.82,43.6319,-79.3716,7992,Cogeco Cable,72.38.68.234,43.6319,-79.3716,False
16098,3227975507,1745054491,393755,CloudPBX,192.102.255.83,43.6319,-79.3716,7018,"AT&T Services, Inc.",104.3.107.27,39.7132,-86.2617,False
16194,3227975251,3492161874,395152,CloudPBX,192.102.254.83,43.6319,-79.3716,852,TELUS Communications Inc.,208.38.41.82,51.0242,-114.1004,False
16195,2913448637,1654599250,7922,"Comcast Cable Communications, LLC",173.167.178.189,37.751,-97.822,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,True
16262,3227975507,1761238213,393755,CloudPBX,192.102.255.83,43.6319,-79.3716,15128,Comwave Telecom Inc.,104.250.92.197,43.0233,-81.1643,False
16287,1150482625,3227975251,6327,Shaw Communications Inc.,68.146.248.193,51.0419,-114.2,395152,CloudPBX,192.102.254.83,43.6319,-79.3716,True
16358,1654599251,3480447027,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,11478,Openface Inc.,207.115.104.51,45.4805,-73.5554,False
16382,1616866354,1654599251,7922,"Comcast Cable Communications, LLC",96.95.108.50,41.8876,-87.6368,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,True
16451,1217118827,3227975506,20453,Rogers Communications Canada Inc.,72.139.194.107,43.6404,-79.3995,393755,CloudPBX,192.102.255.82,43.6319,-79.3716,True
16507,3227975506,1676231243,393755,CloudPBX,192.102.255.82,43.6319,-79.3716,812,Rogers Communications Canada Inc.,99.233.66.75,44.3572,-79.6929,False
16548,3227975506,3233437606,393755,CloudPBX,192.102.255.82,43.6319,-79.3716,7992,Cogeco Cable,192.186.87.166,42.9578,-82.2777,False
16588,1749006169,1654599251,7018,"AT&T Services, Inc.",104.63.183.89,39.9738,-86.1765,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,True
16598,3227975506,3476451441,393755,CloudPBX,192.102.255.82,43.6319,-79.3716,20161,TeraGo Networks Inc.,207.54.112.113,43.8227,-79.3946,False
16719,3227975507,755175897,393755,CloudPBX,192.102.255.83,43.6319,-79.3716,40788,Start Communications,45.3.17.217,43.4032,-79.7186,False
16725,1210492887,3227975506,7992,Cogeco Cable,72.38.167.215,42.9578,-82.2777,393755,CloudPBX,192.102.255.82,43.6319,-79.3716,True
16791,1761238421,3227975506,15128,Comwave Telecom Inc.,104.250.93.149,43.8432,-79.5644,393755,CloudPBX,192.102.255.82,43.6319,-79.3716,True
16825,3227975507,3096535828,393755,CloudPBX,192.102.255.83,43.6319,-79.3716,577,Bell Canada,184.145.99.20,44.3572,-79.6929,False
16901,3346985660,3227975507,852,TELUS Communications Inc.,199.126.242.188,53.55,-113.5,393755,CloudPBX,192.102.255.83,43.6319,-79.3716,True
16980,1654599251,215430723,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,7018,"AT&T Services, Inc.",12.215.54.67,37.751,-97.822,False
17083,3492161874,3227975251,852,TELUS Communications Inc.,208.38.41.82,51.0242,-114.1004,395152,CloudPBX,192.102.254.83,43.6319,-79.3716,True
17312,1677622403,3227975506,812,Rogers Communications Canada Inc.,99.254.124.131,43.0123,-81.2307,393755,CloudPBX,192.102.255.82,43.6319,-79.3716,True
17344,1210458660,1654599251,7992,Cogeco Cable,72.38.34.36,42.9062,-82.11,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,True
17361,1654599250,3480447026,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,11478,Openface Inc.,207.115.104.50,45.4805,-73.5554,False
17494,1077449335,3227975250,15102,WiBand Communications,64.56.146.119,53.4179,-113.5785,395152,CloudPBX,192.102.254.82,43.6319,-79.3716,True
17513,1676935419,3227975251,812,Rogers Communications Canada Inc.,99.244.0.251,43.0614,-80.9943,395152,CloudPBX,192.102.254.83,43.6319,-79.3716,True
17517,3096535828,3227975507,577,Bell Canada,184.145.99.20,44.3572,-79.6929,393755,CloudPBX,192.102.255.83,43.6319,-79.3716,True
17554,851532189,1654599250,7922,"Comcast Cable Communications, LLC",50.193.89.157,42.2639,-88.8443,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,True
17593,3227975251,845316559,395152,CloudPBX,192.102.254.83,43.6319,-79.3716,852,TELUS Communications Inc.,50.98.129.207,49.0423,-122.2835,False
17616,3227975507,405133426,393755,CloudPBX,192.102.255.83,43.6319,-79.3716,5769,Videotron Telecom Ltee,24.37.216.114,45.5394,-73.6513,False
17643,3227975506,1827712019,393755,CloudPBX,192.102.255.82,43.6319,-79.3716,7018,"AT&T Services, Inc.",108.240.172.19,39.8512,-86.2651,False
17695,3236611778,3227975251,14007,Skyway West,192.234.198.194,49.222,-123.0683,395152,CloudPBX,192.102.254.83,43.6319,-79.3716,True
17697,3227975251,3236611778,395152,CloudPBX,192.102.254.83,43.6319,-79.3716,14007,Skyway West,192.234.198.194,49.222,-123.0683,False
17718,2675364373,3227975250,11492,"Cable One, Inc.",159.118.210.21,30.4672,-89.2763,395152,CloudPBX,192.102.254.82,43.6319,-79.3716,True
17762,2913448637,1654599251,7922,"Comcast Cable Communications, LLC",173.167.178.189,37.751,-97.822,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,True
17770,3227975506,405133426,393755,CloudPBX,192.102.255.82,43.6319,-79.3716,5769,Videotron Telecom Ltee,24.37.216.114,45.5394,-73.6513,False
17775,855009785,1654599251,7922,"Comcast Cable Communications, LLC",50.246.105.249,38.9057,-76.9783,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,True
17867,3227975250,2675364373,395152,CloudPBX,192.102.254.82,43.6319,-79.3716,11492,"Cable One, Inc.",159.118.210.21,30.4672,-89.2763,False
17913,2393257102,1654599250,855,Bell Canada,142.166.52.142,47.5334,-52.7595,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,True
17925,3227975506,851532189,393755,CloudPBX,192.102.255.82,43.6319,-79.3716,7922,"Comcast Cable Communications, LLC",50.193.89.157,42.2639,-88.8443,False
17955,2892906962,3227975251,15290,Allstream Corp.,172.110.65.210,43.6655,-79.4204,395152,CloudPBX,192.102.254.83,43.6319,-79.3716,True
17981,3227975506,1754333190,393755,CloudPBX,192.102.255.82,43.6319,-79.3716,15290,Allstream Corp.,104.145.0.6,43.6513,-79.3756,False
17983,855009785,1654599250,7922,"Comcast Cable Communications, LLC",50.246.105.249,38.9057,-76.9783,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,True
17995,3227975251,1244849474,395152,CloudPBX,192.102.254.83,43.6319,-79.3716,14007,Skyway West,74.50.229.66,49.316,-123.0576,False
18223,3227975250,3512424079,395152,CloudPBX,192.102.254.82,43.6319,-79.3716,852,TELUS Communications Inc.,209.91.86.143,53.585,-113.5526,False
18293,3091427666,3227975250,6327,Shaw Communications Inc.,184.67.113.82,49.2167,-122.9167,395152,CloudPBX,192.102.254.82,43.6319,-79.3716,True
18406,3227975506,2389713698,393755,CloudPBX,192.102.255.82,43.6319,-79.3716,577,Bell Canada,142.112.35.34,43.6656,-79.383,False
18444,3227975251,3512424079,395152,CloudPBX,192.102.254.83,43.6319,-79.3716,852,TELUS Communications Inc.,209.91.86.143,53.585,-113.5526,False
18495,3227975506,1088896207,393755,CloudPBX,192.102.255.82,43.6319,-79.3716,577,Bell Canada,64.231.60.207,42.9644,-82.3259,False
18520,3227975506,1210458874,393755,CloudPBX,192.102.255.82,43.6319,-79.3716,7992,Cogeco Cable,72.38.34.250,42.9888,-82.3592,False
