,a_saddr,b_saddr,a_saddr_asn,a_saddr_asorg,a_saddr_as_ip,a_saddr_lat,a_saddr_long,b_saddr_asn,b_saddr_asorg,b_saddr_as_ip,b_saddr_lat,b_saddr_long,send_A
358648,3227975506,405971847,393755,CloudPBX,192.102.255.82,43.6319,-79.3716,40788,Start Communications,24.50.163.135,43.323,-79.8092,False
358663,3227975507,2393314965,393755,CloudPBX,192.102.255.83,43.6319,-79.3716,855,Bell Canada,142.167.22.149,47.5194,-52.8122,False
360806,1653562614,3227975506,19171,Stargate Connections Inc.,98.143.92.246,49.2397,-123.0407,393755,CloudPBX,192.102.255.82,43.6319,-79.3716,True
360830,1654599251,1632556726,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,33363,"BRIGHT HOUSE NETWORKS, LLC",97.78.214.182,39.7851,-86.1665,False
361344,1088896048,3227975506,577,Bell Canada,64.231.60.48,42.9644,-82.3259,393755,CloudPBX,192.102.255.82,43.6319,-79.3716,True
361636,844903169,3227975250,852,TELUS Communications Inc.,50.92.51.1,49.2302,-122.9952,395152,CloudPBX,192.102.254.82,43.6319,-79.3716,True
363275,3227975506,755173386,393755,CloudPBX,192.102.255.82,43.6319,-79.3716,40788,Start Communications,45.3.8.10,43.2783,-79.8344,False
364135,1654599251,1217120017,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,20453,Rogers Communications Canada Inc.,72.139.199.17,43.6404,-79.3995,False
364285,3227975506,2621001610,393755,CloudPBX,192.102.255.82,43.6319,-79.3716,855,Bell Canada,156.57.79.138,47.5167,-52.7833,False
365325,1096686281,3227975250,577,Bell Canada,65.94.26.201,46.7749,-71.3344,395152,CloudPBX,192.102.254.82,43.6319,-79.3716,True
365625,3227975507,2393448769,393755,CloudPBX,192.102.255.83,43.6319,-79.3716,852,TELUS Communications Inc.,142.169.33.65,45.6167,-73.75,False
365887,3096962919,3227975251,36522,BELL MOBILITY INC.,184.151.231.103,49.1285,-122.6236,395152,CloudPBX,192.102.254.83,43.6319,-79.3716,True
365937,3227975251,1755145171,395152,CloudPBX,192.102.254.83,43.6319,-79.3716,852,TELUS Communications Inc.,104.157.99.211,53.2667,-113.5333,False
368338,3227975507,3487047224,393755,CloudPBX,192.102.255.83,43.6319,-79.3716,852,TELUS Communications Inc.,207.216.30.56,49.2788,-123.1139,False
369230,3227975507,846444685,393755,CloudPBX,192.102.255.83,43.6319,-79.3716,7992,Cogeco Cable,50.115.184.141,42.4238,-82.1183,False
371008,2892906962,3227975507,15290,Allstream Corp.,172.110.65.210,43.6655,-79.4204,393755,CloudPBX,192.102.255.83,43.6319,-79.3716,True
371301,2892906962,3227975506,15290,Allstream Corp.,172.110.65.210,43.6655,-79.4204,393755,CloudPBX,192.102.255.82,43.6319,-79.3716,True
372354,3227975507,405971847,393755,CloudPBX,192.102.255.83,43.6319,-79.3716,40788,Start Communications,24.50.163.135,43.323,-79.8092,False
373047,3227975507,3091581862,393755,CloudPBX,192.102.255.83,43.6319,-79.3716,6327,Shaw Communications Inc.,184.69.203.166,52.3834,-113.7853,False
373362,755174545,3227975506,40788,Start Communications,45.3.12.145,43.6656,-79.383,393755,CloudPBX,192.102.255.82,43.6319,-79.3716,True
374863,3227975507,755173386,393755,CloudPBX,192.102.255.83,43.6319,-79.3716,40788,Start Communications,45.3.8.10,43.2783,-79.8344,False
375376,1654599250,2886637142,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,7018,"AT&T Services, Inc.",172.14.150.86,39.8227,-86.145,False
375473,1654599250,410719962,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,33363,"BRIGHT HOUSE NETWORKS, LLC",24.123.22.218,40.5099,-85.6264,False
376358,1654599251,855009785,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,7922,"Comcast Cable Communications, LLC",50.246.105.249,38.9057,-76.9783,False
379665,1210492883,1654599251,7992,Cogeco Cable,72.38.167.211,42.9578,-82.2777,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,True
380932,3091471302,3227975507,6327,Shaw Communications Inc.,184.68.27.198,49.3167,-122.7384,393755,CloudPBX,192.102.255.83,43.6319,-79.3716,True
382975,2393257317,3227975506,855,Bell Canada,142.166.53.101,47.5334,-52.7595,393755,CloudPBX,192.102.255.82,43.6319,-79.3716,True
384003,1176779232,3227975251,40029,Novus Entertainment Inc.,70.36.57.224,49.2788,-123.1139,395152,CloudPBX,192.102.254.83,43.6319,-79.3716,True
384591,1247750725,3227975251,7922,"Comcast Cable Communications, LLC",74.95.42.69,37.751,-97.822,395152,CloudPBX,192.102.254.83,43.6319,-79.3716,True
384961,1136605703,3227975250,7922,"Comcast Cable Communications, LLC",67.191.58.7,26.1489,-80.1257,395152,CloudPBX,192.102.254.82,43.6319,-79.3716,True
386238,3227975507,1210458777,393755,CloudPBX,192.102.255.83,43.6319,-79.3716,7992,Cogeco Cable,72.38.34.153,42.9888,-82.3592,False
386694,3227975251,1176779232,395152,CloudPBX,192.102.254.83,43.6319,-79.3716,40029,Novus Entertainment Inc.,70.36.57.224,49.2788,-123.1139,False
387799,3227975507,1653559798,393755,CloudPBX,192.102.255.83,43.6319,-79.3716,19171,Stargate Connections Inc.,98.143.81.246,49.2478,-122.9938,False
388449,3227975251,409744844,395152,CloudPBX,192.102.254.83,43.6319,-79.3716,6327,Shaw Communications Inc.,24.108.53.204,48.4777,-123.3658,False
389534,2919736882,3227975507,6327,Shaw Communications Inc.,174.7.166.50,49.299,-123.1408,393755,CloudPBX,192.102.255.83,43.6319,-79.3716,True
390440,1176779232,3227975250,40029,Novus Entertainment Inc.,70.36.57.224,49.2788,-123.1139,395152,CloudPBX,192.102.254.82,43.6319,-79.3716,True
391211,3091397399,3227975250,6327,Shaw Communications Inc.,184.66.251.23,48.4167,-123.365,395152,CloudPBX,192.102.254.82,43.6319,-79.3716,True
391281,1217118432,3227975507,20453,Rogers Communications Canada Inc.,72.139.192.224,43.6404,-79.3995,393755,CloudPBX,192.102.255.83,43.6319,-79.3716,True
391886,3227975507,1217348050,393755,CloudPBX,192.102.255.83,43.6319,-79.3716,812,Rogers Communications Canada Inc.,72.143.65.210,43.6319,-79.3716,False
392024,1217348050,3227975506,812,Rogers Communications Canada Inc.,72.143.65.210,43.6319,-79.3716,393755,CloudPBX,192.102.255.82,43.6319,-79.3716,True
392057,1217348050,3227975507,812,Rogers Communications Canada Inc.,72.143.65.210,43.6319,-79.3716,393755,CloudPBX,192.102.255.83,43.6319,-79.3716,True
392376,1654599250,3475127854,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,6171,WorldGate,207.34.62.46,53.55,-113.5,False
392581,3096962892,3227975250,36522,BELL MOBILITY INC.,184.151.231.76,49.1285,-122.6236,395152,CloudPBX,192.102.254.82,43.6319,-79.3716,True
392824,2919753001,3227975251,6327,Shaw Communications Inc.,174.7.229.41,50.1208,-122.9544,395152,CloudPBX,192.102.254.83,43.6319,-79.3716,True
393189,1268592739,3227975251,852,TELUS Communications Inc.,75.157.48.99,49.1661,-122.5792,395152,CloudPBX,192.102.254.83,43.6319,-79.3716,True
393190,1268592739,3227975250,852,TELUS Communications Inc.,75.157.48.99,49.1661,-122.5792,395152,CloudPBX,192.102.254.82,43.6319,-79.3716,True
393333,1217118592,3227975506,20453,Rogers Communications Canada Inc.,72.139.193.128,43.6404,-79.3995,393755,CloudPBX,192.102.255.82,43.6319,-79.3716,True
393379,3227975506,1217348050,393755,CloudPBX,192.102.255.82,43.6319,-79.3716,812,Rogers Communications Canada Inc.,72.143.65.210,43.6319,-79.3716,False
394759,2393314888,3227975507,855,Bell Canada,142.167.22.72,47.5194,-52.8122,393755,CloudPBX,192.102.255.83,43.6319,-79.3716,True
394788,2393314888,3227975506,855,Bell Canada,142.167.22.72,47.5194,-52.8122,393755,CloudPBX,192.102.255.82,43.6319,-79.3716,True
395433,1242317196,3227975507,577,Bell Canada,74.12.65.140,44.3572,-79.6929,393755,CloudPBX,192.102.255.83,43.6319,-79.3716,True
399117,3227975506,1279698855,393755,CloudPBX,192.102.255.82,43.6319,-79.3716,36522,BELL MOBILITY INC.,76.70.167.167,44.4548,-79.7352,False
400521,2982213860,3227975250,28573,CLARO S.A.,177.192.248.228,-22.8751,-43.2775,395152,CloudPBX,192.102.254.82,43.6319,-79.3716,True
401297,3227975507,755174545,393755,CloudPBX,192.102.255.83,43.6319,-79.3716,40788,Start Communications,45.3.12.145,43.6656,-79.383,False
403892,3227975507,1633558594,393755,CloudPBX,192.102.255.83,43.6319,-79.3716,20115,Charter Communications,97.94.32.66,43.3208,-88.0314,False
408001,3235838031,3227975251,1403,EBOX,192.222.248.79,45.5009,-73.5877,395152,CloudPBX,192.102.254.83,43.6319,-79.3716,True
408131,3235838031,3227975250,1403,EBOX,192.222.248.79,45.5009,-73.5877,395152,CloudPBX,192.102.254.82,43.6319,-79.3716,True
409463,1217118592,3227975507,20453,Rogers Communications Canada Inc.,72.139.193.128,43.6404,-79.3995,393755,CloudPBX,192.102.255.83,43.6319,-79.3716,True
410089,1632556726,3227975507,33363,"BRIGHT HOUSE NETWORKS, LLC",97.78.214.182,39.7851,-86.1665,393755,CloudPBX,192.102.255.83,43.6319,-79.3716,True
410964,3227975507,1167923866,393755,CloudPBX,192.102.255.83,43.6319,-79.3716,577,Bell Canada,69.157.26.154,44.4001,-79.6663,False
411753,1167923866,3227975507,577,Bell Canada,69.157.26.154,44.4001,-79.6663,393755,CloudPBX,192.102.255.83,43.6319,-79.3716,True
411834,2393257342,3227975506,855,Bell Canada,142.166.53.126,47.5334,-52.7595,393755,CloudPBX,192.102.255.82,43.6319,-79.3716,True
413459,2393257389,1654599250,855,Bell Canada,142.166.53.173,47.5334,-52.7595,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,True
413614,1217118538,3227975507,20453,Rogers Communications Canada Inc.,72.139.193.74,43.6404,-79.3995,393755,CloudPBX,192.102.255.83,43.6319,-79.3716,True
414588,3227975507,2393257389,393755,CloudPBX,192.102.255.83,43.6319,-79.3716,855,Bell Canada,142.166.53.173,47.5334,-52.7595,False
415266,3227975507,2925205615,393755,CloudPBX,192.102.255.83,43.6319,-79.3716,577,Bell Canada,174.91.24.111,44.3572,-79.6929,False
415426,3227975507,2394021867,393755,CloudPBX,192.102.255.83,43.6319,-79.3716,855,Bell Canada,142.177.223.235,45.0691,-64.4696,False
415524,1167923831,3227975506,577,Bell Canada,69.157.26.119,44.4001,-79.6663,393755,CloudPBX,192.102.255.82,43.6319,-79.3716,True
415869,2393257389,1654599251,855,Bell Canada,142.166.53.173,47.5334,-52.7595,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,True
416083,1167923831,3227975507,577,Bell Canada,69.157.26.119,44.4001,-79.6663,393755,CloudPBX,192.102.255.83,43.6319,-79.3716,True
416129,3227975506,1167923866,393755,CloudPBX,192.102.255.82,43.6319,-79.3716,577,Bell Canada,69.157.26.154,44.4001,-79.6663,False
416290,3227975506,2925205615,393755,CloudPBX,192.102.255.82,43.6319,-79.3716,577,Bell Canada,174.91.24.111,44.3572,-79.6929,False
417727,3227975506,2393257389,393755,CloudPBX,192.102.255.82,43.6319,-79.3716,855,Bell Canada,142.166.53.173,47.5334,-52.7595,False
419372,3227975507,2393257102,393755,CloudPBX,192.102.255.83,43.6319,-79.3716,855,Bell Canada,142.166.52.142,47.5334,-52.7595,False
419994,3227975507,1167923831,393755,CloudPBX,192.102.255.83,43.6319,-79.3716,577,Bell Canada,69.157.26.119,44.4001,-79.6663,False
422763,3091464466,3227975251,6327,Shaw Communications Inc.,184.68.1.18,49.2795,-123.0667,395152,CloudPBX,192.102.254.83,43.6319,-79.3716,True
422932,3227975251,1614101266,395152,CloudPBX,192.102.254.83,43.6319,-79.3716,6327,Shaw Communications Inc.,96.53.59.18,49.262,-123.0923,False
424438,3091461651,3227975251,6327,Shaw Communications Inc.,184.67.246.19,49.1285,-122.6236,395152,CloudPBX,192.102.254.83,43.6319,-79.3716,True
424586,3091461651,3227975250,6327,Shaw Communications Inc.,184.67.246.19,49.1285,-122.6236,395152,CloudPBX,192.102.254.82,43.6319,-79.3716,True
427762,845308522,3227975250,852,TELUS Communications Inc.,50.98.98.106,49.8625,-119.5833,395152,CloudPBX,192.102.254.82,43.6319,-79.3716,True
429730,1654599251,2393257058,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,855,Bell Canada,142.166.52.98,47.5334,-52.7595,False
430490,2734649927,1654599251,40788,Start Communications,162.255.114.71,43.623,-79.3936,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,True
430957,1217391282,3227975250,812,Rogers Communications Canada Inc.,72.143.234.178,51.1047,-114.1148,395152,CloudPBX,192.102.254.82,43.6319,-79.3716,True
430985,3227975506,1167923831,393755,CloudPBX,192.102.255.82,43.6319,-79.3716,577,Bell Canada,69.157.26.119,44.4001,-79.6663,False
431474,3227975507,3517667526,393755,CloudPBX,192.102.255.83,43.6319,-79.3716,852,TELUS Communications Inc.,209.171.88.198,43.6655,-79.4204,False
431481,2393257389,3227975506,855,Bell Canada,142.166.53.173,47.5334,-52.7595,393755,CloudPBX,192.102.255.82,43.6319,-79.3716,True
432530,2734649927,1654599250,40788,Start Communications,162.255.114.71,43.623,-79.3936,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,True
432617,3227975251,3091464466,395152,CloudPBX,192.102.254.83,43.6319,-79.3716,6327,Shaw Communications Inc.,184.68.1.18,49.2795,-123.0667,False
433592,1082947564,3227975250,40788,Start Communications,64.140.119.236,43.6572,-79.3783,395152,CloudPBX,192.102.254.82,43.6319,-79.3716,True
435878,3227975251,3091464054,395152,CloudPBX,192.102.254.83,43.6319,-79.3716,6327,Shaw Communications Inc.,184.67.255.118,49.2866,-123.1158,False
437184,3227975506,3517667526,393755,CloudPBX,192.102.255.82,43.6319,-79.3716,852,TELUS Communications Inc.,209.171.88.198,43.6655,-79.4204,False
438420,3227975250,407364792,395152,CloudPBX,192.102.254.82,43.6319,-79.3716,6327,Shaw Communications Inc.,24.71.228.184,49.812,-119.5076,False
439048,1654599251,1827712019,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,7018,"AT&T Services, Inc.",108.240.172.19,39.8512,-86.2651,False
442366,407364792,3227975507,6327,Shaw Communications Inc.,24.71.228.184,49.812,-119.5076,393755,CloudPBX,192.102.255.83,43.6319,-79.3716,True
442372,3227975507,845309816,393755,CloudPBX,192.102.255.83,43.6319,-79.3716,852,TELUS Communications Inc.,50.98.103.120,49.0374,-122.8299,False
446209,3227975251,3517667526,395152,CloudPBX,192.102.254.83,43.6319,-79.3716,852,TELUS Communications Inc.,209.171.88.198,43.6655,-79.4204,False
447110,3096962954,3227975251,36522,BELL MOBILITY INC.,184.151.231.138,49.1285,-122.6236,395152,CloudPBX,192.102.254.83,43.6319,-79.3716,True
447810,3517667526,1654599250,852,TELUS Communications Inc.,209.171.88.198,43.6655,-79.4204,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,True
449268,3227975506,2394021867,393755,CloudPBX,192.102.255.82,43.6319,-79.3716,855,Bell Canada,142.177.223.235,45.0691,-64.4696,False
450261,755174983,3227975507,40788,Start Communications,45.3.14.71,43.6861,-79.4025,393755,CloudPBX,192.102.255.83,43.6319,-79.3716,True
452022,3227975507,1268497742,393755,CloudPBX,192.102.255.83,43.6319,-79.3716,852,TELUS Communications Inc.,75.155.189.78,49.2475,-123.121,False
453499,3517667526,3227975506,852,TELUS Communications Inc.,209.171.88.198,43.6655,-79.4204,393755,CloudPBX,192.102.255.82,43.6319,-79.3716,True
453626,845309816,3227975507,852,TELUS Communications Inc.,50.98.103.120,49.0374,-122.8299,393755,CloudPBX,192.102.255.83,43.6319,-79.3716,True
453728,3517667526,3227975507,852,TELUS Communications Inc.,209.171.88.198,43.6655,-79.4204,393755,CloudPBX,192.102.255.83,43.6319,-79.3716,True
455440,1167923866,3227975506,577,Bell Canada,69.157.26.154,44.4001,-79.6663,393755,CloudPBX,192.102.255.82,43.6319,-79.3716,True
456666,3227975250,3517667526,395152,CloudPBX,192.102.254.82,43.6319,-79.3716,852,TELUS Communications Inc.,209.171.88.198,43.6655,-79.4204,False
457552,1178989586,3227975250,6327,Shaw Communications Inc.,70.69.244.18,49.2196,-122.6164,395152,CloudPBX,192.102.254.82,43.6319,-79.3716,True
457594,3227975507,407364792,393755,CloudPBX,192.102.255.83,43.6319,-79.3716,6327,Shaw Communications Inc.,24.71.228.184,49.812,-119.5076,False
457798,407364792,3227975506,6327,Shaw Communications Inc.,24.71.228.184,49.812,-119.5076,393755,CloudPBX,192.102.255.82,43.6319,-79.3716,True
457801,3227975506,845309816,393755,CloudPBX,192.102.255.82,43.6319,-79.3716,852,TELUS Communications Inc.,50.98.103.120,49.0374,-122.8299,False
460238,845309816,3227975506,852,TELUS Communications Inc.,50.98.103.120,49.0374,-122.8299,393755,CloudPBX,192.102.255.82,43.6319,-79.3716,True
463334,3227975506,2919557342,393755,CloudPBX,192.102.255.82,43.6319,-79.3716,6327,Shaw Communications Inc.,174.4.232.222,49.8928,-119.4852,False
464463,3227975250,1178989586,395152,CloudPBX,192.102.254.82,43.6319,-79.3716,6327,Shaw Communications Inc.,70.69.244.18,49.2196,-122.6164,False
464539,2919557342,3227975506,6327,Shaw Communications Inc.,174.4.232.222,49.8928,-119.4852,393755,CloudPBX,192.102.255.82,43.6319,-79.3716,True
468596,3227975506,386933003,393755,CloudPBX,192.102.255.82,43.6319,-79.3716,852,TELUS Communications Inc.,23.16.33.11,49.262,-123.0923,False
468913,1676089078,1654599250,812,Rogers Communications Canada Inc.,99.231.22.246,43.6656,-79.383,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,True
468964,1676089078,1654599251,812,Rogers Communications Canada Inc.,99.231.22.246,43.6656,-79.383,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,True
470978,844903169,3227975251,852,TELUS Communications Inc.,50.92.51.1,49.2302,-122.9952,395152,CloudPBX,192.102.254.83,43.6319,-79.3716,True
471538,1177707394,3227975507,577,Bell Canada,70.50.99.130,44.3572,-79.6929,393755,CloudPBX,192.102.255.83,43.6319,-79.3716,True
471611,1177707394,3227975506,577,Bell Canada,70.50.99.130,44.3572,-79.6929,393755,CloudPBX,192.102.255.82,43.6319,-79.3716,True
471735,1176143780,1654599251,577,Bell Canada,70.26.135.164,43.9251,-78.8287,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,True
475784,3227975506,3517667367,393755,CloudPBX,192.102.255.82,43.6319,-79.3716,852,TELUS Communications Inc.,209.171.88.39,43.6655,-79.4204,False
477474,1676256583,3227975506,812,Rogers Communications Canada Inc.,99.233.165.71,44.3572,-79.6929,393755,CloudPBX,192.102.255.82,43.6319,-79.3716,True
479867,3227975506,413969162,393755,CloudPBX,192.102.255.82,43.6319,-79.3716,33363,"BRIGHT HOUSE NETWORKS, LLC",24.172.171.10,40.0698,-85.9817,False
482123,1217090222,3227975251,812,Rogers Communications Canada Inc.,72.139.82.174,43.6192,-79.6538,395152,CloudPBX,192.102.254.83,43.6319,-79.3716,True
483270,3096912917,1654599250,36522,BELL MOBILITY INC.,184.151.36.21,43.4389,-80.2649,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,True
483799,413969162,1654599250,33363,"BRIGHT HOUSE NETWORKS, LLC",24.172.171.10,40.0698,-85.9817,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,True
490331,3227975506,2393257102,393755,CloudPBX,192.102.255.82,43.6319,-79.3716,855,Bell Canada,142.166.52.142,47.5334,-52.7595,False
490501,1758223493,3227975506,19397,ACN,104.204.92.133,43.8669,-79.4414,393755,CloudPBX,192.102.255.82,43.6319,-79.3716,True
490563,3227975507,2734650036,393755,CloudPBX,192.102.255.83,43.6319,-79.3716,40788,Start Communications,162.255.114.180,43.623,-79.3936,False
491587,3227975251,3517667367,395152,CloudPBX,192.102.254.83,43.6319,-79.3716,852,TELUS Communications Inc.,209.171.88.39,43.6655,-79.4204,False
492517,1676003536,3227975507,812,Rogers Communications Canada Inc.,99.229.200.208,43.6572,-79.3783,393755,CloudPBX,192.102.255.83,43.6319,-79.3716,True
492786,3517667367,3227975506,852,TELUS Communications Inc.,209.171.88.39,43.6655,-79.4204,393755,CloudPBX,192.102.255.82,43.6319,-79.3716,True
492995,1088895481,1654599250,577,Bell Canada,64.231.57.249,43.8769,-79.2686,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,True
497649,855187221,3227975506,7922,"Comcast Cable Communications, LLC",50.249.31.21,39.3656,-76.6199,393755,CloudPBX,192.102.255.82,43.6319,-79.3716,True
497869,3227975250,3096960527,395152,CloudPBX,192.102.254.82,43.6319,-79.3716,36522,BELL MOBILITY INC.,184.151.222.15,53.55,-113.5,False
498120,413969162,1654599251,33363,"BRIGHT HOUSE NETWORKS, LLC",24.172.171.10,40.0698,-85.9817,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,True
500794,3227975250,1614099078,395152,CloudPBX,192.102.254.82,43.6319,-79.3716,6327,Shaw Communications Inc.,96.53.50.134,49.25,-123.1333,False
501394,1179626031,3227975251,6327,Shaw Communications Inc.,70.79.170.47,49.2175,-123.038,395152,CloudPBX,192.102.254.83,43.6319,-79.3716,True
501934,386989517,3227975251,852,TELUS Communications Inc.,23.16.253.205,49.0791,-122.7553,395152,CloudPBX,192.102.254.83,43.6319,-79.3716,True
502256,3227975507,413969162,393755,CloudPBX,192.102.255.83,43.6319,-79.3716,33363,"BRIGHT HOUSE NETWORKS, LLC",24.172.171.10,40.0698,-85.9817,False
503406,3227975251,386989517,395152,CloudPBX,192.102.254.83,43.6319,-79.3716,852,TELUS Communications Inc.,23.16.253.205,49.0791,-122.7553,False
503504,386989517,3227975250,852,TELUS Communications Inc.,23.16.253.205,49.0791,-122.7553,395152,CloudPBX,192.102.254.82,43.6319,-79.3716,True
504244,2621001610,3227975507,855,Bell Canada,156.57.79.138,47.5167,-52.7833,393755,CloudPBX,192.102.255.83,43.6319,-79.3716,True
504493,3227975507,3517667367,393755,CloudPBX,192.102.255.83,43.6319,-79.3716,852,TELUS Communications Inc.,209.171.88.39,43.6655,-79.4204,False
505917,3227975250,386989517,395152,CloudPBX,192.102.254.82,43.6319,-79.3716,852,TELUS Communications Inc.,23.16.253.205,49.0791,-122.7553,False
507910,409744844,3227975506,6327,Shaw Communications Inc.,24.108.53.204,48.4777,-123.3658,393755,CloudPBX,192.102.255.82,43.6319,-79.3716,True
508138,2925205615,3227975506,577,Bell Canada,174.91.24.111,44.3572,-79.6929,393755,CloudPBX,192.102.255.82,43.6319,-79.3716,True
508512,1217090222,1654599250,812,Rogers Communications Canada Inc.,72.139.82.174,43.6192,-79.6538,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,True
508611,1676003536,3227975506,812,Rogers Communications Canada Inc.,99.229.200.208,43.6572,-79.3783,393755,CloudPBX,192.102.255.82,43.6319,-79.3716,True
512069,405133426,3227975507,5769,Videotron Telecom Ltee,24.37.216.114,45.5394,-73.6513,393755,CloudPBX,192.102.255.83,43.6319,-79.3716,True
514445,3227975506,417259566,393755,CloudPBX,192.102.255.82,43.6319,-79.3716,11260,EastLink,24.222.224.46,45.0963,-63.4701,False
515609,3517667367,3227975251,852,TELUS Communications Inc.,209.171.88.39,43.6655,-79.4204,395152,CloudPBX,192.102.254.83,43.6319,-79.3716,True
515664,3517667367,3227975250,852,TELUS Communications Inc.,209.171.88.39,43.6655,-79.4204,395152,CloudPBX,192.102.254.82,43.6319,-79.3716,True
516296,409744844,3227975507,6327,Shaw Communications Inc.,24.108.53.204,48.4777,-123.3658,393755,CloudPBX,192.102.255.83,43.6319,-79.3716,True
516803,3227975250,1755145171,395152,CloudPBX,192.102.254.82,43.6319,-79.3716,852,TELUS Communications Inc.,104.157.99.211,53.2667,-113.5333,False
518387,3227975250,1179626031,395152,CloudPBX,192.102.254.82,43.6319,-79.3716,6327,Shaw Communications Inc.,70.79.170.47,49.2175,-123.038,False
518625,3227975507,2621001610,393755,CloudPBX,192.102.255.83,43.6319,-79.3716,855,Bell Canada,156.57.79.138,47.5167,-52.7833,False
519264,3227975506,1612055057,393755,CloudPBX,192.102.255.82,43.6319,-79.3716,5769,Videotron Telecom Ltee,96.22.2.17,45.518299999999996,-73.5023,False
530594,3423417093,3227975506,36077,Dynamic ASP Inc.,204.13.51.5,44.6533,-63.6675,393755,CloudPBX,192.102.255.82,43.6319,-79.3716,True
530671,3423417093,3227975507,36077,Dynamic ASP Inc.,204.13.51.5,44.6533,-63.6675,393755,CloudPBX,192.102.255.83,43.6319,-79.3716,True
533828,1150609937,3227975506,6327,Shaw Communications Inc.,68.148.234.17,53.4617,-113.371,393755,CloudPBX,192.102.255.82,43.6319,-79.3716,True
534527,3227975507,417259566,393755,CloudPBX,192.102.255.83,43.6319,-79.3716,11260,EastLink,24.222.224.46,45.0963,-63.4701,False
534719,1654599251,413969162,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,33363,"BRIGHT HOUSE NETWORKS, LLC",24.172.171.10,40.0698,-85.9817,False
535552,1632525706,1654599250,33363,"BRIGHT HOUSE NETWORKS, LLC",97.78.93.138,39.9738,-86.1765,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,True
536330,3227975507,855228457,393755,CloudPBX,192.102.255.83,43.6319,-79.3716,7922,"Comcast Cable Communications, LLC",50.249.192.41,41.8251,-88.2049,False
539683,3096963003,3227975506,36522,BELL MOBILITY INC.,184.151.231.187,49.1285,-122.6236,393755,CloudPBX,192.102.255.82,43.6319,-79.3716,True
543293,410133680,3227975251,812,Rogers Communications Canada Inc.,24.114.36.176,49.2788,-123.1139,395152,CloudPBX,192.102.254.83,43.6319,-79.3716,True
545086,407364792,3227975251,6327,Shaw Communications Inc.,24.71.228.184,49.812,-119.5076,395152,CloudPBX,192.102.254.83,43.6319,-79.3716,True
546780,408397647,3227975251,6327,Shaw Communications Inc.,24.87.167.79,49.2175,-123.038,395152,CloudPBX,192.102.254.83,43.6319,-79.3716,True
548264,2393257317,3227975507,855,Bell Canada,142.166.53.101,47.5334,-52.7595,393755,CloudPBX,192.102.255.83,43.6319,-79.3716,True
555569,417259566,3227975251,11260,EastLink,24.222.224.46,45.0963,-63.4701,395152,CloudPBX,192.102.254.83,43.6319,-79.3716,True
556871,3227975506,2393257317,393755,CloudPBX,192.102.255.82,43.6319,-79.3716,855,Bell Canada,142.166.53.101,47.5334,-52.7595,False
557212,1217090222,3227975250,812,Rogers Communications Canada Inc.,72.139.82.174,43.6192,-79.6538,395152,CloudPBX,192.102.254.82,43.6319,-79.3716,True
561158,3227975251,1076757682,395152,CloudPBX,192.102.254.83,43.6319,-79.3716,40029,Novus Entertainment Inc.,64.46.4.178,49.2788,-123.1139,False
561705,2904668966,1654599250,812,Rogers Communications Canada Inc.,173.33.187.38,43.6192,-79.6538,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,True
562854,2266474856,3227975250,5645,"TekSavvy Solutions, Inc.",135.23.169.104,42.9976,-81.2563,395152,CloudPBX,192.102.254.82,43.6319,-79.3716,True
563414,3227975506,3517667554,393755,CloudPBX,192.102.255.82,43.6319,-79.3716,852,TELUS Communications Inc.,209.171.88.226,43.6655,-79.4204,False
566919,3227975506,1268774617,393755,CloudPBX,192.102.255.82,43.6319,-79.3716,852,TELUS Communications Inc.,75.159.246.217,51.0242,-114.1004,False
567351,1179580117,3227975250,6327,Shaw Communications Inc.,70.78.246.213,49.6346,-122.038,395152,CloudPBX,192.102.254.82,43.6319,-79.3716,True
567436,3322970521,1654599250,1403,EBOX,198.16.129.153,43.6564,-79.386,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,True
